,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
0,2021,3-14 (17.6%),5-12 (29.4%),1-2 (33.3%),0-2-1 (0.0%),2-6 (25.0%),2-6 (25.0%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),2-5 (28.6%),5-12 (29.4%)
1,2020,1-15 (6.3%),7-9 (43.8%),0-1 (0.0%),0-1 (0.0%),1-7 (12.5%),3-5 (37.5%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),3-4 (42.9%),8-8 (50.0%)
2,2019,6-10 (37.5%),7-9 (43.8%),2-2 (50.0%),2-2 (50.0%),3-4 (42.9%),3-4 (42.9%),1-1 (50.0%),1-1 (50.0%),2-3 (40.0%),2-3 (40.0%),8-8 (50.0%)
3,2018,5-11 (31.3%),5-9-2 (35.7%),2-5 (28.6%),2-5 (28.6%),3-5 (37.5%),3-4-1 (42.9%),1-3 (25.0%),1-3 (25.0%),2-2 (50.0%),2-1-1 (66.7%),6-10 (37.5%)
4,2017,10-6 (62.5%),9-7 (56.3%),7-4 (63.6%),6-5 (54.5%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
5,2016,3-13 (18.8%),8-8 (50.0%),1-2 (33.3%),1-2 (33.3%),1-6 (14.3%),2-5 (28.6%),0-2 (0.0%),0-2 (0.0%),1-4 (20.0%),2-3 (40.0%),10-6 (62.5%)
6,2015,5-11 (31.3%),7-9 (43.8%),3-3 (50.0%),2-4 (33.3%),3-4 (42.9%),3-4 (42.9%),2-3 (40.0%),2-3 (40.0%),1-1 (50.0%),1-1 (50.0%),10-6 (62.5%)
7,2014,3-13 (18.8%),6-9-1 (40.0%),1-0 (100.0%),1-0 (100.0%),3-4 (42.9%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),2-4 (33.3%),2-4 (33.3%),7-9 (43.8%)
8,2013,4-12 (25.0%),5-10-1 (33.3%),1-0 (100.0%),1-0 (100.0%),1-6 (14.3%),1-5-1 (16.7%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),1-5-1 (16.7%),9-7 (56.3%)
9,2012,2-14 (12.5%),7-9 (43.8%),0-1 (0.0%),0-1 (0.0%),1-7 (12.5%),2-6 (25.0%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),2-5 (28.6%),7-9 (43.8%)
10,2011,5-11 (31.3%),7-8-1 (46.7%),2-0 (100.0%),2-0 (100.0%),4-4 (50.0%),4-4 (50.0%),1-0 (100.0%),1-0 (100.0%),3-4 (42.9%),3-4 (42.9%),5-11 (31.3%)
11,2010,8-8 (50.0%),9-7 (56.3%),3-1 (75.0%),3-1 (75.0%),5-3 (62.5%),5-3 (62.5%),3-1 (75.0%),3-1 (75.0%),1-2 (33.3%),1-2 (33.3%),10-5-1 (66.7%)
12,2009,7-9 (43.8%),5-11 (31.3%),3-2 (60.0%),0-5 (0.0%),5-3 (62.5%),2-6 (25.0%),3-2 (60.0%),0-5 (0.0%),2-1 (66.7%),2-1 (66.7%),8-8 (50.0%)
13,2008,5-11 (31.3%),4-12 (25.0%),2-6 (25.0%),1-7 (12.5%),2-6 (25.0%),1-7 (12.5%),1-4 (20.0%),0-5 (0.0%),1-2 (33.3%),1-2 (33.3%),6-9-1 (40.0%)
14,2007,11-5 (68.8%),11-5 (68.8%),7-1 (87.5%),6-2 (75.0%),6-2 (75.0%),5-3 (62.5%),6-1 (85.7%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),12-4 (75.0%)
15,2006,8-8 (50.0%),8-8 (50.0%),3-6 (33.3%),3-6 (33.3%),6-2 (75.0%),6-2 (75.0%),3-2 (60.0%),3-2 (60.0%),3-0 (100.0%),3-0 (100.0%),8-7-1 (53.3%)
16,2005,12-4 (75.0%),9-6-1 (60.0%),10-2 (83.3%),6-5-1 (54.5%),6-2 (75.0%),3-4-1 (42.9%),6-1 (85.7%),3-3-1 (50.0%),0-1 (0.0%),0-1 (0.0%),8-7-1 (53.3%)
17,2004,9-7 (56.3%),10-6 (62.5%),3-3 (50.0%),3-3 (50.0%),4-4 (50.0%),5-3 (62.5%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),3-1 (75.0%),4-12 (25.0%)
18,2003,5-11 (31.3%),7-8-1 (46.7%),3-1 (75.0%),2-2 (50.0%),5-3 (62.5%),4-4 (50.0%),3-0 (100.0%),2-1 (66.7%),2-3 (40.0%),2-3 (40.0%),8-8 (50.0%)
19,2002,6-10 (37.5%),8-8 (50.0%),4-5 (44.4%),3-6 (33.3%),3-5 (37.5%),5-3 (62.5%),2-2 (50.0%),2-2 (50.0%),1-3 (25.0%),3-1 (75.0%),7-9 (43.8%)
20,2001,6-10 (37.5%),7-8-1 (46.7%),3-4 (42.9%),3-4 (42.9%),3-5 (37.5%),3-4-1 (42.9%),3-3 (50.0%),3-3 (50.0%),0-2 (0.0%),0-1-1 (0.0%),9-7 (56.3%)
21,2000,7-9 (43.8%),7-7-2 (50.0%),4-4 (50.0%),3-4-1 (42.9%),4-4 (50.0%),3-4-1 (42.9%),3-3 (50.0%),2-3-1 (40.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
22,1999,14-2 (87.5%),8-7-1 (53.3%),14-2 (87.5%),8-7-1 (53.3%),7-1 (87.5%),4-4 (50.0%),7-1 (87.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),5-11 (31.3%)
23,1998,11-5 (68.8%),9-7 (56.3%),11-2 (84.6%),9-4 (69.2%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
24,1997,11-5 (68.8%),10-6 (62.5%),11-2 (84.6%),9-4 (69.2%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
25,1996,9-7 (56.3%),6-9-1 (40.0%),5-1 (83.3%),1-4-1 (20.0%),7-1 (87.5%),3-4-1 (42.9%),5-1 (83.3%),1-4-1 (20.0%),2-0 (100.0%),2-0 (100.0%),6-10 (37.5%)
26,1995,4-12 (25.0%),9-7 (56.3%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),4-4 (50.0%),9-7 (56.3%)
