,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
0,2021,4-13 (23.5%),7-9-1 (43.8%),0-1 (0.0%),0-1 (0.0%),2-7 (22.2%),4-4-1 (50.0%),0-1 (0.0%),0-1 (0.0%),2-6 (25.0%),4-3-1 (57.1%),8-9 (47.1%)
1,2020,4-12 (25.0%),6-10 (37.5%),3-3 (50.0%),2-4 (33.3%),2-6 (25.0%),3-5 (37.5%),1-2 (33.3%),1-2 (33.3%),1-4 (20.0%),2-3 (40.0%),8-8 (50.0%)
2,2019,10-6 (62.5%),7-8-1 (46.7%),6-2 (75.0%),2-5-1 (28.6%),5-3 (62.5%),2-6 (25.0%),4-2 (66.7%),1-5 (16.7%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
3,2018,11-5 (68.8%),7-8-1 (46.7%),9-3 (75.0%),5-6-1 (45.5%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
4,2017,4-12 (25.0%),7-9 (43.8%),2-3 (40.0%),2-3 (40.0%),3-5 (37.5%),3-5 (37.5%),2-3 (40.0%),2-3 (40.0%),1-2 (33.3%),1-2 (33.3%),7-9 (43.8%)
5,2016,9-7 (56.3%),6-9-1 (40.0%),6-0 (100.0%),3-2-1 (60.0%),7-1 (87.5%),4-3-1 (57.1%),6-0 (100.0%),3-2-1 (60.0%),1-1 (50.0%),1-1 (50.0%),6-10 (37.5%)
6,2015,9-7 (56.3%),9-7 (56.3%),5-2 (71.4%),5-2 (71.4%),5-3 (62.5%),5-3 (62.5%),4-2 (66.7%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),8-7-1 (53.3%)
7,2014,9-7 (56.3%),9-7 (56.3%),7-1 (87.5%),6-2 (75.0%),5-3 (62.5%),4-4 (50.0%),4-1 (80.0%),3-2 (60.0%),1-2 (33.3%),1-2 (33.3%),8-8 (50.0%)
8,2013,2-14 (12.5%),4-12 (25.0%),2-4 (33.3%),0-6 (0.0%),1-7 (12.5%),1-7 (12.5%),1-2 (33.3%),0-3 (0.0%),0-5 (0.0%),1-4 (20.0%),9-7 (56.3%)
9,2012,12-4 (75.0%),9-7 (56.3%),11-3 (78.6%),8-6 (57.1%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
10,2011,10-6 (62.5%),10-5-1 (66.7%),7-3 (70.0%),6-3-1 (66.7%),5-3 (62.5%),5-2-1 (71.4%),4-2 (66.7%),3-2-1 (60.0%),1-1 (50.0%),2-0 (100.0%),6-10 (37.5%)
11,2010,6-10 (37.5%),5-10-1 (33.3%),5-3 (62.5%),3-4-1 (42.9%),4-4 (50.0%),3-5 (37.5%),3-2 (60.0%),2-3 (40.0%),1-2 (33.3%),1-2 (33.3%),11-5 (68.8%)
12,2009,9-7 (56.3%),7-8-1 (46.7%),6-4 (60.0%),3-6-1 (33.3%),4-4 (50.0%),2-5-1 (28.6%),4-3 (57.1%),2-4-1 (33.3%),0-1 (0.0%),0-1 (0.0%),5-10-1 (33.3%)
13,2008,8-8 (50.0%),9-7 (56.3%),5-2 (71.4%),3-4 (42.9%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),3-3 (50.0%),1-1 (50.0%),2-0 (100.0%),10-5-1 (66.7%)
14,2007,8-8 (50.0%),8-8 (50.0%),4-2 (66.7%),3-3 (50.0%),6-2 (75.0%),6-2 (75.0%),4-1 (80.0%),3-2 (60.0%),2-1 (66.7%),3-0 (100.0%),9-6-1 (60.0%)
15,2006,6-10 (37.5%),7-9 (43.8%),1-2 (33.3%),1-2 (33.3%),4-4 (50.0%),4-4 (50.0%),1-2 (33.3%),1-2 (33.3%),3-2 (60.0%),3-2 (60.0%),8-8 (50.0%)
16,2005,2-14 (12.5%),7-9 (43.8%),1-2 (33.3%),1-2 (33.3%),2-6 (25.0%),2-6 (25.0%),1-1 (50.0%),1-1 (50.0%),1-5 (16.7%),1-5 (16.7%),8-8 (50.0%)
17,2004,7-9 (43.8%),8-7-1 (53.3%),2-2 (50.0%),2-2 (50.0%),3-5 (37.5%),4-3-1 (57.1%),2-2 (50.0%),2-2 (50.0%),1-3 (25.0%),2-1-1 (66.7%),6-9-1 (40.0%)
18,2003,5-11 (31.3%),9-7 (56.3%),1-0 (100.0%),1-0 (100.0%),3-5 (37.5%),6-2 (75.0%),1-0 (100.0%),1-0 (100.0%),2-5 (28.6%),5-2 (71.4%),9-7 (56.3%)
19,2002,4-12 (25.0%),7-8-1 (46.7%),0-1 (0.0%),0-1 (0.0%),2-6 (25.0%),3-4-1 (42.9%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),3-3-1 (50.0%),7-9 (43.8%)
