,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
18,2003,6-10 (37.5%),6-8-2 (42.9%),4-1 (80.0%),2-2-1 (50.0%),4-4 (50.0%),4-4 (50.0%),2-1 (66.7%),1-2 (33.3%),2-3 (40.0%),3-2 (60.0%),7-9 (43.8%)
19,2002,9-7 (56.3%),9-6-1 (60.0%),5-3 (62.5%),5-3 (62.5%),5-3 (62.5%),5-3 (62.5%),3-2 (60.0%),3-2 (60.0%),2-1 (66.7%),2-1 (66.7%),8-8 (50.0%)
20,2001,10-6 (62.5%),8-8 (50.0%),5-3 (62.5%),3-5 (37.5%),3-5 (37.5%),2-6 (25.0%),2-3 (40.0%),1-4 (20.0%),1-2 (33.3%),1-2 (33.3%),5-10-1 (33.3%)
21,2000,9-7 (56.3%),7-7-2 (50.0%),5-3 (62.5%),2-4-2 (33.3%),5-3 (62.5%),2-4-2 (33.3%),5-3 (62.5%),2-4-2 (33.3%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
22,1999,8-8 (50.0%),8-7-1 (53.3%),2-2 (50.0%),1-3 (25.0%),4-4 (50.0%),3-5 (37.5%),2-1 (66.7%),1-2 (33.3%),2-3 (40.0%),2-3 (40.0%),8-8 (50.0%)
23,1998,12-4 (75.0%),12-4 (75.0%),7-3 (70.0%),6-4 (60.0%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),6-8-2 (42.9%)
24,1997,9-7 (56.3%),9-7 (56.3%),4-4 (50.0%),2-6 (25.0%),5-3 (62.5%),3-5 (37.5%),2-3 (40.0%),0-5 (0.0%),2-0 (100.0%),2-0 (100.0%),5-10-1 (33.3%)
25,1996,1-15 (6.3%),8-8 (50.0%),0-1 (0.0%),0-1 (0.0%),0-8 (0.0%),4-4 (50.0%),0-1 (0.0%),0-1 (0.0%),0-7 (0.0%),4-3 (57.1%),12-4 (75.0%)
26,1995,3-13 (18.8%),6-10 (37.5%),1-1 (50.0%),1-1 (50.0%),2-6 (25.0%),3-5 (37.5%),1-0 (100.0%),1-0 (100.0%),1-6 (14.3%),2-5 (28.6%),9-7 (56.3%)
27,1994,6-10 (37.5%),5-9-2 (35.7%),3-5 (37.5%),2-5-1 (28.6%),4-4 (50.0%),3-4-1 (42.9%),3-3 (50.0%),2-3-1 (40.0%),1-1 (50.0%),1-1 (50.0%),5-8-3 (38.5%)
28,1993,8-8 (50.0%),7-8-1 (46.7%),5-2 (71.4%),3-3-1 (50.0%),3-5 (37.5%),2-6 (25.0%),2-2 (50.0%),1-3 (25.0%),1-2 (33.3%),1-2 (33.3%),5-11 (31.3%)
29,1992,4-12 (25.0%),4-11-1 (26.7%),2-4 (33.3%),0-6 (0.0%),3-5 (37.5%),2-6 (25.0%),2-1 (66.7%),0-3 (0.0%),1-4 (20.0%),2-3 (40.0%),6-10 (37.5%)
30,1991,8-8 (50.0%),8-7-1 (53.3%),6-2 (75.0%),4-4 (50.0%),4-4 (50.0%),4-3-1 (57.1%),3-2 (60.0%),2-3 (40.0%),1-2 (33.3%),2-0-1 (100.0%),5-10-1 (33.3%)
31,1990,6-10 (37.5%),9-7 (56.3%),2-3 (40.0%),2-3 (40.0%),3-5 (37.5%),3-5 (37.5%),2-2 (50.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),8-8 (50.0%)
32,1989,4-12 (25.0%),4-12 (25.0%),1-4 (20.0%),1-4 (20.0%),1-7 (12.5%),1-7 (12.5%),1-4 (20.0%),1-4 (20.0%),0-3 (0.0%),0-3 (0.0%),8-7-1 (53.3%)
33,1988,8-7-1 (53.3%),8-8 (50.0%),3-2-1 (60.0%),2-4 (33.3%),5-2-1 (71.4%),4-4 (50.0%),2-2-1 (50.0%),1-4 (20.0%),3-0 (100.0%),3-0 (100.0%),9-6-1 (60.0%)
34,1987,6-9 (40.0%),8-7 (53.3%),2-3 (40.0%),2-3 (40.0%),4-4 (50.0%),4-4 (50.0%),1-3 (25.0%),1-3 (25.0%),3-1 (75.0%),3-1 (75.0%),6-6 (50.0%)
35,1986,10-6 (62.5%),6-10 (37.5%),6-4 (60.0%),2-8 (20.0%),5-3 (62.5%),2-6 (25.0%),3-3 (50.0%),0-6 (0.0%),2-0 (100.0%),2-0 (100.0%),8-8 (50.0%)
36,1985,11-5 (68.8%),8-7-1 (53.3%),8-2 (80.0%),5-4-1 (55.6%),7-1 (87.5%),4-3-1 (57.1%),6-0 (100.0%),3-2-1 (60.0%),1-1 (50.0%),1-1 (50.0%),6-10 (37.5%)
37,1984,7-9 (43.8%),6-9-1 (40.0%),4-3 (57.1%),2-4-1 (33.3%),3-5 (37.5%),2-6 (25.0%),2-2 (50.0%),1-3 (25.0%),1-3 (25.0%),1-3 (25.0%),9-6-1 (60.0%)
38,1983,7-9 (43.8%),6-10 (37.5%),4-8 (33.3%),3-9 (25.0%),2-6 (25.0%),1-7 (12.5%),2-6 (25.0%),1-7 (12.5%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
39,1982,6-3 (66.7%),5-4 (55.6%),5-2 (71.4%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),3-1 (75.0%),2-2 (50.0%),0-0 (0.0%),0-0 (0.0%),6-3 (66.7%)
40,1981,10-5-1 (66.7%),9-7 (56.3%),5-3 (62.5%),3-5 (37.5%),6-2 (75.0%),5-3 (62.5%),3-2 (60.0%),2-3 (40.0%),3-0 (100.0%),3-0 (100.0%),8-8 (50.0%)
41,1980,4-12 (25.0%),5-11 (31.3%),1-4 (20.0%),1-4 (20.0%),2-6 (25.0%),2-6 (25.0%),1-4 (20.0%),1-4 (20.0%),1-2 (33.3%),1-2 (33.3%),9-7 (56.3%)
42,1979,8-8 (50.0%),9-7 (56.3%),4-3 (57.1%),4-3 (57.1%),6-2 (75.0%),6-2 (75.0%),3-2 (60.0%),3-2 (60.0%),3-0 (100.0%),3-0 (100.0%),10-6 (62.5%)
43,1978,8-8 (50.0%),9-7 (56.3%),3-1 (75.0%),2-2 (50.0%),4-4 (50.0%),6-2 (75.0%),2-1 (66.7%),2-1 (66.7%),2-3 (40.0%),4-1 (80.0%),0-0 (0.0%)
44,1977,3-11 (21.4%),8-5-1 (61.5%),0-2 (0.0%),0-2 (0.0%),1-6 (14.3%),4-2-1 (66.7%),0-2 (0.0%),0-2 (0.0%),1-4 (20.0%),4-0-1 (100.0%),0-0 (0.0%)
45,1976,3-11 (21.4%),6-8 (42.9%),1-0 (100.0%),1-0 (100.0%),2-5 (28.6%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),1-5 (16.7%),1-5 (16.7%),0-0 (0.0%)
46,1975,3-11 (21.4%),5-9 (35.7%),1-2 (33.3%),1-2 (33.3%),1-6 (14.3%),3-4 (42.9%),1-1 (50.0%),1-1 (50.0%),0-4 (0.0%),2-2 (50.0%),0-0 (0.0%)
47,1974,7-7 (50.0%),9-5 (64.3%),3-2 (60.0%),2-3 (40.0%),3-4 (42.9%),4-3 (57.1%),1-2 (33.3%),1-2 (33.3%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
48,1973,4-10 (28.6%),5-9 (35.7%),3-3 (50.0%),2-4 (33.3%),2-4 (33.3%),2-4 (33.3%),2-1 (66.7%),1-2 (33.3%),0-3 (0.0%),1-2 (33.3%),0-0 (0.0%)
49,1972,7-7 (50.0%),6-8 (42.9%),7-1 (87.5%),5-3 (62.5%),4-3 (57.1%),2-5 (28.6%),4-0 (100.0%),2-2 (50.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
50,1971,6-8 (42.9%),7-7 (50.0%),4-2 (66.7%),4-2 (66.7%),4-3 (57.1%),5-2 (71.4%),3-1 (75.0%),3-1 (75.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
51,1970,4-10 (28.6%),5-9 (35.7%),2-3 (40.0%),1-4 (20.0%),2-5 (28.6%),3-4 (42.9%),1-2 (33.3%),1-2 (33.3%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
52,1969,10-4 (71.4%),6-8 (42.9%),10-2 (83.3%),6-6 (50.0%),5-2 (71.4%),2-5 (28.6%),5-0 (100.0%),2-3 (40.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
53,1968,11-3 (78.6%),9-5 (64.3%),9-2 (81.8%),7-4 (63.6%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
54,1967,8-5-1 (61.5%),7-6 (53.8%),6-1-1 (85.7%),5-3 (62.5%),4-2-1 (66.7%),3-4 (42.9%),3-1-1 (75.0%),2-3 (40.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
55,1966,6-6-2 (50.0%),5-9 (35.7%),3-3-1 (50.0%),1-6 (14.3%),4-3 (57.1%),4-3 (57.1%),1-2 (33.3%),1-2 (33.3%),3-1 (75.0%),3-1 (75.0%),0-0 (0.0%)
56,1965,5-8-1 (38.5%),7-7 (50.0%),3-1 (75.0%),3-1 (75.0%),3-3-1 (50.0%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),1-1-1 (50.0%),2-1 (66.7%),0-0 (0.0%)
57,1964,5-8-1 (38.5%),5-6-1 (45.5%),3-1 (75.0%),2-2 (50.0%),5-1-1 (83.3%),5-2 (71.4%),3-0 (100.0%),2-1 (66.7%),2-1-1 (66.7%),3-1 (75.0%),0-0 (0.0%)
58,1963,5-8-1 (38.5%),7-7 (50.0%),0-0-1 (0.0%),0-1 (0.0%),4-2-1 (66.7%),4-3 (57.1%),0-0-1 (0.0%),0-1 (0.0%),4-2 (66.7%),4-2 (66.7%),0-0 (0.0%)
59,1962,5-9 (35.7%),6-7 (46.2%),1-1 (50.0%),1-1 (50.0%),2-5 (28.6%),2-5 (28.6%),1-1 (50.0%),1-1 (50.0%),1-4 (20.0%),1-4 (20.0%),0-0 (0.0%)
60,1961,7-7 (50.0%),7-7 (50.0%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),4-0 (100.0%),4-0 (100.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
61,1960,7-7 (50.0%),6-5-2 (54.5%),4-4 (50.0%),2-5-1 (28.6%),3-4 (42.9%),2-5 (28.6%),2-4 (33.3%),1-5 (16.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
