,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
19,2002,9-7 (56.3%),11-5 (68.8%),3-3 (50.0%),3-3 (50.0%),3-5 (37.5%),4-4 (50.0%),2-3 (40.0%),2-3 (40.0%),1-2 (33.3%),2-1 (66.7%),7-9 (43.8%)
20,2001,7-9 (43.8%),8-7-1 (53.3%),1-2 (33.3%),1-2 (33.3%),4-4 (50.0%),5-2-1 (71.4%),1-2 (33.3%),1-2 (33.3%),3-2 (60.0%),4-0-1 (100.0%),11-4-1 (73.3%)
21,2000,3-13 (18.8%),5-11 (31.3%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),3-5 (37.5%),7-9 (43.8%)
22,1999,2-14 (12.5%),7-8-1 (46.7%),0-0 (0.0%),0-0 (0.0%),0-8 (0.0%),3-4-1 (42.9%),0-0 (0.0%),0-0 (0.0%),0-8 (0.0%),3-4-1 (42.9%),7-9 (43.8%)
23,1995,5-11 (31.3%),5-10-1 (33.3%),4-5 (44.4%),3-6 (33.3%),3-5 (37.5%),4-4 (50.0%),2-3 (40.0%),2-3 (40.0%),1-2 (33.3%),2-1 (66.7%),9-7 (56.3%)
24,1994,11-5 (68.8%),11-5 (68.8%),9-2 (81.8%),9-2 (81.8%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),4-11-1 (26.7%)
25,1993,7-9 (43.8%),9-7 (56.3%),3-3 (50.0%),3-3 (50.0%),4-4 (50.0%),4-4 (50.0%),1-2 (33.3%),1-2 (33.3%),3-2 (60.0%),3-2 (60.0%),8-6-2 (57.1%)
26,1992,7-9 (43.8%),7-9 (43.8%),4-4 (50.0%),3-5 (37.5%),4-4 (50.0%),4-4 (50.0%),3-1 (75.0%),3-1 (75.0%),1-3 (25.0%),1-3 (25.0%),8-8 (50.0%)
27,1991,6-10 (37.5%),8-6-2 (57.1%),3-1 (75.0%),3-1 (75.0%),3-5 (37.5%),3-3-2 (50.0%),1-0 (100.0%),1-0 (100.0%),2-4 (33.3%),2-2-2 (50.0%),6-10 (37.5%)
28,1990,3-13 (18.8%),5-10-1 (33.3%),1-3 (25.0%),1-3 (25.0%),2-6 (25.0%),2-6 (25.0%),1-2 (33.3%),1-2 (33.3%),0-4 (0.0%),0-4 (0.0%),10-5-1 (66.7%)
29,1989,9-6-1 (60.0%),8-8 (50.0%),7-5-1 (58.3%),6-7 (46.2%),5-2-1 (71.4%),4-4 (50.0%),4-2-1 (66.7%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
30,1988,10-6 (62.5%),8-8 (50.0%),7-4 (63.6%),5-6 (45.5%),6-2 (75.0%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),5-10-1 (33.3%)
31,1987,10-5 (66.7%),9-6 (60.0%),8-3 (72.7%),7-4 (63.6%),5-2 (71.4%),4-3 (57.1%),5-2 (71.4%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),7-4-1 (63.6%)
32,1986,12-4 (75.0%),9-6-1 (60.0%),9-2 (81.8%),5-5-1 (50.0%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
33,1985,8-8 (50.0%),9-7 (56.3%),5-1 (83.3%),4-2 (66.7%),5-3 (62.5%),5-3 (62.5%),4-1 (80.0%),3-2 (60.0%),1-2 (33.3%),2-1 (66.7%),7-9 (43.8%)
34,1984,5-11 (31.3%),9-7 (56.3%),2-2 (50.0%),2-2 (50.0%),2-6 (25.0%),3-5 (37.5%),1-2 (33.3%),1-2 (33.3%),1-2 (33.3%),2-1 (66.7%),6-10 (37.5%)
35,1983,9-7 (56.3%),8-8 (50.0%),5-4 (55.6%),4-5 (44.4%),6-2 (75.0%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),10-6 (62.5%)
36,1982,4-5 (44.4%),3-6 (33.3%),3-1 (75.0%),2-2 (50.0%),2-2 (50.0%),1-3 (25.0%),1-1 (50.0%),0-2 (0.0%),1-1 (50.0%),1-1 (50.0%),3-6 (33.3%)
37,1981,5-11 (31.3%),6-10 (37.5%),2-3 (40.0%),1-4 (20.0%),3-5 (37.5%),3-5 (37.5%),2-3 (40.0%),1-4 (20.0%),1-2 (33.3%),2-1 (66.7%),7-9 (43.8%)
38,1980,11-5 (68.8%),9-6-1 (60.0%),6-2 (75.0%),3-4-1 (42.9%),6-2 (75.0%),4-4 (50.0%),5-1 (83.3%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
39,1979,9-7 (56.3%),8-8 (50.0%),3-2 (60.0%),1-4 (20.0%),5-3 (62.5%),3-5 (37.5%),3-2 (60.0%),1-4 (20.0%),1-1 (50.0%),1-1 (50.0%),10-6 (62.5%)
40,1978,8-8 (50.0%),7-8-1 (46.7%),4-2 (66.7%),3-3 (50.0%),5-3 (62.5%),4-4 (50.0%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
41,1977,6-8 (42.9%),8-6 (57.1%),3-1 (75.0%),3-1 (75.0%),2-5 (28.6%),2-5 (28.6%),1-1 (50.0%),1-1 (50.0%),1-4 (20.0%),1-4 (20.0%),0-0 (0.0%)
42,1976,9-5 (64.3%),7-7 (50.0%),7-1 (87.5%),5-3 (62.5%),6-1 (85.7%),5-2 (71.4%),5-0 (100.0%),4-1 (80.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
43,1975,3-11 (21.4%),6-8 (42.9%),2-0 (100.0%),1-1 (50.0%),3-4 (42.9%),2-5 (28.6%),2-0 (100.0%),1-1 (50.0%),1-4 (20.0%),1-4 (20.0%),0-0 (0.0%)
44,1974,4-10 (28.6%),6-7-1 (46.2%),1-1 (50.0%),1-1 (50.0%),3-4 (42.9%),3-3-1 (50.0%),1-0 (100.0%),1-0 (100.0%),2-4 (33.3%),2-3-1 (40.0%),0-0 (0.0%)
45,1973,7-5-2 (58.3%),9-5 (64.3%),3-1-1 (75.0%),3-2 (60.0%),5-1-1 (83.3%),6-1 (85.7%),2-0-1 (100.0%),2-1 (66.7%),3-1 (75.0%),4-0 (100.0%),0-0 (0.0%)
46,1972,10-4 (71.4%),10-4 (71.4%),5-1 (83.3%),5-1 (83.3%),4-3 (57.1%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
47,1971,9-5 (64.3%),9-5 (64.3%),6-2 (75.0%),5-3 (62.5%),4-3 (57.1%),4-3 (57.1%),4-2 (66.7%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
48,1970,7-7 (50.0%),7-7 (50.0%),6-4 (60.0%),5-5 (50.0%),4-3 (57.1%),3-4 (42.9%),4-1 (80.0%),3-2 (60.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
49,1969,10-3-1 (76.9%),5-9 (35.7%),9-2-1 (81.8%),4-8 (33.3%),5-1-1 (83.3%),2-5 (28.6%),4-1-1 (80.0%),1-5 (16.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
50,1968,10-4 (71.4%),8-6 (57.1%),8-2 (80.0%),6-4 (60.0%),5-2 (71.4%),4-3 (57.1%),5-1 (83.3%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
51,1967,9-5 (64.3%),7-7 (50.0%),9-3 (75.0%),7-5 (58.3%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
52,1966,9-5 (64.3%),8-5-1 (61.5%),8-3 (72.7%),6-4-1 (60.0%),5-2 (71.4%),4-2-1 (66.7%),4-1 (80.0%),2-2-1 (50.0%),1-1 (50.0%),2-0 (100.0%),0-0 (0.0%)
53,1965,11-3 (78.6%),6-7-1 (46.2%),11-3 (78.6%),6-7-1 (46.2%),5-2 (71.4%),1-5-1 (16.7%),5-2 (71.4%),1-5-1 (16.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
54,1964,10-3-1 (76.9%),8-6 (57.1%),10-2-1 (83.3%),8-5 (61.5%),5-1-1 (83.3%),5-2 (71.4%),5-1-1 (83.3%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
55,1963,10-4 (71.4%),8-6 (57.1%),8-4 (66.7%),6-6 (50.0%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
56,1962,7-6-1 (53.8%),7-7 (50.0%),7-5-1 (58.3%),6-7 (46.2%),4-2-1 (66.7%),3-4 (42.9%),4-2-1 (66.7%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
57,1961,8-5-1 (61.5%),7-7 (50.0%),8-3 (72.7%),6-5 (54.5%),4-3 (57.1%),3-4 (42.9%),4-2 (66.7%),3-3 (50.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
58,1960,8-3-1 (72.7%),6-6 (50.0%),7-3-1 (70.0%),5-6 (45.5%),4-2 (66.7%),2-4 (33.3%),4-2 (66.7%),2-4 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
59,1959,7-5 (58.3%),7-5 (58.3%),4-4 (50.0%),4-4 (50.0%),3-3 (50.0%),3-3 (50.0%),3-3 (50.0%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
60,1958,9-4 (69.2%),6-6-1 (50.0%),8-3 (72.7%),5-5-1 (50.0%),4-2 (66.7%),2-4 (33.3%),4-2 (66.7%),2-4 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
61,1957,9-2-1 (81.8%),8-4 (66.7%),7-1-1 (87.5%),6-3 (66.7%),6-0 (100.0%),5-1 (83.3%),5-0 (100.0%),4-1 (80.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
62,1956,5-7 (41.7%),3-8-1 (27.3%),2-5 (28.6%),0-7 (0.0%),1-5 (16.7%),0-5-1 (0.0%),1-3 (25.0%),0-4 (0.0%),0-1 (0.0%),0-0-1 (0.0%),0-0 (0.0%)
63,1955,9-2-1 (81.8%),6-6 (50.0%),8-2-1 (80.0%),5-6 (45.5%),5-1 (83.3%),3-3 (50.0%),5-1 (83.3%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
64,1954,9-3 (75.0%),7-4-1 (63.6%),9-2 (81.8%),7-3-1 (70.0%),5-1 (83.3%),4-2 (66.7%),5-1 (83.3%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
65,1953,11-1 (91.7%),6-5 (54.5%),10-1 (90.9%),6-5 (54.5%),6-0 (100.0%),3-2 (60.0%),5-0 (100.0%),3-2 (60.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
66,1952,8-4 (66.7%),5-7 (41.7%),7-4 (63.6%),4-7 (36.4%),4-2 (66.7%),2-4 (33.3%),3-2 (60.0%),1-4 (20.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
