,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
0,2021,9-8 (52.9%),10-7 (58.8%),5-3 (62.5%),4-4 (50.0%),4-5 (44.4%),4-5 (44.4%),4-2 (66.7%),3-3 (50.0%),0-3 (0.0%),1-2 (33.3%),8-9 (47.1%)
1,2020,11-5 (68.8%),8-8 (50.0%),11-4 (73.3%),8-7 (53.3%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
2,2019,7-9 (43.8%),7-7-2 (50.0%),5-3 (62.5%),4-4 (50.0%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
3,2018,10-6 (62.5%),8-7-1 (53.3%),8-1 (88.9%),5-3-1 (62.5%),6-2 (75.0%),3-4-1 (42.9%),6-0 (100.0%),3-2-1 (60.0%),0-2 (0.0%),0-2 (0.0%),8-8 (50.0%)
4,2017,4-12 (25.0%),8-8 (50.0%),2-0 (100.0%),2-0 (100.0%),3-5 (37.5%),5-3 (62.5%),2-0 (100.0%),2-0 (100.0%),1-5 (16.7%),3-3 (50.0%),6-10 (37.5%)
5,2016,8-8 (50.0%),7-8-1 (46.7%),4-3 (57.1%),3-4 (42.9%),4-4 (50.0%),3-5 (37.5%),4-2 (66.7%),3-3 (50.0%),0-2 (0.0%),0-2 (0.0%),9-7 (56.3%)
6,2015,8-8 (50.0%),8-8 (50.0%),4-4 (50.0%),2-6 (25.0%),4-4 (50.0%),4-4 (50.0%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),2-0 (100.0%),8-8 (50.0%)
7,2014,11-5 (68.8%),11-5 (68.8%),11-3 (78.6%),10-4 (71.4%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),8-7-1 (53.3%)
8,2013,11-5 (68.8%),9-6-1 (60.0%),7-2 (77.8%),5-3-1 (62.5%),6-2 (75.0%),5-3 (62.5%),4-2 (66.7%),3-3 (50.0%),2-0 (100.0%),2-0 (100.0%),8-8 (50.0%)
9,2012,11-5 (68.8%),10-5-1 (66.7%),5-1 (83.3%),4-1-1 (80.0%),7-1 (87.5%),6-1-1 (85.7%),3-1 (75.0%),2-1-1 (66.7%),4-0 (100.0%),4-0 (100.0%),5-10-1 (33.3%)
10,2011,2-14 (12.5%),6-10 (37.5%),0-1 (0.0%),0-1 (0.0%),2-6 (25.0%),3-5 (37.5%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),3-4 (42.9%),7-9 (43.8%)
11,2010,10-6 (62.5%),8-7-1 (53.3%),10-4 (71.4%),6-7-1 (46.2%),6-2 (75.0%),4-4 (50.0%),6-2 (75.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
12,2009,14-2 (87.5%),10-6 (62.5%),13-1 (92.9%),9-5 (64.3%),7-1 (87.5%),3-5 (37.5%),7-1 (87.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
13,2008,12-4 (75.0%),7-8-1 (46.7%),9-3 (75.0%),4-7-1 (36.4%),6-2 (75.0%),3-5 (37.5%),5-2 (71.4%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
14,2007,13-3 (81.3%),9-7 (56.3%),13-1 (92.9%),8-6 (57.1%),6-2 (75.0%),5-3 (62.5%),6-0 (100.0%),4-2 (66.7%),0-2 (0.0%),1-1 (50.0%),7-9 (43.8%)
15,2006,12-4 (75.0%),8-8 (50.0%),10-4 (71.4%),6-8 (42.9%),8-0 (100.0%),5-3 (62.5%),8-0 (100.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
16,2005,14-2 (87.5%),10-6 (62.5%),14-1 (93.3%),10-5 (66.7%),7-1 (87.5%),3-5 (37.5%),7-1 (87.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
17,2004,12-4 (75.0%),9-6-1 (60.0%),12-2 (85.7%),9-5 (64.3%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),11-5 (68.8%)
18,2003,12-4 (75.0%),9-6-1 (60.0%),9-4 (69.2%),6-6-1 (50.0%),5-3 (62.5%),4-4 (50.0%),5-3 (62.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
19,2002,10-6 (62.5%),6-10 (37.5%),8-3 (72.7%),4-7 (36.4%),5-3 (62.5%),2-6 (25.0%),5-2 (71.4%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),7-7-2 (50.0%)
20,2001,6-10 (37.5%),6-10 (37.5%),6-6 (50.0%),6-6 (50.0%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),13-3 (81.3%)
21,2000,10-6 (62.5%),9-7 (56.3%),8-5 (61.5%),7-6 (53.8%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),8-7-1 (53.3%)
22,1999,13-3 (81.3%),10-5-1 (66.7%),11-1 (91.7%),7-4-1 (63.6%),7-1 (87.5%),4-3-1 (57.1%),6-0 (100.0%),3-2-1 (60.0%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
23,1998,3-13 (18.8%),7-9 (43.8%),2-1 (66.7%),2-1 (66.7%),3-5 (37.5%),4-4 (50.0%),2-1 (66.7%),2-1 (66.7%),1-3 (25.0%),2-2 (50.0%),10-5-1 (66.7%)
24,1997,3-13 (18.8%),7-8-1 (46.7%),0-1 (0.0%),0-1 (0.0%),2-6 (25.0%),3-5 (37.5%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),3-4 (42.9%),7-8-1 (46.7%)
25,1996,9-7 (56.3%),7-9 (43.8%),5-3 (62.5%),2-6 (25.0%),6-2 (75.0%),3-5 (37.5%),4-2 (66.7%),1-5 (16.7%),2-0 (100.0%),2-0 (100.0%),9-7 (56.3%)
26,1995,9-7 (56.3%),6-9-1 (40.0%),5-4 (55.6%),2-6-1 (25.0%),5-3 (62.5%),2-5-1 (28.6%),3-3 (50.0%),0-5-1 (0.0%),2-0 (100.0%),2-0 (100.0%),7-9 (43.8%)
27,1994,8-8 (50.0%),8-8 (50.0%),2-2 (50.0%),1-3 (25.0%),5-3 (62.5%),4-4 (50.0%),1-2 (33.3%),0-3 (0.0%),4-1 (80.0%),4-1 (80.0%),8-8 (50.0%)
28,1993,4-12 (25.0%),5-11 (31.3%),2-0 (100.0%),1-1 (50.0%),2-6 (25.0%),2-6 (25.0%),1-0 (100.0%),0-1 (0.0%),1-6 (14.3%),2-5 (28.6%),7-8-1 (46.7%)
29,1992,9-7 (56.3%),9-7 (56.3%),2-3 (40.0%),2-3 (40.0%),4-4 (50.0%),4-4 (50.0%),1-3 (25.0%),1-3 (25.0%),3-1 (75.0%),3-1 (75.0%),6-10 (37.5%)
30,1991,1-15 (6.3%),5-11 (31.3%),0-1 (0.0%),0-1 (0.0%),0-8 (0.0%),2-6 (25.0%),0-1 (0.0%),0-1 (0.0%),0-7 (0.0%),2-5 (28.6%),5-11 (31.3%)
31,1990,7-9 (43.8%),8-8 (50.0%),0-2 (0.0%),0-2 (0.0%),3-5 (37.5%),3-5 (37.5%),0-2 (0.0%),0-2 (0.0%),3-3 (50.0%),3-3 (50.0%),5-10-1 (33.3%)
32,1989,8-8 (50.0%),6-10 (37.5%),3-1 (75.0%),1-3 (25.0%),6-2 (75.0%),4-4 (50.0%),3-1 (75.0%),1-3 (25.0%),2-1 (66.7%),2-1 (66.7%),8-8 (50.0%)
33,1988,9-7 (56.3%),6-10 (37.5%),7-2 (77.8%),4-5 (44.4%),6-2 (75.0%),3-5 (37.5%),5-1 (83.3%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
