,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
34,1987,9-6 (60.0%),9-6 (60.0%),4-1 (80.0%),3-2 (60.0%),4-4 (50.0%),4-4 (50.0%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),2-1 (66.7%),3-8-1 (27.3%)
35,1986,3-13 (18.8%),7-9 (43.8%),0-0 (0.0%),0-0 (0.0%),1-7 (12.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),1-7 (12.5%),4-4 (50.0%),6-9-1 (40.0%)
36,1985,5-11 (31.3%),8-6-2 (57.1%),2-0 (100.0%),2-0 (100.0%),4-4 (50.0%),5-2-1 (71.4%),2-0 (100.0%),2-0 (100.0%),2-4 (33.3%),3-2-1 (60.0%),10-6 (62.5%)
37,1984,4-12 (25.0%),7-9 (43.8%),1-0 (100.0%),1-0 (100.0%),2-6 (25.0%),3-5 (37.5%),1-0 (100.0%),1-0 (100.0%),1-6 (14.3%),2-5 (28.6%),8-8 (50.0%)
38,1983,7-9 (43.8%),8-7-1 (53.3%),1-0 (100.0%),1-0 (100.0%),3-5 (37.5%),3-5 (37.5%),1-0 (100.0%),1-0 (100.0%),1-5 (16.7%),1-5 (16.7%),8-8 (50.0%)
39,1982,0-8-1 (0.0%),4-5 (44.4%),0-0 (0.0%),0-0 (0.0%),0-3-1 (0.0%),2-2 (50.0%),0-0 (0.0%),0-0 (0.0%),0-3-1 (0.0%),2-2 (50.0%),3-6 (33.3%)
40,1981,2-14 (12.5%),3-12-1 (20.0%),0-1 (0.0%),0-1 (0.0%),1-7 (12.5%),1-6-1 (14.3%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),1-5-1 (16.7%),11-5 (68.8%)
41,1980,7-9 (43.8%),8-8 (50.0%),2-6 (25.0%),1-7 (12.5%),2-6 (25.0%),3-5 (37.5%),1-5 (16.7%),1-5 (16.7%),1-1 (50.0%),2-0 (100.0%),10-6 (62.5%)
42,1979,5-11 (31.3%),7-8-1 (46.7%),1-1 (50.0%),1-1 (50.0%),3-5 (37.5%),3-4-1 (42.9%),1-1 (50.0%),1-1 (50.0%),2-2 (50.0%),2-1-1 (66.7%),9-7 (56.3%)
43,1978,5-11 (31.3%),6-10 (37.5%),0-3 (0.0%),0-3 (0.0%),2-6 (25.0%),3-5 (37.5%),0-3 (0.0%),0-3 (0.0%),2-3 (40.0%),3-2 (60.0%),2-0 (100.0%)
44,1977,10-4 (71.4%),6-8 (42.9%),10-2 (83.3%),6-6 (50.0%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-1 (0.0%)
45,1976,11-3 (78.6%),9-4-1 (69.2%),11-2 (84.6%),8-4-1 (66.7%),6-1 (85.7%),4-2-1 (66.7%),6-1 (85.7%),4-2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
46,1975,10-4 (71.4%),10-4 (71.4%),6-0 (100.0%),4-2 (66.7%),5-2 (71.4%),4-3 (57.1%),5-0 (100.0%),3-2 (60.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
47,1974,2-12 (14.3%),8-6 (57.1%),0-0 (0.0%),0-0 (0.0%),0-7 (0.0%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-7 (0.0%),4-3 (57.1%),0-0 (0.0%)
48,1973,4-10 (28.6%),5-9 (35.7%),2-1 (66.7%),1-2 (33.3%),3-4 (42.9%),2-5 (28.6%),2-1 (66.7%),1-2 (33.3%),1-3 (25.0%),1-3 (25.0%),0-0 (0.0%)
49,1972,5-9 (35.7%),6-7-1 (46.2%),4-2 (66.7%),3-2-1 (60.0%),2-5 (28.6%),2-5 (28.6%),2-2 (50.0%),2-2 (50.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
50,1971,10-4 (71.4%),9-4-1 (69.2%),9-2 (81.8%),8-3 (72.7%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,11-2-1 (84.6%),6-8 (42.9%),11-1-1 (91.7%),6-7 (46.2%),5-1-1 (83.3%),4-3 (57.1%),5-0-1 (100.0%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
52,1969,8-5-1 (61.5%),4-10 (28.6%),7-4-1 (63.6%),3-9 (25.0%),4-2-1 (66.7%),2-5 (28.6%),4-2-1 (66.7%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
53,1968,13-1 (92.9%),12-2 (85.7%),12-1 (92.3%),11-2 (84.6%),6-1 (85.7%),6-1 (85.7%),5-1 (83.3%),5-1 (83.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
54,1967,11-1-2 (91.7%),7-6-1 (53.8%),11-0-2 (100.0%),7-5-1 (58.3%),6-0-1 (100.0%),3-3-1 (50.0%),6-0-1 (100.0%),3-3-1 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
55,1966,10-5 (66.7%),6-9 (40.0%),9-3 (75.0%),5-7 (41.7%),5-2 (71.4%),3-4 (42.9%),5-1 (83.3%),3-3 (50.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
56,1965,10-4-1 (71.4%),8-7 (53.3%),9-1-1 (90.0%),5-6 (45.5%),5-2 (71.4%),2-5 (28.6%),5-1 (83.3%),2-4 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
57,1964,12-2 (85.7%),11-3 (78.6%),11-2 (84.6%),10-3 (76.9%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
58,1963,8-6 (57.1%),7-6-1 (53.8%),7-1 (87.5%),4-3-1 (57.1%),4-3 (57.1%),2-5 (28.6%),4-0 (100.0%),2-2 (50.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
59,1962,7-7 (50.0%),8-5-1 (61.5%),5-2 (71.4%),4-3 (57.1%),3-4 (42.9%),2-4-1 (33.3%),3-2 (60.0%),2-3 (40.0%),0-2 (0.0%),0-1-1 (0.0%),0-0 (0.0%)
60,1961,8-6 (57.1%),5-9 (35.7%),5-4 (55.6%),2-7 (22.2%),5-2 (71.4%),2-5 (28.6%),4-2 (66.7%),1-5 (16.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
61,1960,6-6 (50.0%),4-8 (33.3%),6-6 (50.0%),4-8 (33.3%),4-2 (66.7%),3-3 (50.0%),4-2 (66.7%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
62,1959,9-3 (75.0%),7-4-1 (63.6%),9-3 (75.0%),7-4-1 (63.6%),4-2 (66.7%),4-2 (66.7%),4-2 (66.7%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
63,1958,9-3 (75.0%),8-4 (66.7%),7-3 (70.0%),6-4 (60.0%),6-0 (100.0%),5-1 (83.3%),5-0 (100.0%),4-1 (80.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
64,1957,7-5 (58.3%),6-6 (50.0%),5-3 (62.5%),4-4 (50.0%),4-2 (66.7%),3-3 (50.0%),3-2 (60.0%),2-3 (40.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
65,1956,5-7 (41.7%),4-8 (33.3%),1-4 (20.0%),0-5 (0.0%),4-2 (66.7%),3-3 (50.0%),1-2 (33.3%),0-3 (0.0%),3-0 (100.0%),3-0 (100.0%),0-0 (0.0%)
66,1955,5-6-1 (45.5%),6-5-1 (54.5%),2-2 (50.0%),1-2-1 (33.3%),4-1-1 (80.0%),4-1-1 (80.0%),2-1 (66.7%),1-1-1 (50.0%),2-0-1 (100.0%),3-0 (100.0%),0-0 (0.0%)
67,1954,3-9 (25.0%),6-6 (50.0%),0-1 (0.0%),0-1 (0.0%),2-4 (33.3%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),2-4 (33.3%),3-3 (50.0%),0-0 (0.0%)
68,1953,3-9 (25.0%),6-6 (50.0%),0-2 (0.0%),0-2 (0.0%),2-4 (33.3%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),2-3 (40.0%),4-1 (80.0%),0-0 (0.0%)
