,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
27,1994,4-12 (25.0%),7-8-1 (46.7%),0-2 (0.0%),0-2 (0.0%),3-5 (37.5%),3-4-1 (42.9%),0-2 (0.0%),0-2 (0.0%),3-3 (50.0%),3-2-1 (60.0%),10-6 (62.5%)
28,1993,5-11 (31.3%),5-11 (31.3%),1-2 (33.3%),1-2 (33.3%),3-5 (37.5%),3-5 (37.5%),1-1 (50.0%),1-1 (50.0%),2-4 (33.3%),2-4 (33.3%),9-7 (56.3%)
29,1992,6-10 (37.5%),9-7 (56.3%),2-1 (66.7%),2-1 (66.7%),4-4 (50.0%),4-4 (50.0%),2-1 (66.7%),2-1 (66.7%),1-3 (25.0%),1-3 (25.0%),10-6 (62.5%)
30,1991,3-13 (18.8%),4-12 (25.0%),2-1 (66.7%),1-2 (33.3%),2-6 (25.0%),1-7 (12.5%),2-1 (66.7%),1-2 (33.3%),0-5 (0.0%),0-5 (0.0%),7-9 (43.8%)
31,1990,5-11 (31.3%),5-10-1 (33.3%),4-6 (40.0%),3-6-1 (33.3%),2-6 (25.0%),1-6-1 (14.3%),2-4 (33.3%),1-4-1 (20.0%),0-2 (0.0%),0-2 (0.0%),10-6 (62.5%)
32,1989,11-5 (68.8%),9-7 (56.3%),9-2 (81.8%),6-5 (54.5%),6-2 (75.0%),5-3 (62.5%),6-1 (85.7%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),12-4 (75.0%)
33,1988,10-6 (62.5%),9-7 (56.3%),7-4 (63.6%),6-5 (54.5%),4-4 (50.0%),3-5 (37.5%),4-3 (57.1%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),7-8-1 (46.7%)
34,1987,6-9 (40.0%),6-9 (40.0%),3-4 (42.9%),3-4 (42.9%),3-4 (42.9%),3-4 (42.9%),2-2 (50.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),7-5 (58.3%)
35,1986,10-6 (62.5%),9-7 (56.3%),7-3 (70.0%),5-5 (50.0%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),3-3 (50.0%),1-1 (50.0%),2-0 (100.0%),6-8-2 (42.9%)
36,1985,11-5 (68.8%),9-7 (56.3%),7-2 (77.8%),5-4 (55.6%),6-2 (75.0%),5-3 (62.5%),5-0 (100.0%),4-1 (80.0%),0-2 (0.0%),0-2 (0.0%),9-7 (56.3%)
37,1984,10-6 (62.5%),8-8 (50.0%),6-2 (75.0%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),5-2 (71.4%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),5-10-1 (33.3%)
38,1983,9-7 (56.3%),9-5-2 (64.3%),5-2 (71.4%),4-2-1 (66.7%),5-3 (62.5%),4-3-1 (57.1%),5-1 (83.3%),4-1-1 (80.0%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
39,1982,2-7 (22.2%),3-6 (33.3%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-4 (20.0%),1-3 (25.0%),1-3 (25.0%),0-1 (0.0%),0-1 (0.0%),6-3 (66.7%)
40,1981,6-10 (37.5%),7-9 (43.8%),4-4 (50.0%),4-4 (50.0%),4-4 (50.0%),4-4 (50.0%),3-3 (50.0%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),6-9-1 (40.0%)
41,1980,11-5 (68.8%),10-4-2 (71.4%),9-3 (75.0%),7-3-2 (70.0%),6-2 (75.0%),4-2-2 (66.7%),5-2 (71.4%),3-2-2 (60.0%),1-0 (100.0%),1-0 (100.0%),7-9 (43.8%)
42,1979,9-7 (56.3%),5-10-1 (33.3%),7-4 (63.6%),3-7-1 (30.0%),4-4 (50.0%),1-7 (12.5%),4-3 (57.1%),1-6 (14.3%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
43,1978,12-4 (75.0%),5-9-2 (35.7%),11-4 (73.3%),4-9-2 (30.8%),6-2 (75.0%),3-3-2 (50.0%),5-2 (71.4%),2-3-2 (40.0%),1-0 (100.0%),1-0 (100.0%),1-1 (50.0%)
44,1977,10-4 (71.4%),9-5 (64.3%),9-4 (69.2%),8-5 (61.5%),7-0 (100.0%),6-1 (85.7%),6-0 (100.0%),5-1 (83.3%),1-0 (100.0%),1-0 (100.0%),2-0 (100.0%)
45,1976,10-3-1 (76.9%),9-5 (64.3%),10-2 (83.3%),8-4 (66.7%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
46,1975,12-2 (85.7%),9-5 (64.3%),10-2 (83.3%),7-5 (58.3%),6-1 (85.7%),5-2 (71.4%),5-1 (83.3%),4-2 (66.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
47,1974,10-4 (71.4%),5-9 (35.7%),10-4 (71.4%),5-9 (35.7%),6-1 (85.7%),4-3 (57.1%),6-1 (85.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
48,1973,12-2 (85.7%),11-3 (78.6%),9-1 (90.0%),7-3 (70.0%),7-0 (100.0%),7-0 (100.0%),6-0 (100.0%),6-0 (100.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
49,1972,6-7-1 (46.2%),5-8-1 (38.5%),4-5-1 (44.4%),3-7 (30.0%),4-3 (57.1%),3-3-1 (50.0%),3-2 (60.0%),2-3 (40.0%),1-1 (50.0%),1-0-1 (100.0%),0-0 (0.0%)
50,1971,8-5-1 (61.5%),8-6 (57.1%),6-3-1 (66.7%),6-4 (60.0%),4-2-1 (66.7%),4-3 (57.1%),4-2-1 (66.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,9-4-1 (69.2%),9-5 (64.3%),7-3-1 (70.0%),7-4 (63.6%),3-3-1 (50.0%),3-4 (42.9%),3-3-1 (50.0%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
52,1969,11-3 (78.6%),5-9 (35.7%),10-1 (90.9%),4-7 (36.4%),5-2 (71.4%),2-5 (28.6%),5-1 (83.3%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
53,1968,10-3-1 (76.9%),6-8 (42.9%),9-1-1 (90.0%),5-6 (45.5%),5-2 (71.4%),2-5 (28.6%),5-1 (83.3%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
54,1967,11-1-2 (91.7%),10-4 (71.4%),10-1-1 (90.9%),8-4 (66.7%),5-1-1 (83.3%),3-4 (42.9%),5-1-1 (83.3%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
55,1966,8-6 (57.1%),7-7 (50.0%),6-3 (66.7%),5-4 (55.6%),5-2 (71.4%),5-2 (71.4%),4-1 (80.0%),4-1 (80.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
56,1965,4-10 (28.6%),8-6 (57.1%),1-1 (50.0%),0-2 (0.0%),3-4 (42.9%),3-4 (42.9%),1-1 (50.0%),0-2 (0.0%),2-1 (66.7%),3-0 (100.0%),0-0 (0.0%)
57,1964,5-7-2 (41.7%),7-7 (50.0%),3-1 (75.0%),3-1 (75.0%),3-2-2 (60.0%),5-2 (71.4%),3-1 (75.0%),3-1 (75.0%),0-1-2 (0.0%),2-1 (66.7%),0-0 (0.0%)
58,1963,5-9 (35.7%),7-7 (50.0%),1-1 (50.0%),1-1 (50.0%),3-4 (42.9%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),2-3 (40.0%),2-3 (40.0%),0-0 (0.0%)
59,1962,1-12-1 (7.7%),5-9 (35.7%),0-2 (0.0%),0-2 (0.0%),0-7 (0.0%),1-6 (14.3%),0-2 (0.0%),0-2 (0.0%),0-5 (0.0%),1-4 (20.0%),0-0 (0.0%)
60,1961,4-10 (28.6%),7-7 (50.0%),2-3 (40.0%),2-3 (40.0%),4-3 (57.1%),4-3 (57.1%),2-2 (50.0%),2-2 (50.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
61,1960,4-7-1 (36.4%),9-3 (75.0%),2-2 (50.0%),2-2 (50.0%),2-3-1 (40.0%),3-3 (50.0%),1-2 (33.3%),1-2 (33.3%),1-1-1 (50.0%),2-1 (66.7%),0-0 (0.0%)
62,1959,2-10 (16.7%),3-9 (25.0%),1-6 (14.3%),1-6 (14.3%),0-6 (0.0%),0-6 (0.0%),0-4 (0.0%),0-4 (0.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
63,1958,8-4 (66.7%),6-6 (50.0%),5-2 (71.4%),3-4 (42.9%),4-2 (66.7%),3-3 (50.0%),2-2 (50.0%),1-3 (25.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
64,1957,6-6 (50.0%),4-8 (33.3%),6-2 (75.0%),4-4 (50.0%),5-1 (83.3%),4-2 (66.7%),5-1 (83.3%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
65,1956,4-8 (33.3%),6-6 (50.0%),3-3 (50.0%),3-3 (50.0%),4-2 (66.7%),4-2 (66.7%),3-0 (100.0%),3-0 (100.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
66,1955,8-3-1 (72.7%),6-6 (50.0%),4-2-1 (66.7%),2-5 (28.6%),5-1 (83.3%),3-3 (50.0%),4-1 (80.0%),2-3 (40.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
67,1954,6-5-1 (54.5%),6-6 (50.0%),4-3 (57.1%),2-5 (28.6%),3-2-1 (60.0%),3-3 (50.0%),3-1 (75.0%),1-3 (25.0%),0-1-1 (0.0%),2-0 (100.0%),0-0 (0.0%)
68,1953,8-3-1 (72.7%),5-7 (41.7%),7-3-1 (70.0%),4-7 (36.4%),5-1 (83.3%),3-3 (50.0%),5-1 (83.3%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
69,1952,9-4 (69.2%),8-5 (61.5%),8-0 (100.0%),6-2 (75.0%),5-1 (83.3%),5-1 (83.3%),5-0 (100.0%),4-1 (80.0%),0-1 (0.0%),1-0 (100.0%),0-0 (0.0%)
