,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
25,1996,6-10 (37.5%),9-7 (56.3%),2-0 (100.0%),2-0 (100.0%),5-3 (62.5%),5-3 (62.5%),2-0 (100.0%),2-0 (100.0%),3-3 (50.0%),3-3 (50.0%),3-12-1 (20.0%)
26,1995,7-9 (43.8%),6-10 (37.5%),4-2 (66.7%),2-4 (33.3%),5-3 (62.5%),3-5 (37.5%),3-1 (75.0%),1-3 (25.0%),2-2 (50.0%),2-2 (50.0%),7-9 (43.8%)
27,1994,6-10 (37.5%),8-8 (50.0%),3-1 (75.0%),3-1 (75.0%),4-4 (50.0%),4-4 (50.0%),3-1 (75.0%),3-1 (75.0%),1-3 (25.0%),1-3 (25.0%),6-10 (37.5%)
28,1993,5-11 (31.3%),7-9 (43.8%),0-1 (0.0%),0-1 (0.0%),3-5 (37.5%),3-5 (37.5%),0-1 (0.0%),0-1 (0.0%),3-3 (50.0%),3-3 (50.0%),7-9 (43.8%)
29,1992,5-11 (31.3%),9-7 (56.3%),2-3 (40.0%),2-3 (40.0%),3-5 (37.5%),3-5 (37.5%),2-3 (40.0%),2-3 (40.0%),1-2 (33.3%),1-2 (33.3%),10-6 (62.5%)
30,1991,3-13 (18.8%),8-8 (50.0%),1-1 (50.0%),1-1 (50.0%),3-5 (37.5%),7-1 (87.5%),1-1 (50.0%),1-1 (50.0%),2-4 (33.3%),6-0 (100.0%),7-9 (43.8%)
31,1990,6-10 (37.5%),5-10-1 (33.3%),2-3 (40.0%),1-3-1 (25.0%),4-4 (50.0%),3-4-1 (42.9%),2-2 (50.0%),1-2-1 (33.3%),2-2 (50.0%),2-2 (50.0%),7-9 (43.8%)
32,1989,5-11 (31.3%),9-7 (56.3%),0-1 (0.0%),0-1 (0.0%),2-6 (25.0%),4-4 (50.0%),0-1 (0.0%),0-1 (0.0%),2-5 (28.6%),4-3 (57.1%),7-9 (43.8%)
33,1988,5-11 (31.3%),10-6 (62.5%),2-0 (100.0%),2-0 (100.0%),3-5 (37.5%),4-4 (50.0%),2-0 (100.0%),2-0 (100.0%),1-5 (16.7%),2-4 (33.3%),8-8 (50.0%)
34,1987,4-11 (26.7%),7-8 (46.7%),2-2 (50.0%),2-2 (50.0%),2-5 (28.6%),3-4 (42.9%),1-2 (33.3%),1-2 (33.3%),1-3 (25.0%),2-2 (50.0%),4-7-1 (36.4%)
35,1986,2-14 (12.5%),6-10 (37.5%),0-1 (0.0%),0-1 (0.0%),1-7 (12.5%),2-6 (25.0%),0-1 (0.0%),0-1 (0.0%),0-6 (0.0%),1-5 (16.7%),9-7 (56.3%)
36,1985,2-14 (12.5%),5-10-1 (33.3%),0-2 (0.0%),0-2 (0.0%),2-6 (25.0%),3-4-1 (42.9%),0-2 (0.0%),0-2 (0.0%),2-4 (33.3%),3-2-1 (60.0%),7-9 (43.8%)
37,1984,6-10 (37.5%),11-5 (68.8%),4-1 (80.0%),4-1 (80.0%),6-2 (75.0%),7-1 (87.5%),4-1 (80.0%),4-1 (80.0%),2-1 (66.7%),3-0 (100.0%),9-7 (56.3%)
38,1983,2-14 (12.5%),6-10 (37.5%),1-3 (25.0%),1-3 (25.0%),1-7 (12.5%),2-6 (25.0%),1-3 (25.0%),1-3 (25.0%),0-3 (0.0%),1-2 (33.3%),8-7-1 (53.3%)
39,1982,5-4 (55.6%),3-5-1 (37.5%),3-1 (75.0%),0-3-1 (0.0%),4-1 (80.0%),1-3-1 (25.0%),3-1 (75.0%),0-3-1 (0.0%),1-0 (100.0%),1-0 (100.0%),5-4 (55.6%)
40,1981,9-7 (56.3%),11-5 (68.8%),6-0 (100.0%),6-0 (100.0%),6-2 (75.0%),7-1 (87.5%),5-0 (100.0%),5-0 (100.0%),1-2 (33.3%),2-1 (66.7%),6-10 (37.5%)
41,1980,5-10-1 (33.3%),5-10-1 (33.3%),4-4-1 (50.0%),2-7 (22.2%),2-5-1 (28.6%),2-5-1 (28.6%),2-3-1 (40.0%),1-5 (16.7%),0-2 (0.0%),1-0-1 (100.0%),7-8-1 (46.7%)
42,1979,10-6 (62.5%),8-7-1 (53.3%),5-5 (50.0%),3-6-1 (33.3%),5-3 (62.5%),4-3-1 (57.1%),4-3 (57.1%),3-3-1 (50.0%),1-0 (100.0%),1-0 (100.0%),4-11-1 (26.7%)
43,1978,5-11 (31.3%),9-7 (56.3%),1-2 (33.3%),1-2 (33.3%),3-5 (37.5%),3-5 (37.5%),1-2 (33.3%),1-2 (33.3%),2-3 (40.0%),2-3 (40.0%),0-0 (0.0%)
44,1977,2-12 (14.3%),8-5-1 (61.5%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-3-1 (50.0%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-3-1 (50.0%),0-0 (0.0%)
45,1976,0-14 (0.0%),3-10-1 (23.1%),0-0 (0.0%),0-0 (0.0%),0-7 (0.0%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-6 (0.0%),3-3 (50.0%),0-0 (0.0%)
