,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
21,2000,10-6 (62.5%),10-6 (62.5%),5-1 (83.3%),5-1 (83.3%),3-5 (37.5%),3-5 (37.5%),2-1 (66.7%),2-1 (66.7%),0-2 (0.0%),0-2 (0.0%),6-9-1 (40.0%)
22,1999,3-13 (18.8%),4-11-1 (26.7%),1-3 (25.0%),1-3 (25.0%),3-5 (37.5%),3-4-1 (42.9%),1-2 (33.3%),1-2 (33.3%),2-3 (40.0%),2-2-1 (50.0%),10-5-1 (66.7%)
23,1998,6-10 (37.5%),10-6 (62.5%),1-0 (100.0%),1-0 (100.0%),4-4 (50.0%),5-3 (62.5%),1-0 (100.0%),1-0 (100.0%),3-4 (42.9%),4-3 (57.1%),9-7 (56.3%)
24,1997,6-10 (37.5%),6-9-1 (40.0%),1-3 (25.0%),1-3 (25.0%),3-5 (37.5%),3-5 (37.5%),1-3 (25.0%),1-3 (25.0%),2-2 (50.0%),2-2 (50.0%),6-10 (37.5%)
25,1996,3-13 (18.8%),6-10 (37.5%),2-4 (33.3%),2-4 (33.3%),2-6 (25.0%),3-5 (37.5%),2-4 (33.3%),2-4 (33.3%),0-2 (0.0%),1-1 (50.0%),6-9-1 (40.0%)
26,1995,7-9 (43.8%),8-7-1 (53.3%),4-3 (57.1%),4-3 (57.1%),4-4 (50.0%),5-3 (62.5%),3-2 (60.0%),3-2 (60.0%),1-2 (33.3%),2-1 (66.7%),7-8-1 (46.7%)
27,1994,7-9 (43.8%),9-7 (56.3%),2-1 (66.7%),0-3 (0.0%),3-5 (37.5%),2-6 (25.0%),2-1 (66.7%),0-3 (0.0%),1-4 (20.0%),2-3 (40.0%),12-4 (75.0%)
28,1993,8-8 (50.0%),6-9-1 (40.0%),6-6 (50.0%),4-7-1 (36.4%),4-4 (50.0%),4-4 (50.0%),3-4 (42.9%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
29,1992,12-4 (75.0%),11-5 (68.8%),10-1 (90.9%),7-4 (63.6%),6-2 (75.0%),3-5 (37.5%),6-1 (85.7%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),5-9-2 (35.7%)
30,1991,11-5 (68.8%),10-6 (62.5%),10-3 (76.9%),9-4 (69.2%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
31,1990,8-8 (50.0%),7-8-1 (46.7%),5-3 (62.5%),2-5-1 (28.6%),5-3 (62.5%),3-4-1 (42.9%),5-2 (71.4%),2-4-1 (33.3%),0-1 (0.0%),1-0 (100.0%),5-11 (31.3%)
32,1989,9-7 (56.3%),9-7 (56.3%),6-3 (66.7%),5-4 (55.6%),5-3 (62.5%),5-3 (62.5%),4-0 (100.0%),3-1 (75.0%),1-2 (33.3%),2-1 (66.7%),10-6 (62.5%)
33,1988,10-6 (62.5%),7-9 (43.8%),8-2 (80.0%),4-6 (40.0%),5-3 (62.5%),2-6 (25.0%),5-2 (71.4%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
34,1987,12-3 (80.0%),11-4 (73.3%),9-1 (90.0%),7-3 (70.0%),6-1 (85.7%),5-2 (71.4%),5-0 (100.0%),3-2 (60.0%),1-1 (50.0%),2-0 (100.0%),8-4 (66.7%)
35,1986,7-9 (43.8%),10-6 (62.5%),5-2 (71.4%),4-3 (57.1%),4-4 (50.0%),5-3 (62.5%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),3-1 (75.0%),7-8-1 (46.7%)
36,1985,5-11 (31.3%),4-12 (25.0%),2-1 (66.7%),1-2 (33.3%),3-5 (37.5%),2-6 (25.0%),2-1 (66.7%),1-2 (33.3%),1-3 (25.0%),1-3 (25.0%),9-7 (56.3%)
37,1984,7-9 (43.8%),7-8-1 (46.7%),2-3 (40.0%),1-4 (20.0%),3-5 (37.5%),2-5-1 (28.6%),1-3 (25.0%),0-4 (0.0%),1-2 (33.3%),1-1-1 (50.0%),7-9 (43.8%)
38,1983,8-8 (50.0%),7-7-2 (50.0%),5-3 (62.5%),3-4-1 (42.9%),5-3 (62.5%),3-4-1 (42.9%),4-3 (57.1%),2-4-1 (33.3%),1-0 (100.0%),1-0 (100.0%),9-7 (56.3%)
39,1982,4-5 (44.4%),4-5 (44.4%),0-1 (0.0%),0-1 (0.0%),2-3 (40.0%),2-3 (40.0%),0-1 (0.0%),0-1 (0.0%),2-2 (50.0%),2-2 (50.0%),3-5-1 (37.5%)
40,1981,4-12 (25.0%),6-10 (37.5%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),3-5 (37.5%),6-9-1 (40.0%)
41,1980,1-15 (6.3%),5-9-2 (35.7%),0-2 (0.0%),0-2 (0.0%),0-8 (0.0%),1-7 (12.5%),0-2 (0.0%),0-2 (0.0%),0-6 (0.0%),1-5 (16.7%),9-7 (56.3%)
42,1979,8-8 (50.0%),8-8 (50.0%),4-4 (50.0%),4-4 (50.0%),3-5 (37.5%),3-5 (37.5%),3-4 (42.9%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),9-6-1 (60.0%)
43,1978,7-9 (43.8%),10-6 (62.5%),3-2 (60.0%),3-2 (60.0%),3-5 (37.5%),4-4 (50.0%),2-1 (66.7%),2-1 (66.7%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
44,1977,3-11 (21.4%),5-8-1 (38.5%),0-4 (0.0%),0-4 (0.0%),2-5 (28.6%),2-5 (28.6%),0-4 (0.0%),0-4 (0.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
45,1976,4-10 (28.6%),6-8 (42.9%),1-1 (50.0%),1-1 (50.0%),2-5 (28.6%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),1-4 (20.0%),3-2 (60.0%),0-0 (0.0%)
46,1975,2-12 (14.3%),5-9 (35.7%),1-1 (50.0%),0-2 (0.0%),2-5 (28.6%),3-4 (42.9%),1-1 (50.0%),0-2 (0.0%),1-4 (20.0%),3-2 (60.0%),0-0 (0.0%)
47,1974,5-9 (35.7%),6-8 (42.9%),0-1 (0.0%),0-1 (0.0%),4-3 (57.1%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),4-2 (66.7%),4-2 (66.7%),0-0 (0.0%)
48,1973,5-9 (35.7%),8-6 (57.1%),0-0 (0.0%),0-0 (0.0%),5-2 (71.4%),6-1 (85.7%),0-0 (0.0%),0-0 (0.0%),5-2 (71.4%),6-1 (85.7%),0-0 (0.0%)
49,1972,2-11-1 (15.4%),7-7 (50.0%),1-1 (50.0%),1-1 (50.0%),2-5 (28.6%),4-3 (57.1%),1-1 (50.0%),1-1 (50.0%),1-4 (20.0%),3-2 (60.0%),0-0 (0.0%)
50,1971,4-8-2 (33.3%),7-7 (50.0%),0-1 (0.0%),0-1 (0.0%),2-4-1 (33.3%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),2-3-1 (40.0%),3-3 (50.0%),0-0 (0.0%)
51,1970,2-11-1 (15.4%),4-9-1 (30.8%),1-0 (100.0%),1-0 (100.0%),2-5 (28.6%),2-4-1 (33.3%),1-0 (100.0%),1-0 (100.0%),1-5 (16.7%),1-4-1 (20.0%),0-0 (0.0%)
52,1969,5-9 (35.7%),8-6 (57.1%),2-0 (100.0%),1-1 (50.0%),3-4 (42.9%),3-4 (42.9%),2-0 (100.0%),1-1 (50.0%),1-4 (20.0%),2-3 (40.0%),0-0 (0.0%)
53,1968,4-9-1 (30.8%),6-8 (42.9%),2-1 (66.7%),2-1 (66.7%),3-4 (42.9%),4-3 (57.1%),1-1 (50.0%),1-1 (50.0%),2-3 (40.0%),3-2 (60.0%),0-0 (0.0%)
54,1967,3-11 (21.4%),7-6-1 (53.8%),1-0 (100.0%),0-1 (0.0%),2-5 (28.6%),2-5 (28.6%),1-0 (100.0%),0-1 (0.0%),1-5 (16.7%),2-4 (33.3%),0-0 (0.0%)
