,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
10,2011,7-9 (43.8%),10-5-1 (66.7%),1-1 (50.0%),1-1 (50.0%),4-4 (50.0%),6-2 (75.0%),1-1 (50.0%),1-1 (50.0%),3-3 (50.0%),5-1 (83.3%),9-6-1 (60.0%)
11,2010,7-9 (43.8%),7-9 (43.8%),2-1 (66.7%),2-1 (66.7%),5-3 (62.5%),5-3 (62.5%),2-0 (100.0%),2-0 (100.0%),3-3 (50.0%),3-3 (50.0%),11-4-1 (73.3%)
12,2009,5-11 (31.3%),6-10 (37.5%),4-2 (66.7%),4-2 (66.7%),4-4 (50.0%),5-3 (62.5%),3-2 (60.0%),3-2 (60.0%),1-2 (33.3%),2-1 (66.7%),7-9 (43.8%)
13,2008,4-12 (25.0%),7-8-1 (46.7%),2-2 (50.0%),2-2 (50.0%),2-6 (25.0%),3-4-1 (42.9%),1-2 (33.3%),1-2 (33.3%),1-4 (20.0%),2-2-1 (50.0%),8-8 (50.0%)
14,2007,10-6 (62.5%),9-6-1 (60.0%),9-4 (69.2%),8-4-1 (66.7%),7-1 (87.5%),6-1-1 (85.7%),7-1 (87.5%),6-1-1 (85.7%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
15,2006,9-7 (56.3%),6-9-1 (40.0%),7-4 (63.6%),3-7-1 (30.0%),5-3 (62.5%),4-3-1 (57.1%),5-2 (71.4%),3-3-1 (50.0%),0-1 (0.0%),1-0 (100.0%),9-6-1 (60.0%)
16,2005,13-3 (81.3%),9-6-1 (60.0%),12-0 (100.0%),8-3-1 (72.7%),8-0 (100.0%),6-1-1 (85.7%),8-0 (100.0%),6-1-1 (85.7%),0-0 (0.0%),0-0 (0.0%),6-8-2 (42.9%)
17,2004,9-7 (56.3%),5-11 (31.3%),8-5 (61.5%),4-9 (30.8%),5-3 (62.5%),1-7 (12.5%),5-3 (62.5%),1-7 (12.5%),0-0 (0.0%),0-0 (0.0%),11-5 (68.8%)
18,2003,10-6 (62.5%),8-7-1 (53.3%),9-3 (75.0%),6-6 (50.0%),8-0 (100.0%),5-3 (62.5%),8-0 (100.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),5-10-1 (33.3%)
19,2002,7-9 (43.8%),9-7 (56.3%),2-2 (50.0%),2-2 (50.0%),3-5 (37.5%),3-5 (37.5%),2-2 (50.0%),2-2 (50.0%),1-3 (25.0%),1-3 (25.0%),9-7 (56.3%)
20,2001,9-7 (56.3%),5-9-2 (35.7%),5-1 (83.3%),1-4-1 (20.0%),6-2 (75.0%),4-3-1 (57.1%),3-0 (100.0%),1-1-1 (50.0%),3-2 (60.0%),3-2 (60.0%),9-7 (56.3%)
21,2000,6-10 (37.5%),7-9 (43.8%),3-1 (75.0%),2-2 (50.0%),3-5 (37.5%),3-5 (37.5%),2-1 (66.7%),1-2 (33.3%),1-4 (20.0%),2-3 (40.0%),8-7-1 (53.3%)
22,1999,9-7 (56.3%),6-10 (37.5%),6-4 (60.0%),3-7 (30.0%),5-3 (62.5%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
23,1998,8-8 (50.0%),9-6-1 (60.0%),8-2 (80.0%),6-4 (60.0%),6-2 (75.0%),5-3 (62.5%),6-1 (85.7%),4-3 (57.1%),0-1 (0.0%),1-0 (100.0%),8-8 (50.0%)
24,1997,8-8 (50.0%),8-8 (50.0%),5-4 (55.6%),3-6 (33.3%),4-4 (50.0%),2-6 (25.0%),3-3 (50.0%),1-5 (16.7%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
25,1996,7-9 (43.8%),8-8 (50.0%),2-1 (66.7%),2-1 (66.7%),4-4 (50.0%),4-4 (50.0%),1-1 (50.0%),1-1 (50.0%),2-3 (40.0%),2-3 (40.0%),8-8 (50.0%)
26,1995,8-8 (50.0%),9-7 (56.3%),2-1 (66.7%),1-2 (33.3%),5-3 (62.5%),4-4 (50.0%),1-1 (50.0%),0-2 (0.0%),3-1 (75.0%),3-1 (75.0%),10-6 (62.5%)
27,1994,6-10 (37.5%),6-9-1 (40.0%),1-5 (16.7%),0-6 (0.0%),3-5 (37.5%),3-5 (37.5%),1-4 (20.0%),0-5 (0.0%),2-1 (66.7%),3-0 (100.0%),8-8 (50.0%)
28,1993,6-10 (37.5%),7-9 (43.8%),3-1 (75.0%),2-2 (50.0%),4-4 (50.0%),3-5 (37.5%),2-1 (66.7%),1-2 (33.3%),2-3 (40.0%),2-3 (40.0%),8-8 (50.0%)
29,1992,2-14 (12.5%),8-8 (50.0%),0-1 (0.0%),0-1 (0.0%),1-7 (12.5%),4-4 (50.0%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),4-3 (57.1%),6-9-1 (40.0%)
30,1991,7-9 (43.8%),9-6-1 (60.0%),5-3 (62.5%),4-4 (50.0%),5-3 (62.5%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),0-1 (0.0%),1-0 (100.0%),4-12 (25.0%)
31,1990,9-7 (56.3%),9-6-1 (60.0%),4-2 (66.7%),3-2-1 (60.0%),5-3 (62.5%),4-3-1 (57.1%),3-2 (60.0%),2-2-1 (50.0%),2-1 (66.7%),2-1 (66.7%),7-9 (43.8%)
32,1989,7-9 (43.8%),6-10 (37.5%),1-4 (20.0%),0-5 (0.0%),3-5 (37.5%),2-6 (25.0%),1-4 (20.0%),0-5 (0.0%),2-1 (66.7%),2-1 (66.7%),5-10-1 (33.3%)
33,1988,9-7 (56.3%),8-8 (50.0%),6-3 (66.7%),5-4 (55.6%),5-3 (62.5%),4-4 (50.0%),5-1 (83.3%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),7-8-1 (46.7%)
34,1987,9-6 (60.0%),8-7 (53.3%),6-5 (54.5%),5-6 (45.5%),6-2 (75.0%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),7-5 (58.3%)
35,1986,10-6 (62.5%),9-7 (56.3%),6-1 (85.7%),5-2 (71.4%),7-1 (87.5%),6-2 (75.0%),6-1 (85.7%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
36,1985,8-8 (50.0%),7-8-1 (46.7%),8-3 (72.7%),6-5 (54.5%),5-3 (62.5%),3-5 (37.5%),5-2 (71.4%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
37,1984,12-4 (75.0%),10-5-1 (66.7%),9-2 (81.8%),7-3-1 (70.0%),7-1 (87.5%),5-2-1 (71.4%),6-1 (85.7%),4-2-1 (66.7%),1-0 (100.0%),1-0 (100.0%),8-7-1 (53.3%)
38,1983,9-7 (56.3%),8-8 (50.0%),4-1 (80.0%),3-2 (60.0%),5-3 (62.5%),4-4 (50.0%),3-0 (100.0%),2-1 (66.7%),2-2 (50.0%),2-2 (50.0%),9-7 (56.3%)
39,1982,4-5 (44.4%),5-4 (55.6%),2-1 (66.7%),1-2 (33.3%),3-2 (60.0%),2-3 (40.0%),2-1 (66.7%),1-2 (33.3%),1-1 (50.0%),1-1 (50.0%),2-7 (22.2%)
40,1981,6-10 (37.5%),6-10 (37.5%),1-2 (33.3%),1-2 (33.3%),5-3 (62.5%),5-3 (62.5%),1-2 (33.3%),1-2 (33.3%),3-0 (100.0%),3-0 (100.0%),9-7 (56.3%)
41,1980,4-12 (25.0%),6-10 (37.5%),0-5 (0.0%),0-5 (0.0%),0-8 (0.0%),1-7 (12.5%),0-5 (0.0%),0-5 (0.0%),0-3 (0.0%),1-2 (33.3%),9-6-1 (60.0%)
42,1979,9-7 (56.3%),10-5-1 (66.7%),5-4 (55.6%),5-4 (55.6%),5-3 (62.5%),5-3 (62.5%),3-3 (50.0%),3-3 (50.0%),2-0 (100.0%),2-0 (100.0%),10-6 (62.5%)
43,1978,9-7 (56.3%),10-5-1 (66.7%),3-1 (75.0%),2-2 (50.0%),5-3 (62.5%),5-2-1 (71.4%),3-1 (75.0%),2-2 (50.0%),2-2 (50.0%),3-0-1 (100.0%),0-0 (0.0%)
44,1977,5-9 (35.7%),7-7 (50.0%),2-0 (100.0%),1-1 (50.0%),3-4 (42.9%),4-3 (57.1%),2-0 (100.0%),1-1 (50.0%),1-4 (20.0%),3-2 (60.0%),0-0 (0.0%)
45,1976,2-12 (14.3%),6-8 (42.9%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),1-6 (14.3%),3-4 (42.9%),0-0 (0.0%)
