,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
10,2011,8-8 (50.0%),8-8 (50.0%),5-2 (71.4%),4-3 (57.1%),5-3 (62.5%),4-4 (50.0%),4-2 (66.7%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
11,2010,11-5 (68.8%),9-6-1 (60.0%),5-2 (71.4%),2-4-1 (33.3%),5-3 (62.5%),4-4 (50.0%),2-2 (50.0%),1-3 (25.0%),3-1 (75.0%),3-1 (75.0%),7-9 (43.8%)
12,2009,7-9 (43.8%),6-10 (37.5%),5-2 (71.4%),4-3 (57.1%),5-3 (62.5%),4-4 (50.0%),3-1 (75.0%),2-2 (50.0%),2-2 (50.0%),2-2 (50.0%),6-10 (37.5%)
13,2008,9-7 (56.3%),6-8-2 (42.9%),7-2 (77.8%),4-4-1 (50.0%),6-2 (75.0%),3-4-1 (42.9%),5-1 (83.3%),2-3-1 (40.0%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
14,2007,7-9 (43.8%),7-9 (43.8%),4-4 (50.0%),3-5 (37.5%),4-4 (50.0%),3-5 (37.5%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),8-7-1 (53.3%)
15,2006,13-3 (81.3%),9-7 (56.3%),12-2 (85.7%),8-6 (57.1%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),11-4-1 (73.3%)
16,2005,11-5 (68.8%),10-5-1 (66.7%),7-0 (100.0%),5-1-1 (83.3%),7-1 (87.5%),6-2 (75.0%),5-0 (100.0%),4-1 (80.0%),2-1 (66.7%),2-1 (66.7%),4-12 (25.0%)
17,2004,5-11 (31.3%),6-9-1 (40.0%),1-4 (20.0%),1-4 (20.0%),2-6 (25.0%),2-6 (25.0%),1-4 (20.0%),1-4 (20.0%),1-2 (33.3%),1-2 (33.3%),6-10 (37.5%)
18,2003,7-9 (43.8%),8-8 (50.0%),4-0 (100.0%),3-1 (75.0%),6-2 (75.0%),6-2 (75.0%),4-0 (100.0%),3-1 (75.0%),2-2 (50.0%),3-1 (75.0%),7-9 (43.8%)
19,2002,4-12 (25.0%),5-11 (31.3%),2-2 (50.0%),0-4 (0.0%),3-5 (37.5%),3-5 (37.5%),2-1 (66.7%),0-3 (0.0%),1-4 (20.0%),3-2 (60.0%),7-9 (43.8%)
20,2001,13-3 (81.3%),11-4-1 (73.3%),7-0 (100.0%),5-1-1 (83.3%),7-1 (87.5%),5-2-1 (71.4%),6-0 (100.0%),4-1-1 (80.0%),1-1 (50.0%),1-1 (50.0%),5-11 (31.3%)
21,2000,5-11 (31.3%),7-8-1 (46.7%),1-3 (25.0%),1-3 (25.0%),3-5 (37.5%),3-5 (37.5%),1-3 (25.0%),1-3 (25.0%),2-2 (50.0%),2-2 (50.0%),7-8-1 (46.7%)
22,1999,6-10 (37.5%),10-5-1 (66.7%),0-1 (0.0%),0-1 (0.0%),3-5 (37.5%),5-3 (62.5%),0-1 (0.0%),0-1 (0.0%),3-4 (42.9%),5-2 (71.4%),8-8 (50.0%)
23,1998,4-12 (25.0%),10-6 (62.5%),1-1 (50.0%),1-1 (50.0%),3-5 (37.5%),6-2 (75.0%),1-1 (50.0%),1-1 (50.0%),1-4 (20.0%),4-1 (80.0%),8-8 (50.0%)
24,1997,4-12 (25.0%),6-9-1 (40.0%),0-2 (0.0%),0-2 (0.0%),2-6 (25.0%),3-5 (37.5%),0-2 (0.0%),0-2 (0.0%),2-4 (33.3%),3-3 (50.0%),7-9 (43.8%)
25,1996,7-9 (43.8%),7-8-1 (46.7%),5-1 (83.3%),3-2-1 (60.0%),6-2 (75.0%),4-3-1 (57.1%),5-1 (83.3%),3-2-1 (60.0%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
26,1995,9-7 (56.3%),6-10 (37.5%),8-4 (66.7%),5-7 (41.7%),5-3 (62.5%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
27,1994,9-7 (56.3%),9-7 (56.3%),5-1 (83.3%),5-1 (83.3%),5-3 (62.5%),5-3 (62.5%),4-1 (80.0%),4-1 (80.0%),1-1 (50.0%),1-1 (50.0%),7-8-1 (46.7%)
28,1993,7-9 (43.8%),7-7-2 (50.0%),3-5 (37.5%),2-5-1 (28.6%),3-5 (37.5%),2-4-2 (33.3%),3-3 (50.0%),2-3-1 (40.0%),0-2 (0.0%),0-1-1 (0.0%),5-11 (31.3%)
29,1992,5-11 (31.3%),5-11 (31.3%),4-5 (44.4%),3-6 (33.3%),4-4 (50.0%),3-5 (37.5%),3-4 (42.9%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),10-5-1 (66.7%)
30,1991,11-5 (68.8%),9-7 (56.3%),8-1 (88.9%),6-3 (66.7%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
31,1990,11-5 (68.8%),10-6 (62.5%),10-2 (83.3%),8-4 (66.7%),7-1 (87.5%),5-3 (62.5%),7-0 (100.0%),5-2 (71.4%),0-1 (0.0%),0-1 (0.0%),9-6-1 (60.0%)
32,1989,6-10 (37.5%),5-11 (31.3%),5-7 (41.7%),4-8 (33.3%),4-4 (50.0%),3-5 (37.5%),3-4 (42.9%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),9-7 (56.3%)
33,1988,12-4 (75.0%),11-5 (68.8%),11-2 (84.6%),9-4 (69.2%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),4-11-1 (26.7%)
34,1987,11-4 (73.3%),8-6-1 (57.1%),10-2 (83.3%),7-5 (58.3%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),7-5 (58.3%)
35,1986,14-2 (87.5%),6-10 (37.5%),14-2 (87.5%),6-10 (37.5%),7-1 (87.5%),2-6 (25.0%),7-1 (87.5%),2-6 (25.0%),0-0 (0.0%),0-0 (0.0%),4-12 (25.0%)
36,1985,15-1 (93.8%),12-3-1 (80.0%),13-1 (92.9%),10-3-1 (76.9%),8-0 (100.0%),7-1 (87.5%),8-0 (100.0%),7-1 (87.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
37,1984,10-6 (62.5%),9-7 (56.3%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),5-1 (83.3%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),6-10 (37.5%)
38,1983,8-8 (50.0%),8-6-2 (57.1%),2-4 (33.3%),2-4 (33.3%),5-3 (62.5%),5-3 (62.5%),2-3 (40.0%),2-3 (40.0%),2-0 (100.0%),2-0 (100.0%),7-9 (43.8%)
39,1982,3-6 (33.3%),4-5 (44.4%),1-1 (50.0%),1-1 (50.0%),2-2 (50.0%),2-2 (50.0%),1-1 (50.0%),1-1 (50.0%),1-1 (50.0%),1-1 (50.0%),5-4 (55.6%)
40,1981,6-10 (37.5%),8-8 (50.0%),1-2 (33.3%),1-2 (33.3%),4-4 (50.0%),4-4 (50.0%),1-2 (33.3%),1-2 (33.3%),3-2 (60.0%),3-2 (60.0%),5-10-1 (33.3%)
41,1980,7-9 (43.8%),7-8-1 (46.7%),4-3 (57.1%),3-3-1 (50.0%),5-3 (62.5%),5-3 (62.5%),3-2 (60.0%),3-2 (60.0%),2-1 (66.7%),2-1 (66.7%),7-9 (43.8%)
42,1979,10-6 (62.5%),8-7-1 (53.3%),7-2 (77.8%),4-4-1 (50.0%),6-2 (75.0%),5-2-1 (71.4%),5-1 (83.3%),4-1-1 (80.0%),0-1 (0.0%),0-1 (0.0%),8-8 (50.0%)
43,1978,7-9 (43.8%),9-7 (56.3%),4-5 (44.4%),4-5 (44.4%),4-4 (50.0%),5-3 (62.5%),2-3 (40.0%),2-3 (40.0%),2-1 (66.7%),3-0 (100.0%),2-1 (66.7%)
44,1977,9-5 (64.3%),8-6 (57.1%),8-3 (72.7%),5-6 (45.5%),5-2 (71.4%),4-3 (57.1%),4-2 (66.7%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),1-0 (100.0%)
45,1976,7-7 (50.0%),9-5 (64.3%),3-3 (50.0%),3-3 (50.0%),4-3 (57.1%),5-2 (71.4%),1-2 (33.3%),1-2 (33.3%),3-1 (75.0%),4-0 (100.0%),0-0 (0.0%)
46,1975,4-10 (28.6%),5-9 (35.7%),0-1 (0.0%),0-1 (0.0%),3-4 (42.9%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),3-3 (50.0%),4-2 (66.7%),0-0 (0.0%)
47,1974,4-10 (28.6%),6-6-2 (50.0%),2-0 (100.0%),1-0-1 (100.0%),4-3 (57.1%),4-2-1 (66.7%),2-0 (100.0%),1-0-1 (100.0%),2-3 (40.0%),3-2 (60.0%),0-0 (0.0%)
48,1973,3-11 (21.4%),4-10 (28.6%),1-2 (33.3%),1-2 (33.3%),1-6 (14.3%),2-5 (28.6%),1-1 (50.0%),1-1 (50.0%),0-5 (0.0%),1-4 (20.0%),0-0 (0.0%)
49,1972,4-9-1 (30.8%),7-6-1 (53.8%),2-0 (100.0%),2-0 (100.0%),1-5-1 (16.7%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),1-5-1 (16.7%),2-5 (28.6%),0-0 (0.0%)
50,1971,6-8 (42.9%),5-8-1 (38.5%),2-1 (66.7%),1-2 (33.3%),4-3 (57.1%),3-4 (42.9%),2-1 (66.7%),1-2 (33.3%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
51,1970,6-8 (42.9%),9-5 (64.3%),4-1 (80.0%),3-2 (60.0%),3-4 (42.9%),3-4 (42.9%),3-1 (75.0%),2-2 (50.0%),0-3 (0.0%),1-2 (33.3%),0-0 (0.0%)
52,1969,1-13 (7.1%),4-10 (28.6%),1-4 (20.0%),1-4 (20.0%),1-6 (14.3%),4-3 (57.1%),1-1 (50.0%),1-1 (50.0%),0-5 (0.0%),3-2 (60.0%),0-0 (0.0%)
53,1968,7-7 (50.0%),7-7 (50.0%),2-4 (33.3%),2-4 (33.3%),2-5 (28.6%),2-5 (28.6%),1-3 (25.0%),1-3 (25.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
54,1967,7-6-1 (53.8%),8-6 (57.1%),5-0-1 (100.0%),4-2 (66.7%),3-3-1 (50.0%),4-3 (57.1%),2-0-1 (100.0%),2-1 (66.7%),0-3 (0.0%),1-2 (33.3%),0-0 (0.0%)
55,1966,5-7-2 (41.7%),6-7-1 (46.2%),3-2-2 (60.0%),2-4-1 (33.3%),4-1-2 (80.0%),3-3-1 (50.0%),2-0-2 (100.0%),1-2-1 (33.3%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
56,1965,9-5 (64.3%),11-3 (78.6%),6-1 (85.7%),6-1 (85.7%),5-2 (71.4%),5-2 (71.4%),4-1 (80.0%),4-1 (80.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
57,1964,5-9 (35.7%),4-10 (28.6%),2-4 (33.3%),1-5 (16.7%),2-5 (28.6%),1-6 (14.3%),2-2 (50.0%),1-3 (25.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
58,1963,11-1-2 (91.7%),8-6 (57.1%),9-1-2 (90.0%),6-6 (50.0%),6-0-1 (100.0%),3-4 (42.9%),5-0-1 (100.0%),2-4 (33.3%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
59,1962,9-5 (64.3%),8-6 (57.1%),6-1 (85.7%),4-3 (57.1%),4-3 (57.1%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
60,1961,8-6 (57.1%),9-5 (64.3%),3-2 (60.0%),2-3 (40.0%),5-2 (71.4%),5-2 (71.4%),3-0 (100.0%),2-1 (66.7%),2-1 (66.7%),3-0 (100.0%),0-0 (0.0%)
61,1960,5-6-1 (45.5%),4-8 (33.3%),4-2-1 (66.7%),2-5 (28.6%),4-2 (66.7%),3-3 (50.0%),4-1 (80.0%),2-3 (40.0%),0-1 (0.0%),1-0 (100.0%),0-0 (0.0%)
62,1959,8-4 (66.7%),7-5 (58.3%),6-2 (75.0%),5-3 (62.5%),4-2 (66.7%),3-3 (50.0%),4-1 (80.0%),3-2 (60.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
63,1958,8-4 (66.7%),6-5-1 (54.5%),7-4 (63.6%),5-5-1 (50.0%),5-1 (83.3%),3-2-1 (60.0%),5-1 (83.3%),3-2-1 (60.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
64,1957,5-7 (41.7%),5-7 (41.7%),3-6 (33.3%),2-7 (22.2%),2-4 (33.3%),2-4 (33.3%),2-3 (40.0%),1-4 (20.0%),0-1 (0.0%),1-0 (100.0%),0-0 (0.0%)
65,1956,9-2-1 (81.8%),7-5 (58.3%),9-2-1 (81.8%),7-5 (58.3%),6-0 (100.0%),4-2 (66.7%),6-0 (100.0%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
66,1955,8-4 (66.7%),5-7 (41.7%),6-4 (60.0%),3-7 (30.0%),5-1 (83.3%),3-3 (50.0%),5-1 (83.3%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
67,1954,8-4 (66.7%),9-3 (75.0%),5-0 (100.0%),4-1 (80.0%),4-2 (66.7%),4-2 (66.7%),2-0 (100.0%),1-1 (50.0%),2-2 (50.0%),3-1 (75.0%),0-0 (0.0%)
68,1953,3-8-1 (27.3%),7-5 (58.3%),1-3-1 (25.0%),1-4 (20.0%),1-4-1 (20.0%),2-4 (33.3%),0-2-1 (0.0%),0-3 (0.0%),1-2 (33.3%),2-1 (66.7%),0-0 (0.0%)
69,1952,5-7 (41.7%),4-6 (40.0%),2-2 (50.0%),2-2 (50.0%),3-3 (50.0%),3-3 (50.0%),2-1 (66.7%),2-1 (66.7%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
