,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
17,2004,6-10 (37.5%),8-8 (50.0%),2-2 (50.0%),2-2 (50.0%),3-5 (37.5%),4-4 (50.0%),2-2 (50.0%),2-2 (50.0%),1-3 (25.0%),2-2 (50.0%),7-9 (43.8%)
18,2003,4-12 (25.0%),3-12-1 (20.0%),1-6 (14.3%),0-7 (0.0%),1-7 (12.5%),1-7 (12.5%),0-6 (0.0%),0-6 (0.0%),1-1 (50.0%),1-1 (50.0%),6-9-1 (40.0%)
19,2002,10-6 (62.5%),9-7 (56.3%),7-4 (63.6%),5-6 (45.5%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),3-4 (42.9%),0-1 (0.0%),1-0 (100.0%),9-7 (56.3%)
20,2001,7-9 (43.8%),5-9-2 (35.7%),6-3 (66.7%),2-5-2 (28.6%),5-3 (62.5%),1-5-2 (16.7%),5-1 (83.3%),1-3-2 (25.0%),0-2 (0.0%),0-2 (0.0%),6-9-1 (40.0%)
21,2000,12-4 (75.0%),9-7 (56.3%),8-2 (80.0%),5-5 (50.0%),5-3 (62.5%),3-5 (37.5%),5-2 (71.4%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),6-10 (37.5%)
22,1999,7-9 (43.8%),7-9 (43.8%),3-2 (60.0%),2-3 (40.0%),4-4 (50.0%),3-5 (37.5%),2-2 (50.0%),1-3 (25.0%),2-2 (50.0%),2-2 (50.0%),7-8-1 (46.7%)
23,1998,8-8 (50.0%),8-8 (50.0%),6-3 (66.7%),6-3 (66.7%),5-3 (62.5%),5-3 (62.5%),4-2 (66.7%),4-2 (66.7%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
24,1997,10-5-1 (66.7%),9-6-1 (60.0%),4-2 (66.7%),2-3-1 (40.0%),6-2 (75.0%),4-3-1 (57.1%),4-2 (66.7%),2-3-1 (40.0%),2-0 (100.0%),2-0 (100.0%),8-8 (50.0%)
25,1996,6-10 (37.5%),8-8 (50.0%),1-1 (50.0%),1-1 (50.0%),3-5 (37.5%),5-3 (62.5%),1-1 (50.0%),1-1 (50.0%),2-4 (33.3%),4-2 (66.7%),7-9 (43.8%)
26,1995,5-11 (31.3%),9-7 (56.3%),3-1 (75.0%),3-1 (75.0%),3-5 (37.5%),4-4 (50.0%),3-1 (75.0%),3-1 (75.0%),0-4 (0.0%),1-3 (25.0%),6-9-1 (40.0%)
27,1994,9-7 (56.3%),9-7 (56.3%),3-6 (33.3%),3-6 (33.3%),4-4 (50.0%),4-4 (50.0%),3-4 (42.9%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
28,1993,11-5 (68.8%),11-5 (68.8%),7-2 (77.8%),5-4 (55.6%),6-2 (75.0%),6-2 (75.0%),6-1 (85.7%),5-2 (71.4%),0-1 (0.0%),1-0 (100.0%),5-11 (31.3%)
29,1992,6-10 (37.5%),5-11 (31.3%),3-1 (75.0%),2-2 (50.0%),4-4 (50.0%),3-5 (37.5%),3-0 (100.0%),2-1 (66.7%),1-4 (20.0%),1-4 (20.0%),10-6 (62.5%)
30,1991,8-8 (50.0%),5-11 (31.3%),7-6 (53.8%),4-9 (30.8%),5-3 (62.5%),4-4 (50.0%),4-2 (66.7%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),9-6-1 (60.0%)
31,1990,13-3 (81.3%),10-6 (62.5%),13-2 (86.7%),10-5 (66.7%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
32,1989,12-4 (75.0%),11-4-1 (73.3%),10-1 (90.9%),8-2-1 (80.0%),7-1 (87.5%),5-2-1 (71.4%),7-1 (87.5%),5-2-1 (71.4%),0-0 (0.0%),0-0 (0.0%),6-9-1 (40.0%)
33,1988,10-6 (62.5%),7-9 (43.8%),8-4 (66.7%),5-7 (41.7%),5-3 (62.5%),5-3 (62.5%),5-3 (62.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
34,1987,6-9 (40.0%),5-10 (33.3%),6-4 (60.0%),5-5 (50.0%),5-3 (62.5%),4-4 (50.0%),5-1 (83.3%),4-2 (66.7%),0-2 (0.0%),0-2 (0.0%),5-7 (41.7%)
35,1986,14-2 (87.5%),9-5-2 (64.3%),11-1 (91.7%),6-4-2 (60.0%),8-0 (100.0%),5-1-2 (83.3%),8-0 (100.0%),5-1-2 (83.3%),0-0 (0.0%),0-0 (0.0%),4-10-2 (28.6%)
36,1985,10-6 (62.5%),9-6-1 (60.0%),10-3 (76.9%),9-4 (69.2%),6-2 (75.0%),5-3 (62.5%),6-2 (75.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),9-6-1 (60.0%)
37,1984,9-7 (56.3%),6-10 (37.5%),4-3 (57.1%),1-6 (14.3%),6-2 (75.0%),3-5 (37.5%),3-1 (75.0%),0-4 (0.0%),2-1 (66.7%),2-1 (66.7%),5-11 (31.3%)
38,1983,3-12-1 (20.0%),5-11 (31.3%),1-3 (25.0%),1-3 (25.0%),1-7 (12.5%),1-7 (12.5%),1-3 (25.0%),1-3 (25.0%),0-4 (0.0%),0-4 (0.0%),6-10 (37.5%)
39,1982,4-5 (44.4%),4-5 (44.4%),2-2 (50.0%),1-3 (25.0%),2-3 (40.0%),1-4 (20.0%),2-2 (50.0%),1-3 (25.0%),0-0 (0.0%),0-0 (0.0%),4-5 (44.4%)
40,1981,9-7 (56.3%),10-6 (62.5%),3-3 (50.0%),2-4 (33.3%),4-4 (50.0%),3-5 (37.5%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),5-11 (31.3%)
41,1980,4-12 (25.0%),7-9 (43.8%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),2-6 (25.0%),4-4 (50.0%),9-7 (56.3%)
42,1979,6-10 (37.5%),9-7 (56.3%),2-1 (66.7%),2-1 (66.7%),4-4 (50.0%),6-2 (75.0%),2-1 (66.7%),2-1 (66.7%),2-3 (40.0%),4-1 (80.0%),6-9-1 (40.0%)
43,1978,6-10 (37.5%),8-7-1 (53.3%),3-1 (75.0%),2-2 (50.0%),5-3 (62.5%),6-1-1 (85.7%),3-0 (100.0%),2-1 (66.7%),2-3 (40.0%),4-0-1 (100.0%),0-0 (0.0%)
44,1977,5-9 (35.7%),7-7 (50.0%),1-1 (50.0%),1-1 (50.0%),3-4 (42.9%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),3-3 (50.0%),4-2 (66.7%),0-1 (0.0%)
45,1976,3-11 (21.4%),8-6 (57.1%),1-2 (33.3%),1-2 (33.3%),3-4 (42.9%),4-3 (57.1%),1-1 (50.0%),1-1 (50.0%),2-3 (40.0%),3-2 (60.0%),0-0 (0.0%)
46,1975,5-9 (35.7%),6-8 (42.9%),2-2 (50.0%),2-2 (50.0%),2-5 (28.6%),2-5 (28.6%),2-2 (50.0%),2-2 (50.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
47,1974,2-12 (14.3%),5-9 (35.7%),0-5 (0.0%),0-5 (0.0%),0-7 (0.0%),2-5 (28.6%),0-4 (0.0%),0-4 (0.0%),0-3 (0.0%),2-1 (66.7%),0-0 (0.0%)
48,1973,2-11-1 (15.4%),4-10 (28.6%),2-3-1 (40.0%),2-4 (33.3%),2-4-1 (33.3%),3-4 (42.9%),2-0-1 (100.0%),2-1 (66.7%),0-4 (0.0%),1-3 (25.0%),0-0 (0.0%)
49,1972,8-6 (57.1%),7-5-2 (58.3%),6-0 (100.0%),5-1 (83.3%),4-3 (57.1%),3-2-2 (60.0%),4-0 (100.0%),3-1 (75.0%),0-3 (0.0%),0-1-2 (0.0%),0-0 (0.0%)
50,1971,4-10 (28.6%),6-8 (42.9%),0-2 (0.0%),0-2 (0.0%),1-6 (14.3%),2-5 (28.6%),0-1 (0.0%),0-1 (0.0%),1-5 (16.7%),2-4 (33.3%),0-0 (0.0%)
51,1970,9-5 (64.3%),8-6 (57.1%),6-3 (66.7%),5-4 (55.6%),5-2 (71.4%),4-3 (57.1%),3-2 (60.0%),2-3 (40.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
52,1969,6-8 (42.9%),6-8 (42.9%),2-2 (50.0%),0-4 (0.0%),5-2 (71.4%),4-3 (57.1%),1-2 (33.3%),0-3 (0.0%),4-0 (100.0%),4-0 (100.0%),0-0 (0.0%)
53,1968,7-7 (50.0%),6-7-1 (46.2%),6-2 (75.0%),4-3-1 (57.1%),3-4 (42.9%),2-5 (28.6%),3-1 (75.0%),2-2 (50.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
54,1967,7-7 (50.0%),7-7 (50.0%),3-2 (60.0%),2-3 (40.0%),5-2 (71.4%),4-3 (57.1%),3-1 (75.0%),2-2 (50.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
55,1966,1-12-1 (7.7%),6-8 (42.9%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),1-5 (16.7%),3-3 (50.0%),0-0 (0.0%)
56,1965,7-7 (50.0%),7-6-1 (53.8%),2-2 (50.0%),2-2 (50.0%),3-4 (42.9%),3-4 (42.9%),1-2 (33.3%),1-2 (33.3%),2-2 (50.0%),2-2 (50.0%),0-0 (0.0%)
57,1964,2-10-2 (16.7%),2-11-1 (15.4%),1-5 (16.7%),0-6 (0.0%),2-5 (28.6%),1-6 (14.3%),1-3 (25.0%),0-4 (0.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
58,1963,11-3 (78.6%),10-4 (71.4%),10-3 (76.9%),9-4 (69.2%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
59,1962,12-2 (85.7%),7-7 (50.0%),11-1 (91.7%),6-6 (50.0%),6-1 (85.7%),3-4 (42.9%),5-1 (83.3%),2-4 (33.3%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
60,1961,10-3-1 (76.9%),9-5 (64.3%),7-2-1 (77.8%),6-4 (60.0%),4-2-1 (66.7%),4-3 (57.1%),4-2-1 (66.7%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
61,1960,6-4-2 (60.0%),5-7 (41.7%),4-2-2 (66.7%),3-5 (37.5%),1-3-2 (25.0%),0-6 (0.0%),1-2-2 (33.3%),0-5 (0.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
62,1959,10-2 (83.3%),9-3 (75.0%),7-2 (77.8%),6-3 (66.7%),5-1 (83.3%),4-2 (66.7%),5-1 (83.3%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
63,1958,10-3 (76.9%),9-4 (69.2%),5-3 (62.5%),4-4 (50.0%),6-1 (85.7%),6-1 (85.7%),3-1 (75.0%),3-1 (75.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
64,1957,7-5 (58.3%),5-7 (41.7%),6-5 (54.5%),4-7 (36.4%),3-3 (50.0%),3-3 (50.0%),3-3 (50.0%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
65,1956,8-3-1 (72.7%),8-4 (66.7%),7-3 (70.0%),6-4 (60.0%),4-1-1 (80.0%),5-1 (83.3%),4-1 (80.0%),4-1 (80.0%),0-0-1 (0.0%),1-0 (100.0%),0-0 (0.0%)
66,1955,6-5-1 (54.5%),7-4-1 (63.6%),3-3 (50.0%),3-3 (50.0%),4-1-1 (80.0%),5-1 (83.3%),2-1 (66.7%),2-1 (66.7%),1-0-1 (100.0%),2-0 (100.0%),0-0 (0.0%)
67,1954,7-5 (58.3%),5-7 (41.7%),6-2 (75.0%),4-4 (50.0%),4-2 (66.7%),2-4 (33.3%),4-1 (80.0%),2-3 (40.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
68,1953,3-9 (25.0%),3-9 (25.0%),2-1 (66.7%),1-2 (33.3%),2-4 (33.3%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
69,1952,7-5 (58.3%),4-6 (40.0%),2-5 (28.6%),1-6 (14.3%),2-4 (33.3%),2-4 (33.3%),0-4 (0.0%),0-4 (0.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
