,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
48,1973,6-7-1 (46.2%),6-7-1 (46.2%),6-2 (75.0%),5-2-1 (71.4%),4-3 (57.1%),4-3 (57.1%),4-1 (80.0%),4-1 (80.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
49,1972,8-5-1 (61.5%),9-5 (64.3%),7-2-1 (77.8%),6-4 (60.0%),5-2 (71.4%),4-3 (57.1%),5-1 (83.3%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
50,1971,7-6-1 (53.8%),6-8 (42.9%),6-3 (66.7%),3-6 (33.3%),3-4 (42.9%),1-6 (14.3%),2-3 (40.0%),0-5 (0.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
51,1970,10-4 (71.4%),10-4 (71.4%),8-3 (72.7%),7-4 (63.6%),6-1 (85.7%),6-1 (85.7%),6-1 (85.7%),6-1 (85.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
52,1969,9-4-1 (69.2%),10-4 (71.4%),6-2 (75.0%),5-3 (62.5%),5-2 (71.4%),4-3 (57.1%),5-1 (83.3%),4-2 (66.7%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
53,1968,4-8-2 (33.3%),6-8 (42.9%),1-3-1 (25.0%),1-4 (20.0%),1-4-2 (20.0%),2-5 (28.6%),0-2-1 (0.0%),0-3 (0.0%),1-2-1 (33.3%),2-2 (50.0%),0-0 (0.0%)
54,1967,5-7-2 (41.7%),6-8 (42.9%),2-3-1 (40.0%),2-4 (33.3%),3-4 (42.9%),3-4 (42.9%),2-2 (50.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
55,1966,4-9-1 (30.8%),7-7 (50.0%),1-2 (33.3%),1-2 (33.3%),3-4 (42.9%),3-4 (42.9%),1-1 (50.0%),1-1 (50.0%),2-2 (50.0%),2-2 (50.0%),0-0 (0.0%)
56,1965,6-7-1 (46.2%),7-7 (50.0%),1-2 (33.3%),0-3 (0.0%),2-4-1 (33.3%),2-5 (28.6%),1-2 (33.3%),0-3 (0.0%),0-2-1 (0.0%),1-2 (33.3%),0-0 (0.0%)
57,1964,7-5-2 (58.3%),8-6 (57.1%),5-1-2 (83.3%),5-3 (62.5%),3-3-1 (50.0%),4-3 (57.1%),3-1-1 (75.0%),3-2 (60.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
58,1963,5-8-1 (38.5%),7-7 (50.0%),4-2 (66.7%),4-2 (66.7%),3-3-1 (50.0%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),1-1-1 (50.0%),2-1 (66.7%),0-0 (0.0%)
59,1962,11-3 (78.6%),9-5 (64.3%),10-2 (83.3%),7-5 (58.3%),7-0 (100.0%),4-3 (57.1%),6-0 (100.0%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
60,1961,8-5-1 (61.5%),7-7 (50.0%),4-4 (50.0%),2-6 (25.0%),2-5 (28.6%),0-7 (0.0%),2-4 (33.3%),0-6 (0.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
61,1960,7-5 (58.3%),5-6-1 (45.5%),3-0 (100.0%),1-2 (33.3%),5-1 (83.3%),3-2-1 (60.0%),3-0 (100.0%),1-2 (33.3%),2-1 (66.7%),2-0-1 (100.0%),0-0 (0.0%)
62,1959,3-8-1 (27.3%),4-7-1 (36.4%),1-2 (33.3%),1-2 (33.3%),2-4 (33.3%),2-3-1 (40.0%),1-2 (33.3%),1-2 (33.3%),1-2 (33.3%),1-1-1 (50.0%),0-0 (0.0%)
63,1958,4-7-1 (36.4%),6-6 (50.0%),1-1-1 (50.0%),0-3 (0.0%),2-4 (33.3%),2-4 (33.3%),1-1 (50.0%),0-2 (0.0%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
64,1957,9-4 (69.2%),9-3-1 (75.0%),3-1 (75.0%),3-1 (75.0%),5-1 (83.3%),5-1 (83.3%),2-1 (66.7%),2-1 (66.7%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
65,1956,9-3 (75.0%),6-6 (50.0%),5-2 (71.4%),2-5 (28.6%),5-1 (83.3%),3-3 (50.0%),4-1 (80.0%),2-3 (40.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
66,1955,3-9 (25.0%),5-7 (41.7%),3-4 (42.9%),3-4 (42.9%),2-4 (33.3%),3-3 (50.0%),2-2 (50.0%),2-2 (50.0%),0-2 (0.0%),1-1 (50.0%),0-0 (0.0%)
67,1954,9-2-1 (81.8%),6-6 (50.0%),8-2-1 (80.0%),5-6 (45.5%),5-0-1 (100.0%),4-2 (66.7%),5-0-1 (100.0%),4-2 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
68,1953,10-2 (83.3%),3-9 (25.0%),10-1 (90.9%),3-8 (27.3%),5-1 (83.3%),2-4 (33.3%),5-1 (83.3%),2-4 (33.3%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
69,1952,10-3 (76.9%),8-4 (66.7%),8-2 (80.0%),7-3 (70.0%),7-1 (87.5%),6-1 (85.7%),5-1 (83.3%),5-1 (83.3%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
