,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
16,2005,9-7 (56.3%),7-9 (43.8%),3-0 (100.0%),1-2 (33.3%),5-3 (62.5%),3-5 (37.5%),3-0 (100.0%),1-2 (33.3%),2-3 (40.0%),2-3 (40.0%),9-7 (56.3%)
17,2004,4-12 (25.0%),7-9 (43.8%),1-2 (33.3%),0-3 (0.0%),3-5 (37.5%),2-6 (25.0%),1-2 (33.3%),0-3 (0.0%),2-3 (40.0%),2-3 (40.0%),9-6-1 (60.0%)
18,2003,10-6 (62.5%),7-9 (43.8%),7-4 (63.6%),4-7 (36.4%),4-4 (50.0%),1-7 (12.5%),4-4 (50.0%),1-7 (12.5%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
19,2002,9-7 (56.3%),9-7 (56.3%),7-5 (58.3%),7-5 (58.3%),7-1 (87.5%),7-1 (87.5%),7-1 (87.5%),7-1 (87.5%),0-0 (0.0%),0-0 (0.0%),5-11 (31.3%)
20,2001,11-5 (68.8%),10-5-1 (66.7%),9-2 (81.8%),8-2-1 (80.0%),7-1 (87.5%),6-1-1 (85.7%),7-1 (87.5%),6-1-1 (85.7%),0-0 (0.0%),0-0 (0.0%),8-7-1 (53.3%)
21,2000,11-5 (68.8%),10-5-1 (66.7%),7-3 (70.0%),6-4 (60.0%),5-3 (62.5%),5-3 (62.5%),4-3 (57.1%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
22,1999,9-7 (56.3%),6-10 (37.5%),6-4 (60.0%),3-7 (30.0%),5-3 (62.5%),2-6 (25.0%),5-3 (62.5%),2-6 (25.0%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
23,1998,10-6 (62.5%),9-6-1 (60.0%),9-1 (90.0%),8-2 (80.0%),7-1 (87.5%),6-2 (75.0%),6-1 (85.7%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),8-7-1 (53.3%)
24,1997,9-7 (56.3%),7-7-2 (50.0%),8-3 (72.7%),4-5-2 (44.4%),6-2 (75.0%),2-4-2 (33.3%),6-2 (75.0%),2-4-2 (33.3%),0-0 (0.0%),0-0 (0.0%),7-7-2 (50.0%)
25,1996,8-8 (50.0%),6-10 (37.5%),5-3 (62.5%),3-5 (37.5%),4-4 (50.0%),3-5 (37.5%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
26,1995,9-7 (56.3%),8-8 (50.0%),8-6 (57.1%),6-8 (42.9%),5-3 (62.5%),4-4 (50.0%),5-3 (62.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
27,1994,10-6 (62.5%),8-8 (50.0%),7-3 (70.0%),4-6 (40.0%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
28,1993,9-7 (56.3%),6-10 (37.5%),6-5 (54.5%),3-8 (27.3%),4-4 (50.0%),3-5 (37.5%),3-4 (42.9%),2-5 (28.6%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
29,1992,11-5 (68.8%),6-10 (37.5%),10-2 (83.3%),5-7 (41.7%),6-2 (75.0%),3-5 (37.5%),6-1 (85.7%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),5-10-1 (33.3%)
30,1991,8-8 (50.0%),8-8 (50.0%),7-4 (63.6%),5-6 (45.5%),5-3 (62.5%),5-3 (62.5%),5-1 (83.3%),4-2 (66.7%),0-2 (0.0%),1-1 (50.0%),8-8 (50.0%)
31,1990,12-4 (75.0%),9-7 (56.3%),11-1 (91.7%),8-4 (66.7%),7-1 (87.5%),4-4 (50.0%),6-1 (85.7%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
32,1989,8-8 (50.0%),7-9 (43.8%),5-4 (55.6%),3-6 (33.3%),4-4 (50.0%),4-4 (50.0%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),2-0 (100.0%),8-8 (50.0%)
33,1988,6-10 (37.5%),4-11-1 (26.7%),3-2 (60.0%),0-5 (0.0%),4-4 (50.0%),2-6 (25.0%),2-2 (50.0%),0-4 (0.0%),2-2 (50.0%),2-2 (50.0%),6-10 (37.5%)
34,1987,8-7 (53.3%),7-8 (46.7%),5-6 (45.5%),4-7 (36.4%),4-3 (57.1%),3-4 (42.9%),4-3 (57.1%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),5-7 (41.7%)
35,1986,8-8 (50.0%),7-9 (43.8%),5-5 (50.0%),4-6 (40.0%),4-4 (50.0%),4-4 (50.0%),3-3 (50.0%),3-3 (50.0%),1-1 (50.0%),1-1 (50.0%),7-9 (43.8%)
36,1985,12-4 (75.0%),8-7-1 (53.3%),11-3 (78.6%),7-6-1 (53.8%),8-0 (100.0%),4-3-1 (57.1%),7-0 (100.0%),3-3-1 (50.0%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
37,1984,14-2 (87.5%),11-5 (68.8%),13-2 (86.7%),10-5 (66.7%),7-1 (87.5%),5-3 (62.5%),7-1 (87.5%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),10-4-2 (71.4%)
38,1983,12-4 (75.0%),10-6 (62.5%),10-3 (76.9%),8-5 (61.5%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),7-9 (43.8%)
39,1982,7-2 (77.8%),6-3 (66.7%),4-2 (66.7%),3-3 (50.0%),4-0 (100.0%),3-1 (75.0%),3-0 (100.0%),2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),5-4 (55.6%)
40,1981,11-4-1 (73.3%),11-4-1 (73.3%),6-1-1 (85.7%),4-3-1 (57.1%),6-1-1 (85.7%),5-3 (62.5%),5-1-1 (83.3%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),6-10 (37.5%)
41,1980,8-8 (50.0%),7-9 (43.8%),3-3 (50.0%),0-6 (0.0%),5-3 (62.5%),3-5 (37.5%),3-2 (60.0%),0-5 (0.0%),2-1 (66.7%),3-0 (100.0%),4-12 (25.0%)
42,1979,10-6 (62.5%),8-7-1 (53.3%),10-4 (71.4%),8-5-1 (61.5%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),9-7 (56.3%)
43,1978,11-5 (68.8%),9-7 (56.3%),10-3 (76.9%),8-5 (61.5%),7-1 (87.5%),6-2 (75.0%),7-1 (87.5%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),1-2 (33.3%)
44,1977,10-4 (71.4%),7-5-2 (58.3%),7-2 (77.8%),4-4-1 (50.0%),6-1 (85.7%),5-2 (71.4%),4-1 (80.0%),3-2 (60.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
45,1976,6-8 (42.9%),6-8 (42.9%),5-2 (71.4%),3-4 (42.9%),3-4 (42.9%),3-4 (42.9%),2-1 (66.7%),1-2 (33.3%),1-3 (25.0%),2-2 (50.0%),0-0 (0.0%)
46,1975,10-4 (71.4%),8-5-1 (61.5%),7-2 (77.8%),4-4-1 (50.0%),5-2 (71.4%),3-4 (42.9%),4-1 (80.0%),2-3 (40.0%),1-1 (50.0%),1-1 (50.0%),0-0 (0.0%)
47,1974,11-3 (78.6%),3-11 (21.4%),11-3 (78.6%),3-11 (21.4%),7-0 (100.0%),2-5 (28.6%),7-0 (100.0%),2-5 (28.6%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
48,1973,12-2 (85.7%),9-5 (64.3%),11-2 (84.6%),8-5 (61.5%),7-0 (100.0%),6-1 (85.7%),7-0 (100.0%),6-1 (85.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
49,1972,14-0 (100.0%),11-3 (78.6%),12-0 (100.0%),9-3 (75.0%),7-0 (100.0%),5-2 (71.4%),7-0 (100.0%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
50,1971,10-3-1 (76.9%),8-5-1 (61.5%),9-2-1 (81.8%),7-4-1 (63.6%),6-1 (85.7%),4-2-1 (66.7%),6-1 (85.7%),4-2-1 (66.7%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
51,1970,10-4 (71.4%),10-4 (71.4%),5-3 (62.5%),5-3 (62.5%),6-1 (85.7%),6-1 (85.7%),4-1 (80.0%),4-1 (80.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
52,1969,3-10-1 (23.1%),6-8 (42.9%),2-1 (66.7%),1-2 (33.3%),2-4-1 (33.3%),3-4 (42.9%),1-0 (100.0%),1-0 (100.0%),1-4-1 (20.0%),2-4 (33.3%),0-0 (0.0%)
53,1968,5-8-1 (38.5%),6-8 (42.9%),1-2-1 (33.3%),1-3 (25.0%),1-5-1 (16.7%),1-6 (14.3%),1-1-1 (50.0%),1-2 (33.3%),0-4 (0.0%),0-4 (0.0%),0-0 (0.0%)
54,1967,4-10 (28.6%),6-8 (42.9%),2-0 (100.0%),2-0 (100.0%),4-3 (57.1%),4-3 (57.1%),2-0 (100.0%),2-0 (100.0%),2-3 (40.0%),2-3 (40.0%),0-0 (0.0%)
55,1966,3-11 (21.4%),8-6 (57.1%),1-0 (100.0%),0-1 (0.0%),2-5 (28.6%),5-2 (71.4%),1-0 (100.0%),0-1 (0.0%),1-5 (16.7%),5-1 (83.3%),0-0 (0.0%)
