,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
52,1969,4-9-1 (30.8%),5-9 (35.7%),4-4 (50.0%),4-4 (50.0%),3-4 (42.9%),3-4 (42.9%),3-2 (60.0%),3-2 (60.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
53,1968,9-4-1 (69.2%),7-7 (50.0%),7-0-1 (100.0%),5-3 (62.5%),4-2-1 (66.7%),3-4 (42.9%),3-0-1 (100.0%),2-2 (50.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
54,1967,6-7-1 (46.2%),6-8 (42.9%),3-1-1 (75.0%),2-3 (40.0%),3-3-1 (50.0%),2-5 (28.6%),2-1-1 (66.7%),1-3 (25.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
55,1966,8-5-1 (61.5%),5-9 (35.7%),6-3 (66.7%),2-7 (22.2%),5-1-1 (83.3%),3-4 (42.9%),4-0 (100.0%),1-3 (25.0%),0-1-1 (0.0%),1-1 (50.0%),0-0 (0.0%)
56,1965,5-9 (35.7%),5-9 (35.7%),3-6 (33.3%),2-7 (22.2%),2-5 (28.6%),2-5 (28.6%),1-4 (20.0%),0-5 (0.0%),1-1 (50.0%),2-0 (100.0%),0-0 (0.0%)
57,1964,9-3-2 (75.0%),6-8 (42.9%),7-2-1 (77.8%),3-7 (30.0%),4-1-1 (80.0%),2-4 (33.3%),3-1-1 (75.0%),1-4 (20.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
58,1963,9-5 (64.3%),7-7 (50.0%),4-2 (66.7%),2-4 (33.3%),3-4 (42.9%),1-6 (14.3%),3-2 (60.0%),1-4 (20.0%),0-2 (0.0%),0-2 (0.0%),0-0 (0.0%)
59,1962,4-9-1 (30.8%),5-9 (35.7%),1-2-1 (33.3%),1-3 (25.0%),2-4-1 (33.3%),2-5 (28.6%),1-1-1 (50.0%),1-2 (33.3%),1-3 (25.0%),1-3 (25.0%),0-0 (0.0%)
60,1961,7-7 (50.0%),9-5 (64.3%),5-1 (83.3%),5-1 (83.3%),3-4 (42.9%),3-4 (42.9%),3-1 (75.0%),3-1 (75.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
61,1960,6-5-1 (54.5%),8-4 (66.7%),4-0 (100.0%),3-1 (75.0%),3-2-1 (60.0%),3-3 (50.0%),3-0 (100.0%),2-1 (66.7%),0-2-1 (0.0%),1-2 (33.3%),0-0 (0.0%)
62,1959,2-10 (16.7%),3-9 (25.0%),1-1 (50.0%),1-1 (50.0%),2-3 (40.0%),2-3 (40.0%),1-1 (50.0%),1-1 (50.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
63,1958,2-9-1 (18.2%),4-8 (33.3%),0-0-1 (0.0%),0-1 (0.0%),1-4-1 (20.0%),2-4 (33.3%),0-0-1 (0.0%),0-1 (0.0%),1-4 (20.0%),2-3 (40.0%),0-0 (0.0%)
64,1957,3-9 (25.0%),3-9 (25.0%),0-3 (0.0%),0-3 (0.0%),0-6 (0.0%),0-6 (0.0%),0-3 (0.0%),0-3 (0.0%),0-3 (0.0%),0-3 (0.0%),0-0 (0.0%)
65,1956,7-5 (58.3%),8-4 (66.7%),3-3 (50.0%),3-3 (50.0%),4-2 (66.7%),4-2 (66.7%),2-2 (50.0%),2-2 (50.0%),2-0 (100.0%),2-0 (100.0%),0-0 (0.0%)
66,1955,4-7-1 (36.4%),7-5 (58.3%),1-0 (100.0%),1-0 (100.0%),3-2-1 (60.0%),5-1 (83.3%),1-0 (100.0%),1-0 (100.0%),2-1-1 (66.7%),4-0 (100.0%),0-0 (0.0%)
67,1954,2-10 (16.7%),6-6 (50.0%),1-1 (50.0%),1-1 (50.0%),2-4 (33.3%),3-3 (50.0%),1-0 (100.0%),1-0 (100.0%),1-4 (20.0%),2-3 (40.0%),0-0 (0.0%)
68,1953,1-10-1 (9.1%),5-7 (41.7%),0-1 (0.0%),0-1 (0.0%),0-5-1 (0.0%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),0-4-1 (0.0%),2-3 (40.0%),0-0 (0.0%)
69,1952,4-8 (33.3%),6-5 (54.5%),1-1 (50.0%),1-1 (50.0%),2-4 (33.3%),2-3 (40.0%),0-1 (0.0%),0-1 (0.0%),2-2 (50.0%),2-2 (50.0%),0-0 (0.0%)
