,year,total_su,total_ats,fav_su,fav_ats,home_su,home_ats,home_fav_su,home_fav_ats,home_dog_su,home_dog_ats,under_overs
10,2011,8-8 (50.0%),6-10 (37.5%),6-5 (54.5%),4-7 (36.4%),5-3 (62.5%),3-5 (37.5%),4-2 (66.7%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),8-8 (50.0%)
11,2010,9-7 (56.3%),9-7 (56.3%),8-7 (53.3%),8-7 (53.3%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),6-2 (75.0%),0-0 (0.0%),0-0 (0.0%),8-8 (50.0%)
12,2009,13-3 (81.3%),8-7-1 (53.3%),10-2 (83.3%),5-6-1 (45.5%),6-2 (75.0%),3-4-1 (42.9%),6-2 (75.0%),3-4-1 (42.9%),0-0 (0.0%),0-0 (0.0%),10-5-1 (66.7%)
13,2008,8-8 (50.0%),7-8-1 (46.7%),7-5 (58.3%),5-7 (41.7%),5-3 (62.5%),4-4 (50.0%),5-3 (62.5%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),8-7-1 (53.3%)
14,2007,11-5 (68.8%),11-5 (68.8%),10-3 (76.9%),10-3 (76.9%),7-1 (87.5%),7-1 (87.5%),6-1 (85.7%),6-1 (85.7%),1-0 (100.0%),1-0 (100.0%),9-6-1 (60.0%)
15,2006,14-2 (87.5%),9-7 (56.3%),13-2 (86.7%),8-7 (53.3%),8-0 (100.0%),5-3 (62.5%),8-0 (100.0%),5-3 (62.5%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
16,2005,9-7 (56.3%),9-6-1 (60.0%),6-4 (60.0%),5-5 (50.0%),4-4 (50.0%),4-4 (50.0%),4-4 (50.0%),4-4 (50.0%),0-0 (0.0%),0-0 (0.0%),6-10 (37.5%)
17,2004,12-4 (75.0%),13-2-1 (86.7%),6-0 (100.0%),5-0-1 (100.0%),7-1 (87.5%),6-1-1 (85.7%),4-0 (100.0%),3-0-1 (100.0%),3-1 (75.0%),3-1 (75.0%),9-7 (56.3%)
18,2003,4-12 (25.0%),6-10 (37.5%),1-1 (50.0%),1-1 (50.0%),2-6 (25.0%),3-5 (37.5%),1-1 (50.0%),1-1 (50.0%),1-5 (16.7%),2-4 (33.3%),10-6 (62.5%)
19,2002,8-8 (50.0%),8-8 (50.0%),3-2 (60.0%),2-3 (40.0%),5-3 (62.5%),4-4 (50.0%),2-2 (50.0%),1-3 (25.0%),3-1 (75.0%),3-1 (75.0%),8-8 (50.0%)
20,2001,5-11 (31.3%),5-10-1 (33.3%),4-5 (44.4%),3-6 (33.3%),4-4 (50.0%),3-5 (37.5%),3-3 (50.0%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
21,2000,1-15 (6.3%),7-9 (43.8%),0-1 (0.0%),0-1 (0.0%),1-7 (12.5%),2-6 (25.0%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),2-5 (28.6%),8-8 (50.0%)
22,1999,8-8 (50.0%),10-6 (62.5%),2-0 (100.0%),2-0 (100.0%),4-4 (50.0%),4-4 (50.0%),2-0 (100.0%),2-0 (100.0%),2-2 (50.0%),2-2 (50.0%),7-9 (43.8%)
23,1998,5-11 (31.3%),6-9-1 (40.0%),2-1 (66.7%),1-1-1 (50.0%),4-4 (50.0%),3-4-1 (42.9%),2-1 (66.7%),1-1-1 (50.0%),1-3 (25.0%),1-3 (25.0%),6-10 (37.5%)
24,1997,4-12 (25.0%),6-10 (37.5%),2-1 (66.7%),2-1 (66.7%),2-6 (25.0%),2-6 (25.0%),2-0 (100.0%),2-0 (100.0%),0-4 (0.0%),0-4 (0.0%),7-9 (43.8%)
25,1996,8-8 (50.0%),8-8 (50.0%),4-4 (50.0%),4-4 (50.0%),5-3 (62.5%),5-3 (62.5%),4-3 (57.1%),4-3 (57.1%),1-0 (100.0%),1-0 (100.0%),11-4-1 (73.3%)
26,1995,9-7 (56.3%),8-8 (50.0%),6-2 (75.0%),4-4 (50.0%),5-3 (62.5%),3-5 (37.5%),4-2 (66.7%),2-4 (33.3%),1-1 (50.0%),1-1 (50.0%),9-7 (56.3%)
27,1994,11-5 (68.8%),11-5 (68.8%),7-3 (70.0%),6-4 (60.0%),5-3 (62.5%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),0-1 (0.0%),0-1 (0.0%),9-7 (56.3%)
28,1993,8-8 (50.0%),7-8-1 (46.7%),5-4 (55.6%),2-6-1 (25.0%),4-4 (50.0%),2-5-1 (28.6%),4-3 (57.1%),1-5-1 (16.7%),0-1 (0.0%),1-0 (100.0%),7-9 (43.8%)
29,1992,11-5 (68.8%),12-4 (75.0%),9-1 (90.0%),9-1 (90.0%),6-2 (75.0%),6-2 (75.0%),6-1 (85.7%),6-1 (85.7%),0-1 (0.0%),0-1 (0.0%),6-9-1 (40.0%)
30,1991,4-12 (25.0%),7-6-3 (53.8%),0-2 (0.0%),0-2 (0.0%),3-5 (37.5%),5-2-1 (71.4%),0-2 (0.0%),0-2 (0.0%),3-3 (50.0%),5-0-1 (100.0%),8-7-1 (53.3%)
31,1990,6-10 (37.5%),7-8-1 (46.7%),3-4 (42.9%),3-4 (42.9%),3-5 (37.5%),3-4-1 (42.9%),3-2 (60.0%),3-2 (60.0%),0-3 (0.0%),0-2-1 (0.0%),8-8 (50.0%)
32,1989,6-10 (37.5%),10-5-1 (66.7%),1-2 (33.3%),1-2 (33.3%),4-4 (50.0%),4-4 (50.0%),1-2 (33.3%),1-2 (33.3%),3-2 (60.0%),3-2 (60.0%),3-11-2 (21.4%)
33,1988,6-10 (37.5%),8-8 (50.0%),2-0 (100.0%),2-0 (100.0%),3-5 (37.5%),3-5 (37.5%),2-0 (100.0%),2-0 (100.0%),1-4 (20.0%),1-4 (20.0%),5-11 (31.3%)
34,1987,8-7 (53.3%),6-9 (40.0%),4-3 (57.1%),2-5 (28.6%),4-3 (57.1%),2-5 (28.6%),4-2 (66.7%),2-4 (33.3%),0-1 (0.0%),0-1 (0.0%),5-7 (41.7%)
35,1986,4-12 (25.0%),7-9 (43.8%),2-3 (40.0%),2-3 (40.0%),2-6 (25.0%),4-4 (50.0%),1-3 (25.0%),1-3 (25.0%),1-3 (25.0%),3-1 (75.0%),9-7 (56.3%)
36,1985,8-8 (50.0%),7-8-1 (46.7%),4-2 (66.7%),2-3-1 (40.0%),6-2 (75.0%),5-3 (62.5%),3-1 (75.0%),2-2 (50.0%),3-1 (75.0%),3-1 (75.0%),11-5 (68.8%)
37,1984,7-9 (43.8%),8-8 (50.0%),5-4 (55.6%),4-5 (44.4%),4-4 (50.0%),3-5 (37.5%),2-2 (50.0%),1-3 (25.0%),2-2 (50.0%),2-2 (50.0%),9-7 (56.3%)
38,1983,6-10 (37.5%),5-11 (31.3%),4-6 (40.0%),2-8 (20.0%),4-4 (50.0%),4-4 (50.0%),3-2 (60.0%),2-3 (40.0%),1-2 (33.3%),2-1 (66.7%),8-8 (50.0%)
39,1982,6-3 (66.7%),6-3 (66.7%),4-2 (66.7%),4-2 (66.7%),3-1 (75.0%),3-1 (75.0%),3-1 (75.0%),3-1 (75.0%),0-0 (0.0%),0-0 (0.0%),6-3 (66.7%)
40,1981,10-6 (62.5%),7-9 (43.8%),8-6 (57.1%),5-9 (35.7%),5-3 (62.5%),3-5 (37.5%),5-3 (62.5%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),12-4 (75.0%)
41,1980,11-5 (68.8%),7-9 (43.8%),10-4 (71.4%),6-8 (42.9%),6-2 (75.0%),3-5 (37.5%),6-2 (75.0%),3-5 (37.5%),0-0 (0.0%),0-0 (0.0%),10-6 (62.5%)
42,1979,12-4 (75.0%),8-6-2 (57.1%),9-3 (75.0%),5-5-2 (50.0%),7-1 (87.5%),5-2-1 (71.4%),6-1 (85.7%),4-2-1 (66.7%),1-0 (100.0%),1-0 (100.0%),8-8 (50.0%)
43,1978,9-7 (56.3%),9-7 (56.3%),5-4 (55.6%),3-6 (33.3%),5-3 (62.5%),5-3 (62.5%),4-2 (66.7%),3-3 (50.0%),1-1 (50.0%),2-0 (100.0%),1-0 (100.0%)
44,1977,7-7 (50.0%),7-7 (50.0%),2-3 (40.0%),1-4 (20.0%),3-4 (42.9%),4-3 (57.1%),1-2 (33.3%),1-2 (33.3%),2-1 (66.7%),3-0 (100.0%),0-0 (0.0%)
45,1976,6-8 (42.9%),6-8 (42.9%),1-1 (50.0%),1-1 (50.0%),3-4 (42.9%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),2-3 (40.0%),2-3 (40.0%),0-0 (0.0%)
46,1975,2-12 (14.3%),6-8 (42.9%),0-1 (0.0%),0-1 (0.0%),1-6 (14.3%),3-4 (42.9%),0-1 (0.0%),0-1 (0.0%),1-5 (16.7%),3-3 (50.0%),0-0 (0.0%)
47,1974,5-9 (35.7%),8-6 (57.1%),1-0 (100.0%),1-0 (100.0%),3-4 (42.9%),5-2 (71.4%),1-0 (100.0%),1-0 (100.0%),2-4 (33.3%),4-2 (66.7%),0-0 (0.0%)
48,1973,2-11-1 (15.4%),5-9 (35.7%),2-0 (100.0%),2-0 (100.0%),2-5 (28.6%),3-4 (42.9%),2-0 (100.0%),2-0 (100.0%),0-5 (0.0%),1-4 (20.0%),0-0 (0.0%)
49,1972,4-9-1 (30.8%),7-7 (50.0%),2-2 (50.0%),2-2 (50.0%),2-5 (28.6%),4-3 (57.1%),2-1 (66.7%),2-1 (66.7%),0-4 (0.0%),2-2 (50.0%),0-0 (0.0%)
50,1971,6-8 (42.9%),7-7 (50.0%),4-2 (66.7%),4-2 (66.7%),6-1 (85.7%),6-1 (85.7%),4-0 (100.0%),4-0 (100.0%),2-1 (66.7%),2-1 (66.7%),0-0 (0.0%)
51,1970,5-6-3 (45.5%),7-6-1 (53.8%),2-1-1 (66.7%),0-4 (0.0%),2-3-2 (40.0%),4-3 (57.1%),1-1-1 (50.0%),0-3 (0.0%),1-2-1 (33.3%),4-0 (100.0%),0-0 (0.0%)
52,1969,8-6 (57.1%),7-7 (50.0%),6-2 (75.0%),4-4 (50.0%),5-2 (71.4%),4-3 (57.1%),4-0 (100.0%),3-1 (75.0%),1-2 (33.3%),1-2 (33.3%),0-0 (0.0%)
53,1968,9-5 (64.3%),9-5 (64.3%),8-2 (80.0%),6-4 (60.0%),4-3 (57.1%),4-3 (57.1%),4-2 (66.7%),3-3 (50.0%),0-1 (0.0%),1-0 (100.0%),0-0 (0.0%)
54,1967,8-5-1 (61.5%),7-6 (53.8%),5-1-1 (83.3%),4-3 (57.1%),5-2-1 (71.4%),4-3 (57.1%),4-0-1 (100.0%),3-2 (60.0%),0-1 (0.0%),0-1 (0.0%),0-0 (0.0%)
55,1966,7-6-1 (53.8%),5-8-1 (38.5%),7-5-1 (58.3%),5-7-1 (41.7%),5-2 (71.4%),4-3 (57.1%),5-2 (71.4%),4-3 (57.1%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
56,1965,9-2-3 (81.8%),7-6 (53.8%),7-2-3 (77.8%),6-6 (50.0%),4-1-2 (80.0%),3-3 (50.0%),3-1-2 (75.0%),3-3 (50.0%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
57,1964,8-5-1 (61.5%),5-9 (35.7%),6-4-1 (60.0%),3-8 (27.3%),4-3 (57.1%),3-4 (42.9%),4-3 (57.1%),3-4 (42.9%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
58,1963,11-3 (78.6%),8-4 (66.7%),5-3 (62.5%),4-4 (50.0%),6-1 (85.7%),3-2 (60.0%),3-1 (75.0%),2-2 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
59,1962,4-10 (28.6%),3-9-1 (25.0%),3-4 (42.9%),1-6 (14.3%),3-4 (42.9%),2-5 (28.6%),2-2 (50.0%),1-3 (25.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
60,1961,12-2 (85.7%),8-5 (61.5%),11-1 (91.7%),8-4 (66.7%),6-1 (85.7%),5-2 (71.4%),6-1 (85.7%),5-2 (71.4%),0-0 (0.0%),0-0 (0.0%),0-0 (0.0%)
61,1960,10-4 (71.4%),9-3-1 (75.0%),4-2 (66.7%),3-2-1 (60.0%),5-2 (71.4%),4-2-1 (66.7%),3-2 (60.0%),2-2-1 (50.0%),1-0 (100.0%),1-0 (100.0%),0-0 (0.0%)
