,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,San Francisco,W 19-10,Home,1-0,0-0,6.5,Un 38.5,202,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
1,09/18,Green Bay,L 10-27,Away,1-1,0-1,10.0,Un 42.0,355,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
2,09/25,Houston,W 23-20,Home,2-1,0-1,-3.0,Ov 39.5,-165,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
3,10/02,NY Giants,L 12-20,Away,2-2,0-1,3.0,Un 39.0,129,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
4,10/09,Minnesota,L 22-29,Away,2-3,0-2,8.5,Ov 43.5,310,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
5,10/13,Washington,L 7-12,Home,2-4,0-2,1.0,Un 38.5,109,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
6,10/24,New England,8:15 pm,Away,,,8.0,39.5,296,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
7,10/30,Dallas,1:00 pm,Away,,,9.5,43.5,370,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
8,11/06,Miami,1:00 pm,Home,,,3.0,0,125,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
9,11/13,Detroit,1:00 pm,Home,,,-2.0,0,-125,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
10,11/20,Atlanta,1:00 pm,Away,,,1.5,0,-110,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
11,11/27,NY Jets,1:00 pm,Away,,,2.5,0,120,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
12,12/04,Green Bay,1:00 pm,Home,,,4.5,0,160,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
13,12/18,Philadelphia,1:00 pm,Home,,,4.0,0,170,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
14,12/24,Buffalo,1:00 pm,Home,,,9.0,0,390,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
15,01/01,Detroit,1:00 pm,Away,,,1.5,0,110,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
16,01/08,Minnesota,12:00 pm,Home,,,2.5,0,110,2022-10-18 18:07:06.621495,/nfl/team/chicago-bears/
