,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/12,Seattle,L 16-17,Away,0-1,0-0,-6.0,Un 43.5,-275,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
1,09/18,Houston,W 16-9,Home,1-1,0-0,-10.5,Un 45.5,-515,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
2,09/25,San Francisco,W 11-10,Home,2-1,0-0,+1.0,Un 44.5,100,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
3,10/02,Las Vegas,4:25 pm,Away,,,+2.0,44.5,110,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
4,10/06,Indianapolis,8:15 pm,Home,,,-3.0,0,-155,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
5,10/17,LA Chargers,8:15 pm,Away,,,+3.0,0,140,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
6,10/23,NY Jets,4:05 pm,Home,,,-10.0,0,-340,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
7,10/30,Jacksonville,9:30 am,Neutral,,,-6.5,47.0,-250,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
8,11/13,Tennessee,1:00 pm,Away,,,+1.0,0,-110,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
9,11/20,Las Vegas,4:05 pm,Home,,,-4.5,0,-150,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
10,11/27,Carolina,1:00 pm,Away,,,-3.0,0,-135,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
11,12/04,Baltimore,1:00 pm,Away,,,+1.5,0,105,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
12,12/11,Kansas City,8:20 pm,Home,,,+2.0,0,-110,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
13,12/18,Arizona,4:05 pm,Home,,,-3.5,0,-205,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
14,12/25,LA Rams,4:30 pm,Away,,,+2.5,49.5,122,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
15,01/01,Kansas City,1:00 pm,Away,,,+4.5,0,160,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
16,01/08,LA Chargers,12:00 pm,Home,,,(Pick),0,-110,2022-09-26 17:23:14.178725,/nfl/team/denver-broncos/
