,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,NY Giants,L 20-21,Home,0-1,0-0,-5.5,Un 44.0,-240,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
1,09/19,Buffalo,L 7-41,Away,0-2,0-0,10.0,Ov 47.5,355,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
2,09/25,Las Vegas,1:00 pm,Home,,,2.5,45.5,116,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
3,10/02,Indianapolis,1:00 pm,Away,,,3.5,44.5,136,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
4,10/09,Washington,1:00 pm,Away,,,-1.0,0,-110,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
5,10/23,Indianapolis,1:00 pm,Home,,,-1.5,0,-110,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
6,10/30,Houston,4:05 pm,Away,,,-5.0,0,-215,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
7,11/06,Kansas City,8:20 pm,Away,,,8.0,0,210,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
8,11/13,Denver,1:00 pm,Home,,,-1.0,0,-110,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
9,11/17,Green Bay,8:15 pm,Away,,,6.0,0,170,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
10,11/27,Cincinnati,1:00 pm,Home,,,-2.5,0,-110,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
11,12/04,Philadelphia,1:00 pm,Away,,,1.5,0,115,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
12,12/11,Jacksonville,1:00 pm,Home,,,-7.5,0,-275,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
13,12/18,LA Chargers,4:25 pm,Away,,,4.5,0,195,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
14,12/24,Houston,1:00 pm,Home,,,-9.0,0,-435,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
15,12/29,Dallas,8:15 pm,Home,,,-1.5,0,-130,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
16,01/08,Jacksonville,12:00 pm,Away,,,-3.0,0,-150,2022-09-22 18:18:48.164595,/nfl/team/tennessee-titans/
