,Rank,Player,Team,Pos,Value,asof,url
0,1,Riley Patterson,Jacksonville Jaguars,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
1,1,Eddy Pineiro,Carolina Panthers,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
2,1,Justin Tucker,Baltimore Ravens,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
3,1,Graham Gano,New York Giants,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
4,1,Greg Zuerlein,New York Jets,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
5,1,Evan McPherson,Cincinnati Bengals,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
6,1,Cairo Santos,Chicago Bears,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
7,1,Cade York,Cleveland Browns,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
8,1,Daniel Carlson,Las Vegas Raiders,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
9,1,Robbie Gould,San Francisco 49ers,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
10,1,Harrison Butker,Kansas City Chiefs,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
11,1,Matt Gay,Los Angeles Rams,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
12,1,Jason Myers,Seattle Seahawks,K,100.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
13,14,Chris Boswell,Pittsburgh Steelers,K,80.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
14,14,Brett Maher,Dallas Cowboys,K,80.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
15,16,Younghoe Koo,Atlanta Falcons,K,75.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
16,17,Wil Lutz,New Orleans Saints,K,66.7%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
17,18,Nick Folk,New England Patriots,K,50.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
18,18,Brandon McManus,Denver Broncos,K,50.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
19,18,Chase McLaughlin,Indianapolis Colts,KR,50.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
20,21,Greg Joseph,Minnesota Vikings,K,33.3%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
21,22,Jason Sanders,Miami Dolphins,K,0.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
22,22,Austin Seibert,Detroit Lions,K,0.0%,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
23,24,Chuma Edoga,Atlanta Falcons,T,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
24,24,Brandin Cooks,Houston Texans,WR,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
25,24,Dre Greenlaw,San Francisco 49ers,LB,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
26,24,Ross Blacklock,Minnesota Vikings,DL,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
27,24,Tariq Castro-Fields,Washington Commanders,CB,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
28,24,Tyler Smith,Dallas Cowboys,OL,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
29,24,Henry Anderson,Carolina Panthers,DE,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
30,24,Darious Williams,Jacksonville Jaguars,CB,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
31,24,Kendall Blanton,Los Angeles Rams,TE,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
32,24,Camryn Bynum,Minnesota Vikings,S,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
33,24,D'Andre Swift,Detroit Lions,RB,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
34,24,Chris Claybrooks,Jacksonville Jaguars,CB,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
35,24,Corey Linsley,Los Angeles Chargers,C,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
36,24,Tre Flowers,Cincinnati Bengals,CB,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
37,24,Isaiah McKenzie,Buffalo Bills,WR,0,2022-10-05 16:58:39.400058,/nfl/player-stat/field-goal-percentage-50-plus
