,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Seattle,72.40%,68.48%,67.65%,71.53%,73.45%,65.45%,2022-11-02,/nfl/stat/completion-pct
1,2,LA Rams,70.38%,70.00%,66.67%,71.12%,68.49%,67.42%,2022-11-02,/nfl/stat/completion-pct
2,3,Cincinnati,69.28%,76.32%,71.43%,69.29%,69.27%,69.05%,2022-11-02,/nfl/stat/completion-pct
3,4,Indianapolis,68.75%,73.60%,73.91%,72.90%,64.85%,62.19%,2022-11-02,/nfl/stat/completion-pct
4,5,New England,68.22%,67.01%,68.57%,69.14%,67.74%,67.71%,2022-11-02,/nfl/stat/completion-pct
5,6,Philadelphia,66.82%,67.03%,66.67%,69.37%,64.08%,61.45%,2022-11-02,/nfl/stat/completion-pct
6,7,Minnesota,66.54%,71.30%,66.67%,68.87%,63.48%,65.89%,2022-11-02,/nfl/stat/completion-pct
7,8,Green Bay,66.43%,63.64%,63.33%,64.76%,67.42%,67.85%,2022-11-02,/nfl/stat/completion-pct
8,9,Kansas City,66.17%,66.39%,69.44%,66.10%,66.22%,67.42%,2022-11-02,/nfl/stat/completion-pct
9,10,Miami,66.10%,67.80%,80.56%,64.44%,67.52%,65.69%,2022-11-02,/nfl/stat/completion-pct
10,11,Arizona,65.96%,67.27%,70.45%,65.27%,66.67%,69.44%,2022-11-02,/nfl/stat/completion-pct
11,12,LA Chargers,65.91%,64.79%,64.71%,64.71%,67.77%,65.73%,2022-11-02,/nfl/stat/completion-pct
12,13,Tampa Bay,65.88%,62.41%,59.09%,68.95%,62.00%,67.03%,2022-11-02,/nfl/stat/completion-pct
13,14,Pittsburgh,65.08%,69.30%,67.50%,65.17%,65.05%,64.12%,2022-11-02,/nfl/stat/completion-pct
14,15,New Orleans,64.79%,63.79%,74.19%,63.64%,65.79%,58.13%,2022-11-02,/nfl/stat/completion-pct
15,16,Buffalo,64.58%,61.39%,52.00%,60.40%,67.06%,64.57%,2022-11-02,/nfl/stat/completion-pct
16,17,NY Giants,64.57%,62.50%,54.84%,61.40%,67.89%,59.19%,2022-11-02,/nfl/stat/completion-pct
17,18,Detroit,64.00%,68.37%,72.97%,64.19%,63.73%,66.78%,2022-11-02,/nfl/stat/completion-pct
18,19,Tennessee,63.75%,61.82%,60.00%,65.00%,62.50%,66.91%,2022-11-02,/nfl/stat/completion-pct
19,20,San Francisco,63.75%,70.80%,84.62%,61.86%,64.94%,65.65%,2022-11-02,/nfl/stat/completion-pct
20,21,Cleveland,63.67%,63.16%,73.91%,63.75%,63.54%,61.54%,2022-11-02,/nfl/stat/completion-pct
21,22,Washington,63.18%,63.95%,74.19%,62.58%,63.83%,64.73%,2022-11-02,/nfl/stat/completion-pct
22,23,Baltimore,62.98%,61.63%,71.05%,65.09%,61.24%,64.81%,2022-11-02,/nfl/stat/completion-pct
23,24,Las Vegas,62.95%,65.63%,58.97%,67.00%,60.26%,67.16%,2022-11-02,/nfl/stat/completion-pct
24,25,Atlanta,62.92%,74.55%,71.43%,63.83%,61.90%,65.79%,2022-11-02,/nfl/stat/completion-pct
25,26,Houston,62.87%,64.21%,56.67%,64.71%,61.48%,64.84%,2022-11-02,/nfl/stat/completion-pct
26,27,Jacksonville,62.23%,61.86%,58.06%,59.50%,64.33%,59.77%,2022-11-02,/nfl/stat/completion-pct
27,28,Dallas,60.76%,64.44%,77.78%,62.50%,57.65%,67.73%,2022-11-02,/nfl/stat/completion-pct
28,29,Chicago,58.75%,62.50%,75.00%,49.18%,64.65%,61.25%,2022-11-02,/nfl/stat/completion-pct
29,30,Denver,57.66%,54.81%,60.00%,53.02%,63.20%,65.43%,2022-11-02,/nfl/stat/completion-pct
30,31,Carolina,57.56%,60.76%,52.78%,59.87%,53.49%,58.10%,2022-11-02,/nfl/stat/completion-pct
31,32,NY Jets,57.19%,54.12%,48.78%,57.23%,57.14%,59.20%,2022-11-02,/nfl/stat/completion-pct
