,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Tampa Bay,L 3-19,Home,0-1,0-0,2.5,Un 49.5,121,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
1,09/18,Cincinnati,W 20-17,Home,1-1,0-0,7.0,Un 42.0,254,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
2,09/26,NY Giants,W 23-16,Away,2-1,1-0,1.0,Ov 38.5,106,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
3,10/02,Washington,W 25-10,Home,3-1,2-0,-3.0,Un 41.0,-160,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
4,10/09,LA Rams,W 22-10,Away,4-1,2-0,5.0,Un 41.5,190,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
5,10/16,Philadelphia,L 17-26,Away,4-2,2-1,6.5,Ov 42.5,247,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
6,10/23,Detroit,W 24-6,Home,5-2,2-1,-7.0,Un 49.5,-300,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
7,10/30,Chicago,W 49-29,Home,6-2,2-1,-9.5,Ov 43.0,-433,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
8,11/13,Green Bay,L 28-31,Away,6-3,2-1,-3.5,Ov 44.5,-191,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
9,11/20,Minnesota,W 40-3,Away,7-3,2-1,-2.0,Un 48.5,-130,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
10,11/24,NY Giants,4:30 pm,Home,,,-10.0,45.5,-440,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
11,12/04,Indianapolis,8:20 pm,Home,,,-9.5,42.5,-390,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
12,12/11,Houston,1:00 pm,Home,,,-10.5,0,-410,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
13,12/18,Jacksonville,1:00 pm,Away,,,-5.0,0,-150,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
14,12/24,Philadelphia,4:25 pm,Home,,,-3.5,0,-175,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
15,12/29,Tennessee,8:15 pm,Away,,,1.5,0,110,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
16,01/08,Washington,12:00 pm,Away,,,-1.0,0,-120,2022-11-23 18:37:19.431569,/nfl/team/dallas-cowboys/
