,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,LA Chargers,L 19-24,Away,0-1,0-1,3.5,Un 52.5,163,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
1,09/18,Arizona,L 23-29,Home,0-2,0-1,-5.5,Pu 52.0,-240,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
2,09/25,Tennessee,L 22-24,Away,0-3,0-1,-2.0,Ov 45.5,-130,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
3,10/02,Denver,W 32-23,Home,1-3,1-1,-2.5,Ov 45.5,-140,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
4,10/10,Kansas City,L 29-30,Away,1-4,1-2,7.0,Ov 51.5,275,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
5,10/23,Houston,W 38-20,Home,2-4,1-2,-7.0,Ov 46.0,-313,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
6,10/30,New Orleans,L 0-24,Away,2-5,1-2,-1.0,Un 48.5,-125,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
7,11/06,Jacksonville,L 20-27,Away,2-6,1-2,-2.5,Un 48.0,-140,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
8,11/13,Indianapolis,L 20-25,Home,2-7,1-2,-4.0,Ov 41.5,-210,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
9,11/20,Denver,W 22-16,Away,3-7,2-2,2.5,Un 41.5,125,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
10,11/27,Seattle,W 40-34,Away,4-7,2-2,4.0,Ov 48.0,169,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
11,12/04,LA Chargers,4:25 pm,Home,,,1.5,50.5,104,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
12,12/08,LA Rams,8:15 pm,Away,,,-5.5,43.0,-205,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
13,12/18,New England,8:20 pm,Home,,,-2.0,0,-150,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
14,12/24,Pittsburgh,8:15 pm,Away,,,1.5,0,-130,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
15,01/01,San Francisco,4:05 pm,Home,,,-1.5,0,-130,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
16,01/08,Kansas City,12:00 pm,Home,,,2.0,0,110,2022-11-30 02:28:38.856410,/nfl/team/las-vegas-raiders/
