,Rank,Player,Team,Pos,Value,asof,url
0,1,Matthew Judon,New England Patriots,LB,84,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
1,2,Maxx Crosby,Las Vegas Raiders,DE,79,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
2,3,Nick Bosa,San Francisco 49ers,DL,76,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
3,4,Haason Reddick,Philadelphia Eagles,LB,71,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
4,5,Za'Darius Smith,Minnesota Vikings,LB,71,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
5,6,Micah Parsons,Dallas Cowboys,LB,69,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
6,7,Alex Highsmith,Pittsburgh Steelers,LB,67,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
7,8,Justin Houston,Baltimore Ravens,LB,59,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
8,9,Quinnen Williams,New York Jets,DL,59,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
9,10,Jeffery Simmons,Tennessee Titans,DT,56,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
10,10,Jerry Hughes,Houston Texans,DL,56,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
11,12,Chris Jones,Kansas City Chiefs,DT,54,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
12,12,Von Miller,Buffalo Bills,LB,54,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
13,14,Jonathan Allen,Washington Commanders,DT,54,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
14,15,Denico Autry,Tennessee Titans,DL,53,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
15,16,Cameron Jordan,New Orleans Saints,DE,52,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
16,17,Brian Burns,Carolina Panthers,DE,50,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
17,17,Myles Garrett,Cleveland Browns,DE,50,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
18,19,Daron Payne,Washington Commanders,DT,49,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
19,20,Javon Hargrave,Philadelphia Eagles,DT,48,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
20,20,Khalil Mack,Los Angeles Chargers,LB,48,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
21,22,Bradley Chubb,Miami Dolphins,LB,48,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
22,23,Dorance Armstrong,Dallas Cowboys,DE,47,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
23,23,J.J. Watt,Arizona Cardinals,DE,47,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
24,25,Grady Jarrett,Atlanta Falcons,DL,46,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
25,25,Montez Sweat,Washington Commanders,DE,46,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
26,27,Vita Vea,Tampa Bay Buccaneers,DL,46,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
27,28,Rashan Gary,Green Bay Packers,LB,45,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
28,29,Dre'Mont Jones,Denver Broncos,DE,44,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
29,29,Uchenna Nwosu,Seattle Seahawks,LB,44,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
30,31,Aaron Donald,Los Angeles Rams,DL,42,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
31,31,Dante Fowler Jr.,Dallas Cowboys,DE,42,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
32,33,Demario Davis,New Orleans Saints,LB,42,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
33,34,Danielle Hunter,Minnesota Vikings,LB,40,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
34,35,Trey Hendrickson,Cincinnati Bengals,DE,39,2022-11-23 18:36:58.008263,/nfl/player-stat/defense-sack-yards
