,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Cincinnati,56.64%,57.14%,52.78%,57.33%,56.29%,65.82%,2022-10-18,/nfl/stat/opponent-completion-pct
1,2,Philadelphia,56.77%,55.34%,47.37%,52.34%,60.66%,69.97%,2022-10-18,/nfl/stat/opponent-completion-pct
2,3,Houston,57.61%,58.25%,53.19%,66.29%,49.47%,66.48%,2022-10-18,/nfl/stat/opponent-completion-pct
3,4,Washington,57.89%,55.70%,51.85%,59.80%,55.68%,67.00%,2022-10-18,/nfl/stat/opponent-completion-pct
4,5,NY Giants,58.06%,56.99%,53.13%,55.26%,62.50%,65.79%,2022-10-18,/nfl/stat/opponent-completion-pct
5,6,New England,58.57%,53.04%,46.67%,57.81%,58.90%,60.39%,2022-10-18,/nfl/stat/opponent-completion-pct
6,7,Cleveland,60.73%,60.92%,70.59%,64.14%,50.00%,63.72%,2022-10-18,/nfl/stat/opponent-completion-pct
7,8,Pittsburgh,60.78%,58.41%,62.50%,58.04%,63.33%,64.01%,2022-10-18,/nfl/stat/opponent-completion-pct
8,9,Dallas,62.09%,62.16%,60.00%,63.81%,60.38%,59.65%,2022-10-18,/nfl/stat/opponent-completion-pct
9,10,New Orleans,62.18%,69.31%,75.68%,64.58%,59.79%,62.33%,2022-10-18,/nfl/stat/opponent-completion-pct
10,11,Tampa Bay,62.20%,61.96%,66.67%,65.98%,58.93%,65.18%,2022-10-18,/nfl/stat/opponent-completion-pct
11,12,Denver,63.44%,63.64%,64.91%,58.33%,68.07%,60.68%,2022-10-18,/nfl/stat/opponent-completion-pct
12,13,NY Jets,63.64%,60.95%,62.22%,59.00%,68.37%,68.31%,2022-10-18,/nfl/stat/opponent-completion-pct
13,14,Jacksonville,63.68%,69.16%,72.41%,59.26%,65.09%,69.43%,2022-10-18,/nfl/stat/opponent-completion-pct
14,15,Chicago,64.24%,67.50%,54.55%,54.88%,73.49%,65.83%,2022-10-18,/nfl/stat/opponent-completion-pct
15,16,Buffalo,64.56%,65.29%,62.50%,60.53%,66.92%,57.84%,2022-10-18,/nfl/stat/opponent-completion-pct
16,17,Carolina,64.71%,70.53%,78.79%,61.31%,71.64%,65.44%,2022-10-18,/nfl/stat/opponent-completion-pct
17,18,LA Chargers,65.38%,63.92%,53.57%,62.50%,68.27%,63.86%,2022-10-18,/nfl/stat/opponent-completion-pct
18,19,Baltimore,65.69%,63.27%,70.37%,65.29%,66.10%,63.93%,2022-10-18,/nfl/stat/opponent-completion-pct
19,20,Detroit,65.88%,69.57%,80.95%,65.74%,66.13%,65.99%,2022-10-18,/nfl/stat/opponent-completion-pct
20,21,San Francisco,65.95%,67.31%,92.86%,70.89%,62.26%,67.42%,2022-10-18,/nfl/stat/opponent-completion-pct
21,22,Seattle,65.96%,65.69%,62.16%,65.66%,66.29%,67.33%,2022-10-18,/nfl/stat/opponent-completion-pct
22,23,LA Rams,66.48%,60.94%,61.90%,70.21%,62.35%,64.86%,2022-10-18,/nfl/stat/opponent-completion-pct
23,24,Tennessee,67.40%,65.83%,65.79%,66.67%,67.83%,63.61%,2022-10-18,/nfl/stat/opponent-completion-pct
24,25,Miami,67.80%,66.27%,66.67%,67.48%,68.29%,61.35%,2022-10-18,/nfl/stat/opponent-completion-pct
25,26,Indianapolis,68.11%,70.73%,90.91%,72.15%,65.09%,65.33%,2022-10-18,/nfl/stat/opponent-completion-pct
26,27,Arizona,68.45%,66.02%,64.52%,74.00%,63.21%,65.80%,2022-10-18,/nfl/stat/opponent-completion-pct
27,28,Las Vegas,68.54%,68.42%,67.44%,64.86%,71.15%,66.25%,2022-10-18,/nfl/stat/opponent-completion-pct
28,29,Minnesota,68.60%,67.71%,63.83%,65.35%,71.70%,64.06%,2022-10-18,/nfl/stat/opponent-completion-pct
29,30,Kansas City,68.98%,69.67%,67.50%,66.95%,70.87%,65.84%,2022-10-18,/nfl/stat/opponent-completion-pct
30,31,Atlanta,69.01%,66.41%,70.73%,66.36%,71.21%,67.76%,2022-10-18,/nfl/stat/opponent-completion-pct
31,32,Green Bay,70.86%,69.70%,55.56%,64.00%,74.26%,62.70%,2022-10-18,/nfl/stat/opponent-completion-pct
