,Date,Opponent,Result,Location,W/L,Div,asof,url
0,09/12,Seattle,L 16-17,Away,0-1,0-0,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
1,09/18,Houston,W 16-9,Home,1-1,0-0,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
2,09/25,San Francisco,8:20 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
3,10/02,Las Vegas,4:25 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
4,10/06,Indianapolis,8:15 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
5,10/17,LA Chargers,8:15 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
6,10/23,NY Jets,4:05 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
7,10/30,Jacksonville,9:30 am,Neutral,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
8,11/13,Tennessee,1:00 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
9,11/20,Las Vegas,4:05 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
10,11/27,Carolina,1:00 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
11,12/04,Baltimore,1:00 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
12,12/11,Kansas City,8:20 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
13,12/18,Arizona,4:05 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
14,12/25,LA Rams,4:30 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
15,01/01,Kansas City,1:00 pm,Away,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
16,01/08,LA Chargers,12:00 pm,Home,,,2022-09-22 17:54:28.696250,/nfl/team/denver-broncos/
