,Rank,Player,Team,Pos,Value,asof,url
0,1,Mitch Wishnowsky,San Francisco 49ers,P,59.3%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
1,2,Pat O'Donnell,Green Bay Packers,P,50.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
2,2,Ryan Wright,Minnesota Vikings,P,50.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
3,4,Cameron Johnston,Houston Texans,P,48.7%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
4,5,AJ Cole,Las Vegas Raiders,P,48.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
5,6,Thomas Morstead,Miami Dolphins,P,45.2%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
6,7,Tress Way,Washington Commanders,P,44.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
7,7,Corey Bojorquez,Cleveland Browns,P,44.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
8,9,Matt Haack,Indianapolis Colts,P,43.9%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
9,10,Johnny Hekker,Carolina Panthers,P,42.2%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
10,10,Corliss Waitman,Denver Broncos,P,42.2%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
11,12,Arryn Siposs,Philadelphia Eagles,P,41.9%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
12,13,JK Scott,Los Angeles Chargers,P,40.6%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
13,14,Tommy Townsend,Kansas City Chiefs,P,40.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
14,14,Sam Martin,Buffalo Bills,P,40.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
15,16,Ryan Stonehouse,Tennessee Titans,P,39.5%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
16,17,Jordan Stout,Baltimore Ravens,P,37.9%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
17,18,Bryan Anger,Dallas Cowboys,P,37.1%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
18,19,Jake Camarda,Tampa Bay Buccaneers,P,36.4%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
19,20,Blake Gillikin,New Orleans Saints,P,33.3%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
20,21,Jake Bailey,New England Patriots,P,32.4%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
21,22,Logan Cooke,Jacksonville Jaguars,P,31.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
22,23,Jamie Gillan,New York Giants,P,30.3%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
23,24,Braden Mann,New York Jets,P,30.2%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
24,25,Michael Dickson,Seattle Seahawks,P,30.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
25,26,Bradley Pinion,Atlanta Falcons,P,29.4%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
26,27,Kevin Huber,Cincinnati Bengals,P,29.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
27,28,Trenton Gill,Chicago Bears,P,27.3%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
28,29,Pressley Harvin III,Pittsburgh Steelers,P,25.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
29,29,Jack Fox,Detroit Lions,P,25.0%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
30,31,Riley Dixon,Los Angeles Rams,P,22.9%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
31,32,Andy Lee,Arizona Cardinals,P,19.4%,2022-11-08 07:24:11.878178,/nfl/player-stat/punting-inside-twenty-percentage
