,Date,Opponent,Result,Location,W/L,Div,asof,url
0,09/11,Kansas City,L 21-44,Home,0-1,0-0,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
1,09/18,Las Vegas,W 29-23,Away,1-1,0-0,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
2,09/25,LA Rams,4:25 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
3,10/02,Carolina,4:05 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
4,10/09,Philadelphia,4:25 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
5,10/16,Seattle,4:05 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
6,10/20,New Orleans,8:15 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
7,10/30,Minnesota,1:00 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
8,11/06,Seattle,4:05 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
9,11/13,LA Rams,4:25 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
10,11/21,San Francisco,8:15 pm,Neutral,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
11,11/27,LA Chargers,4:05 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
12,12/12,New England,8:15 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
13,12/18,Denver,4:05 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
14,12/25,Tampa Bay,8:20 pm,Home,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
15,01/01,Atlanta,1:00 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
16,01/08,San Francisco,12:00 pm,Away,,,2022-09-22 17:54:15.101141,/nfl/team/arizona-cardinals/
