,Rank,Player,Team,Pos,Value,asof,url
0,1,Saquon Barkley,New York Giants,RB,236,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
1,2,Nick Chubb,Cleveland Browns,RB,228,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
2,3,Jonathan Taylor,Indianapolis Colts,RB,215,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
3,4,D'Andre Swift,Detroit Lions,RB,200,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
4,5,Leonard Fournette,Tampa Bay Buccaneers,RB,192,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
5,6,Aaron Jones,Green Bay Packers,RB,181,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
6,7,Miles Sanders,Philadelphia Eagles,RB,176,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
7,8,Cordarrelle Patterson,Atlanta Falcons,RB,161,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
8,9,David Montgomery,Chicago Bears,RB,148,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
9,10,Jalen Hurts,Philadelphia Eagles,QB,147,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
10,11,Joe Mixon,Cincinnati Bengals,HB,139,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
11,12,Lamar Jackson,Baltimore Ravens,QB,136,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
12,13,Christian McCaffrey,Carolina Panthers,RB,135,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
13,14,James Robinson,Jacksonville Jaguars,RB,130,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
14,15,Josh Jacobs,Las Vegas Raiders,RB,126,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
15,16,Damien Harris,New England Patriots,RB,119,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
16,17,Javonte Williams,Denver Broncos,RB,118,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
17,18,Clyde Edwards-Helaire,Kansas City Chiefs,RB,116,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
18,19,Dalvin Cook,Minnesota Vikings,RB,107,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
19,19,Derrick Henry,Tennessee Titans,RB,107,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
20,21,Jeff Wilson Jr.,San Francisco 49ers,RB,106,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
21,21,AJ Dillon,Green Bay Packers,RB,106,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
22,23,Melvin Gordon III,Denver Broncos,RB,105,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
23,23,Deebo Samuel,San Francisco 49ers,WR,105,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
24,23,Ezekiel Elliott,Dallas Cowboys,RB,105,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
25,26,Kareem Hunt,Cleveland Browns,RB,104,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
26,27,Dameon Pierce,Houston Texans,RB,102,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
27,28,Taysom Hill,New Orleans Saints,TE,95,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
28,29,Darrell Henderson Jr.,Los Angeles Rams,RB,94,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
29,30,Marcus Mariota,Atlanta Falcons,QB,88,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
30,31,Antonio Gibson,Washington Commanders,RB,86,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
31,32,Michael Carter,New York Jets,RB,83,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
32,32,Khalil Herbert,Chicago Bears,RB,83,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
33,34,Mark Ingram II,New Orleans Saints,RB,82,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
34,35,Jamaal Williams,Detroit Lions,RB,81,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
35,36,Rashaad Penny,Seattle Seahawks,RB,75,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
36,36,Austin Ekeler,Los Angeles Chargers,RB,75,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
37,38,Breece Hall,New York Jets,RB,73,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
38,38,Joe Burrow,Cincinnati Bengals,QB,73,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
39,40,Najee Harris,Pittsburgh Steelers,RB,72,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
40,40,Rhamondre Stevenson,New England Patriots,RB,72,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
41,42,Amon-Ra St. Brown,Detroit Lions,WR,68,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
42,42,Isaih Pacheco,Kansas City Chiefs,RB,68,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
43,44,Trey Lance,San Francisco 49ers,QB,67,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
44,44,Travis Etienne Jr.,Jacksonville Jaguars,RB,67,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
45,44,Devin Singletary,Buffalo Bills,RB,67,2022-09-22 15:15:30.529482,/nfl/player-stat/rushing-net-yards
