,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,NY Jets,W 24-9,Away,1-0,0-0,-6.5,Un 44.0,-285,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
1,09/18,Miami,L 38-42,Home,1-1,0-0,-3.0,Ov 44.0,-171,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
2,09/25,New England,W 37-26,Away,2-1,0-0,-2.5,Ov 45.0,-140,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
3,10/02,Buffalo,L 20-23,Home,2-2,0-0,+3.0,Un 50.5,155,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
4,10/09,Cincinnati,W 19-17,Home,3-2,1-0,-3.0,Un 47.5,-170,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
5,10/16,NY Giants,1:00 pm,Away,,,-5.0,45.0,-235,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
6,10/23,Cleveland,1:00 pm,Home,,,-6.0,44.5,-260,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
7,10/27,Tampa Bay,8:15 pm,Away,,,+4.5,0,140,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
8,11/07,New Orleans,8:15 pm,Away,,,(Pick),0,-120,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
9,11/20,Carolina,1:00 pm,Home,,,-5.5,0,-240,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
10,11/27,Jacksonville,1:00 pm,Away,,,-6.0,0,-170,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
11,12/04,Denver,1:00 pm,Home,,,-1.5,0,-125,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
12,12/11,Pittsburgh,1:00 pm,Away,,,-3.0,0,-130,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
13,12/18,Cleveland,12:00 pm,Away,,,+1.0,0,-105,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
14,12/24,Atlanta,1:00 pm,Home,,,-8.5,0,-435,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
15,01/01,Pittsburgh,1:00 pm,Home,,,-5.5,0,-245,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
16,01/08,Cincinnati,12:00 pm,Away,,,+3.0,0,140,2022-10-11 16:28:27.852242,/nfl/team/baltimore-ravens/
