,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Atlanta,W 27-26,Away,1-0,1-0,-5.5,Ov 43.5,-225,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
1,09/18,Tampa Bay,L 10-20,Home,1-1,1-1,2.5,Un 43.5,128,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
2,09/25,Carolina,L 14-22,Away,1-2,1-2,-2.0,Un 40.5,-124,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
3,10/02,Minnesota,L 25-28,Neutral,1-3,1-2,4.0,Ov 42.0,175,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
4,10/09,Seattle,W 39-32,Home,2-3,1-2,-5.5,Ov 45.0,-240,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
5,10/16,Cincinnati,L 26-30,Home,2-4,1-2,3.0,Ov 42.5,148,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
6,10/20,Arizona,L 34-42,Away,2-5,1-2,2.5,Ov 44.0,125,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
7,10/30,Las Vegas,W 24-0,Home,3-5,1-2,1.0,Un 48.5,105,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
8,11/07,Baltimore,L 13-27,Home,3-6,1-2,1.5,Un 46.0,105,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
9,11/13,Pittsburgh,1:00 pm,Away,,,-2.5,41.5,-143,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
10,11/20,LA Rams,1:00 pm,Home,,,2.0,0,125,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
11,11/27,San Francisco,4:25 pm,Away,,,5.0,0,175,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
12,12/05,Tampa Bay,8:15 pm,Away,,,6.5,0,230,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
13,12/18,Atlanta,12:00 pm,Home,,,-8.0,0,-305,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
14,12/24,Cleveland,1:00 pm,Away,,,3.0,0,135,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
15,01/01,Philadelphia,1:00 pm,Away,,,3.0,0,130,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
16,01/08,Carolina,12:00 pm,Home,,,-3.0,0,-155,2022-11-08 07:24:51.385967,/nfl/team/new-orleans-saints/
