,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Arizona,W 44-21,Away,1-0,0-0,-6.0,Ov 54.0,-260,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
1,09/15,LA Chargers,W 27-24,Home,2-0,1-0,-4.0,Un 52.5,-195,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
2,09/25,Indianapolis,L 17-20,Away,2-1,1-0,-4.5,Un 51.0,-225,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
3,10/02,Tampa Bay,W 41-31,Away,3-1,1-0,2.0,Ov 47.0,110,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
4,10/10,Las Vegas,W 30-29,Home,4-1,2-0,-7.0,Ov 51.5,-350,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
5,10/16,Buffalo,L 20-24,Home,4-2,2-0,2.5,Un 54.0,130,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
6,10/23,San Francisco,W 44-23,Away,5-2,2-0,-0.5,Ov 48.5,-107,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
7,11/06,Tennessee,W 20-17,Home,6-2,2-0,-14.0,Un 45.0,-775,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
8,11/13,Jacksonville,W 27-17,Home,7-2,2-0,-9.5,Un 51.5,-425,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
9,11/20,LA Chargers,W 30-27,Away,8-2,3-0,-5.5,Ov 53.0,-226,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
10,11/27,LA Rams,W 26-10,Home,9-2,3-0,-16.0,Un 42.0,-1240,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
11,12/04,Cincinnati,4:25 pm,Away,,,-2.0,52.5,-129,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
12,12/11,Denver,8:20 pm,Away,,,-7.5,42.5,-300,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
13,12/18,Houston,1:00 pm,Away,,,-10.5,0,-520,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
14,12/24,Seattle,1:00 pm,Home,,,-11.0,0,-625,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
15,01/01,Denver,1:00 pm,Home,,,-4.5,0,-190,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
16,01/08,Las Vegas,12:00 pm,Away,,,-2.0,0,-130,2022-11-30 02:28:37.639556,/nfl/team/kansas-city-chiefs/
