,Rank,Player,Team,Pos,Value,asof,url
0,1,Tyreek Hill,Miami Dolphins,WR,701,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
1,2,Stefon Diggs,Buffalo Bills,WR,656,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
2,3,Justin Jefferson,Minnesota Vikings,WR,654,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
3,4,Cooper Kupp,Los Angeles Rams,WR,607,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
4,5,Jaylen Waddle,Miami Dolphins,WR,533,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
5,6,A.J. Brown,Philadelphia Eagles,WR,503,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
6,7,Marquise Brown,Arizona Cardinals,WR,485,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
7,8,Ja'Marr Chase,Cincinnati Bengals,WR,475,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
8,9,Travis Kelce,Kansas City Chiefs,TE,455,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
9,9,Mark Andrews,Baltimore Ravens,TE,455,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
10,11,Courtland Sutton,Denver Broncos,WR,431,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
11,12,Tyler Lockett,Seattle Seahawks,WR,423,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
12,13,Michael Pittman Jr.,Indianapolis Colts,WR,417,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
13,14,Davante Adams,Las Vegas Raiders,WR,414,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
14,15,Mike Williams,Los Angeles Chargers,WR,409,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
15,15,CeeDee Lamb,Dallas Cowboys,WR,409,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
16,17,DK Metcalf,Seattle Seahawks,WR,406,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
17,18,DeVonta Smith,Philadelphia Eagles,WR,397,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
18,19,Chris Olave,New Orleans Saints,WR,389,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
19,20,Gabe Davis,Buffalo Bills,WR,383,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
20,21,JuJu Smith-Schuster,Kansas City Chiefs,WR,370,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
21,22,Terry McLaurin,Washington Commanders,WR,367,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
22,23,Christian Kirk,Jacksonville Jaguars,WR,362,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
23,23,Tee Higgins,Cincinnati Bengals,WR,362,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
24,25,Mike Evans,Tampa Bay Buccaneers,WR,358,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
25,26,Dallas Goedert,Philadelphia Eagles,TE,357,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
26,27,Corey Davis,New York Jets,WR,351,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
27,28,Amari Cooper,Cleveland Browns,WR,348,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
28,29,David Njoku,Cleveland Browns,TE,347,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
29,30,Deebo Samuel,San Francisco 49ers,WR,345,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
30,31,Josh Reynolds,Detroit Lions,WR,335,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
31,32,Jakobi Meyers,New England Patriots,WR,321,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
32,33,Brandon Aiyuk,San Francisco 49ers,WR,320,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
33,34,Drake London,Atlanta Falcons,WR,306,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
34,35,Tyler Boyd,Cincinnati Bengals,WR,300,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
35,36,Zach Ertz,Arizona Cardinals,TE,299,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
36,37,Tyler Higbee,Los Angeles Rams,TE,297,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
37,38,Diontae Johnson,Pittsburgh Steelers,WR,295,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
38,39,Jerry Jeudy,Denver Broncos,WR,290,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
39,39,Garrett Wilson,New York Jets,WR,290,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
40,41,Noah Brown,Dallas Cowboys,WR,289,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
41,42,Curtis Samuel,Washington Commanders,WR,287,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
42,43,Allen Lazard,Green Bay Packers,WR,285,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
43,44,Adam Thielen,Minnesota Vikings,WR,284,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
44,45,Christian McCaffrey,Carolina Panthers,RB,277,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
45,45,George Pickens,Pittsburgh Steelers,WR,277,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
46,47,Mack Hollins,Las Vegas Raiders,WR,273,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
47,48,Nico Collins,Houston Texans,WR,272,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
48,49,Amon-Ra St. Brown,Detroit Lions,WR,271,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
49,49,Alec Pierce,Indianapolis Colts,WR,271,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
50,49,Olamide Zaccheaus,Atlanta Falcons,WR,271,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
51,52,T.J. Hockenson,Detroit Lions,TE,267,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
52,53,Donovan Peoples-Jones,Cleveland Browns,WR,265,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
53,54,Austin Ekeler,Los Angeles Chargers,RB,261,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
54,55,Marquez Valdes-Scantling,Kansas City Chiefs,WR,258,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
55,56,Randall Cobb,Green Bay Packers,WR,257,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
56,57,DeVante Parker,New England Patriots,WR,253,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
57,58,Chris Godwin,Tampa Bay Buccaneers,WR,250,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
58,59,Rashod Bateman,Baltimore Ravens,WR,243,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
59,60,Gerald Everett,Los Angeles Chargers,TE,242,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
60,61,Darnell Mooney,Chicago Bears,WR,241,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
61,62,Devin Duvernay,Baltimore Ravens,WR,240,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
62,62,Joshua Palmer,Los Angeles Chargers,WR,240,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
63,64,Brandin Cooks,Houston Texans,WR,235,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
64,64,Pat Freiermuth,Pittsburgh Steelers,TE,235,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
65,66,Romeo Doubs,Green Bay Packers,WR,234,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
66,67,Leonard Fournette,Tampa Bay Buccaneers,RB,232,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
67,68,Zay Jones,Jacksonville Jaguars,WR,227,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
68,69,Nelson Agholor,New England Patriots,WR,225,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
69,69,Chase Claypool,Pittsburgh Steelers,WR,225,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
70,71,Ben Skowronek,Los Angeles Rams,WR,221,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
71,72,Robert Tonyan,Green Bay Packers,TE,219,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
72,73,Breece Hall,New York Jets,RB,218,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
73,74,Tyler Conklin,New York Jets,TE,208,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
74,74,Marvin Jones Jr.,Jacksonville Jaguars,WR,208,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
75,74,Evan Engram,Jacksonville Jaguars,TE,208,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
76,77,Robbie Anderson,Arizona Cardinals,WR,206,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
77,78,Robert Woods,Tennessee Titans,WR,204,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
78,78,DJ Moore,Carolina Panthers,WR,204,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
79,78,Greg Dortch,Arizona Cardinals,WR,204,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
80,81,Elijah Moore,New York Jets,WR,203,2022-10-18 18:05:01.582253,/nfl/player-stat/receiving-yards
