,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Pittsburgh,L 20-23,Home,0-1,0-1,-7.0,Un 45.0,-310,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
1,09/18,Dallas,L 17-20,Away,0-2,0-1,-7.0,Un 42.0,-295,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
2,09/25,NY Jets,W 27-12,Away,1-2,0-1,-6.5,Un 46.0,-275,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
3,09/29,Miami,W 27-15,Home,2-2,0-1,-4.0,Un 49.0,-200,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
4,10/09,Baltimore,L 17-19,Away,2-3,0-2,+3.0,Un 47.5,145,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
5,10/16,New Orleans,W 30-26,Away,3-3,0-2,-3.0,Ov 42.5,-164,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
6,10/23,Atlanta,W 35-17,Home,4-3,0-2,-6.5,Ov 47.5,-280,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
7,10/31,Cleveland,L 13-32,Away,4-4,0-3,-3.0,Pu 45.0,-167,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
8,11/06,Carolina,W 42-21,Home,5-4,0-3,-7.0,Ov 42.5,-330,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
9,11/20,Pittsburgh,8:20 pm,Away,,,-3.0,0,-140,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
10,11/27,Tennessee,1:00 pm,Away,,,+2.5,0,-110,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
11,12/04,Kansas City,4:25 pm,Home,,,+1.5,0,-110,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
12,12/11,Cleveland,1:00 pm,Home,,,-1.5,0,-120,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
13,12/18,Tampa Bay,4:25 pm,Away,,,+3.5,0,130,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
14,12/24,New England,1:00 pm,Away,,,+2.0,0,-120,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
15,01/02,Buffalo,8:30 pm,Home,,,(Pick),0,-110,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
16,01/08,Baltimore,12:00 pm,Home,,,-3.0,0,-165,2022-11-07 11:24:44.191147,/nfl/team/cincinnati-bengals/
