,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Tampa Bay,3.17%,2.94%,0.00%,3.13%,3.23%,3.52%,2022-11-23,/nfl/stat/qb-sacked-pct
1,2,Kansas City,4.05%,3.52%,2.86%,4.74%,3.19%,4.43%,2022-11-23,/nfl/stat/qb-sacked-pct
2,3,LA Chargers,4.13%,6.78%,14.29%,4.82%,3.37%,4.40%,2022-11-23,/nfl/stat/qb-sacked-pct
3,4,Dallas,4.28%,2.83%,0.00%,5.59%,3.01%,5.21%,2022-11-23,/nfl/stat/qb-sacked-pct
4,5,Detroit,4.37%,2.50%,0.00%,3.33%,5.52%,5.72%,2022-11-23,/nfl/stat/qb-sacked-pct
5,6,Jacksonville,4.64%,6.42%,11.11%,0.00%,7.94%,5.03%,2022-11-23,/nfl/stat/qb-sacked-pct
6,7,Miami,4.83%,2.94%,2.94%,6.67%,3.11%,6.11%,2022-11-23,/nfl/stat/qb-sacked-pct
7,8,Buffalo,5.06%,7.96%,6.90%,3.36%,6.10%,3.89%,2022-11-23,/nfl/stat/qb-sacked-pct
8,9,Green Bay,5.17%,3.77%,2.50%,6.29%,4.33%,5.76%,2022-11-23,/nfl/stat/qb-sacked-pct
9,10,San Francisco,5.52%,4.60%,0.00%,5.30%,5.67%,5.92%,2022-11-23,/nfl/stat/qb-sacked-pct
10,11,Cleveland,5.68%,5.71%,2.38%,5.33%,6.01%,8.61%,2022-11-23,/nfl/stat/qb-sacked-pct
11,12,Las Vegas,5.73%,4.31%,2.63%,4.17%,6.67%,5.93%,2022-11-23,/nfl/stat/qb-sacked-pct
12,13,Arizona,6.32%,7.94%,6.38%,6.05%,6.54%,6.16%,2022-11-23,/nfl/stat/qb-sacked-pct
13,14,New Orleans,6.33%,10.42%,12.50%,7.77%,4.76%,6.84%,2022-11-23,/nfl/stat/qb-sacked-pct
14,15,Minnesota,6.52%,9.70%,18.92%,6.70%,6.36%,4.73%,2022-11-23,/nfl/stat/qb-sacked-pct
15,16,NY Jets,6.74%,8.33%,15.38%,6.16%,7.50%,8.08%,2022-11-23,/nfl/stat/qb-sacked-pct
16,17,Seattle,7.04%,7.34%,8.33%,8.05%,6.25%,8.50%,2022-11-23,/nfl/stat/qb-sacked-pct
17,18,Pittsburgh,7.32%,11.11%,4.55%,9.04%,5.94%,5.35%,2022-11-23,/nfl/stat/qb-sacked-pct
18,19,Baltimore,7.35%,8.82%,8.33%,6.08%,8.48%,8.53%,2022-11-23,/nfl/stat/qb-sacked-pct
19,20,Carolina,7.58%,5.95%,10.81%,9.19%,5.70%,7.99%,2022-11-23,/nfl/stat/qb-sacked-pct
20,21,Washington,7.77%,6.67%,0.00%,8.50%,7.08%,7.25%,2022-11-23,/nfl/stat/qb-sacked-pct
21,22,Houston,7.84%,11.54%,13.16%,10.29%,5.49%,7.46%,2022-11-23,/nfl/stat/qb-sacked-pct
22,23,Philadelphia,8.18%,9.30%,10.71%,8.67%,7.74%,5.79%,2022-11-23,/nfl/stat/qb-sacked-pct
23,24,Cincinnati,8.29%,7.89%,4.88%,7.60%,8.79%,9.59%,2022-11-23,/nfl/stat/qb-sacked-pct
24,25,Denver,8.68%,10.43%,8.82%,7.69%,9.73%,6.88%,2022-11-23,/nfl/stat/qb-sacked-pct
25,26,New England,8.72%,14.81%,18.18%,9.21%,8.28%,5.13%,2022-11-23,/nfl/stat/qb-sacked-pct
26,27,Indianapolis,8.91%,13.59%,11.11%,6.97%,10.48%,5.79%,2022-11-23,/nfl/stat/qb-sacked-pct
27,28,LA Rams,9.04%,10.68%,12.50%,7.82%,11.11%,4.83%,2022-11-23,/nfl/stat/qb-sacked-pct
28,29,Tennessee,9.06%,7.95%,9.38%,4.13%,13.19%,7.91%,2022-11-23,/nfl/stat/qb-sacked-pct
29,30,Atlanta,9.39%,8.75%,0.00%,4.86%,14.29%,6.53%,2022-11-23,/nfl/stat/qb-sacked-pct
30,31,NY Giants,9.55%,9.80%,4.35%,9.33%,9.92%,6.02%,2022-11-23,/nfl/stat/qb-sacked-pct
31,32,Chicago,14.87%,11.54%,16.00%,13.49%,16.08%,9.67%,2022-11-23,/nfl/stat/qb-sacked-pct
