,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,NY Giants,L 20-21,Home,0-1,0-0,-5.5,Un 44.0,-240,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
1,09/19,Buffalo,L 7-41,Away,0-2,0-0,10.0,Ov 47.5,355,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
2,09/25,Las Vegas,W 24-22,Home,1-2,0-0,2.0,Ov 45.5,117,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
3,10/02,Indianapolis,W 24-17,Away,2-2,1-0,4.0,Un 43.0,180,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
4,10/09,Washington,W 21-17,Away,3-2,1-0,-0.5,Un 43.0,-110,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
5,10/23,Indianapolis,W 19-10,Home,4-2,2-0,-2.5,Un 43.0,-145,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
6,10/30,Houston,W 17-10,Away,5-2,3-0,-1.0,Un 39.5,-120,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
7,11/06,Kansas City,8:20 pm,Away,,,12.5,46.5,460,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
8,11/13,Denver,1:00 pm,Home,,,-1.0,0,-110,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
9,11/17,Green Bay,8:15 pm,Away,,,6.0,0,170,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
10,11/27,Cincinnati,1:00 pm,Home,,,-2.5,0,-110,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
11,12/04,Philadelphia,1:00 pm,Away,,,1.5,0,115,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
12,12/11,Jacksonville,1:00 pm,Home,,,-7.5,0,-275,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
13,12/18,LA Chargers,4:25 pm,Away,,,4.5,0,195,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
14,12/24,Houston,1:00 pm,Home,,,-9.0,0,-435,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
15,12/29,Dallas,8:15 pm,Home,,,-1.5,0,-130,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
16,01/08,Jacksonville,12:00 pm,Away,,,-3.0,0,-150,2022-11-01 07:50:14.226185,/nfl/team/tennessee-titans/
