,Rank,Player,Team,Pos,Value,asof,url
0,1,Foyesade Oluokun,Jacksonville Jaguars,LB,184,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
1,2,Nick Bolton,Kansas City Chiefs,LB,180,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
2,3,Jordyn Brooks,Seattle Seahawks,LB,161,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
3,4,Zaire Franklin,Indianapolis Colts,LB,159,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
4,5,Rashaan Evans,Atlanta Falcons,LB,154,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
5,6,Roquan Smith,Baltimore Ravens,LB,153,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
6,7,C.J. Mosley,New York Jets,LB,151,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
7,8,T.J. Edwards,Philadelphia Eagles,LB,149,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
8,9,Bobby Okereke,Indianapolis Colts,LB,144,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
9,10,Alex Singleton,Denver Broncos,LB,141,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
10,11,Jalen Pitre,Houston Texans,DB,139,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
11,12,Drue Tranquill,Los Angeles Chargers,LB,138,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
12,13,Eric Kendricks,Minnesota Vikings,LB,134,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
13,14,Bobby Wagner,Los Angeles Rams,LB,133,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
14,15,Shaq Thompson,Carolina Panthers,LB,128,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
15,16,Jordan Hicks,Minnesota Vikings,LB,127,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
16,16,Dre Greenlaw,San Francisco 49ers,LB,127,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
17,18,Cody Barton,Seattle Seahawks,LB,126,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
18,19,Josey Jewell,Denver Broncos,LB,123,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
19,20,Fred Warner,San Francisco 49ers,LB,122,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
20,20,Devin White,Tampa Bay Buccaneers,LB,122,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
21,22,Lavonte David,Tampa Bay Buccaneers,LB,121,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
22,23,Christian Kirksey,Houston Texans,LB,119,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
23,24,Alex Anzalone,Detroit Lions,LB,117,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
24,24,Jonathan Owens,Houston Texans,DB,117,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
25,26,Julian Love,New York Giants,S,116,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
26,27,Ja'Whaun Bentley,New England Patriots,LB,115,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
27,27,Devin Lloyd,Jacksonville Jaguars,LB,115,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
28,27,Logan Wilson,Cincinnati Bengals,LB,115,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
29,27,Richie Grant,Atlanta Falcons,S,115,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
30,31,Quay Walker,Green Bay Packers,LB,112,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
31,31,Patrick Queen,Baltimore Ravens,LB,112,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
32,31,Rayshawn Jenkins,Jacksonville Jaguars,S,112,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
33,34,Budda Baker,Arizona Cardinals,S,111,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
34,35,Derwin James Jr.,Los Angeles Chargers,S,109,2023-01-08 14:29:55.484716,/nfl/player-stat/defense-total-tackles
