,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Washington,L 22-28,Away,0-1,0-0,+3.0,Ov 43.0,137,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
1,09/18,Indianapolis,W 24-0,Home,1-1,1-0,+3.0,Un 43.5,138,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
2,09/25,LA Chargers,W 38-10,Away,2-1,1-0,+6.5,Ov 45.5,220,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
3,10/02,Philadelphia,L 21-29,Away,2-2,1-0,+6.5,Ov 44.0,230,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
4,10/09,Houston,L 6-13,Home,2-3,1-1,-7.0,Un 43.5,-312,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
5,10/16,Indianapolis,L 27-34,Away,2-4,1-2,+1.5,Ov 41.0,105,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
6,10/23,NY Giants,L 17-23,Home,2-5,1-2,-3.0,Un 44.0,-166,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
7,10/30,Denver,L 17-21,Neutral,2-6,1-2,-1.0,Un 41.0,-116,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
8,11/06,Las Vegas,1:00 pm,Home,,,+1.5,48.0,105,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
9,11/13,Kansas City,1:00 pm,Away,,,+13.0,0,420,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
10,11/27,Baltimore,1:00 pm,Home,,,+6.0,0,145,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
11,12/04,Detroit,1:00 pm,Away,,,+2.5,0,110,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
12,12/11,Tennessee,1:00 pm,Away,,,+7.5,0,230,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
13,12/18,Dallas,1:00 pm,Home,,,+5.0,0,130,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
14,12/22,NY Jets,8:15 pm,Away,,,+3.0,0,115,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
15,01/01,Houston,1:00 pm,Away,,,(Pick),0,-110,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
16,01/08,Tennessee,12:00 pm,Home,,,+3.0,0,130,2022-11-01 08:11:26.228048,/nfl/team/jacksonville-jaguars/
