,Date,Opponent,Result,Location,W/L,Div,asof,url
0,09/11,Miami,L 7-20,Away,0-1,0-1,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
1,09/18,Pittsburgh,W 17-14,Away,1-1,0-1,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
2,09/25,Baltimore,1:00 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
3,10/02,Green Bay,4:25 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
4,10/09,Detroit,1:00 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
5,10/16,Cleveland,1:00 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
6,10/24,Chicago,8:15 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
7,10/30,NY Jets,1:00 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
8,11/06,Indianapolis,1:00 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
9,11/20,NY Jets,1:00 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
10,11/24,Minnesota,8:20 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
11,12/01,Buffalo,8:15 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
12,12/12,Arizona,8:15 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
13,12/18,Las Vegas,8:20 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
14,12/24,Cincinnati,1:00 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
15,01/01,Miami,1:00 pm,Home,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
16,01/08,Buffalo,12:00 pm,Away,,,2022-09-22 17:54:45.304676,/nfl/team/new-england-patriots/
