,Rank,Player,Team,Pos,Value,asof,url
0,1,Brett Maher,Dallas Cowboys,K,7,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
1,1,Daniel Carlson,Las Vegas Raiders,K,7,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
2,3,Jason Myers,Seattle Seahawks,K,5,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
3,3,Evan McPherson,Cincinnati Bengals,K,5,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
4,3,Justin Tucker,Baltimore Ravens,K,5,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
5,3,Chase McLaughlin,Indianapolis Colts,K,5,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
6,3,Chris Boswell,Pittsburgh Steelers,K,5,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
7,8,Graham Gano,New York Giants,K,4,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
8,8,Cairo Santos,Chicago Bears,K,4,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
9,8,Younghoe Koo,Atlanta Falcons,K,4,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
10,8,Greg Zuerlein,New York Jets,K,4,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
11,8,Brandon McManus,Denver Broncos,K,4,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
12,13,Joey Slye,Washington Commanders,K,3,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
13,13,Harrison Butker,Kansas City Chiefs,K,3,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
14,13,Cade York,Cleveland Browns,K,3,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
15,13,Ka'imi Fairbairn,Houston Texans,K,3,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
16,13,Wil Lutz,New Orleans Saints,K,3,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
17,18,Tyler Bass,Buffalo Bills,K,2,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
18,18,Nick Folk,New England Patriots,K,2,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
19,18,Matt Gay,Los Angeles Rams,K,2,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
20,18,Ryan Succop,Tampa Bay Buccaneers,K,2,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
21,18,Robbie Gould,San Francisco 49ers,K,2,2022-11-23 18:36:46.368743,/nfl/player-stat/field-goals-succeeded-50-plus
