,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Houston,T 20-20,Away,0-0-1,0-0-1,-7.0,Un 46.0,-293,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
1,09/18,Jacksonville,L 0-24,Away,0-1-1,0-1-1,-3.0,Un 43.5,-153,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
2,09/25,Kansas City,W 20-17,Home,1-1-1,0-1-1,4.5,Un 51.0,185,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
3,10/02,Tennessee,L 17-24,Home,1-2-1,0-2-1,-4.0,Un 43.0,-203,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
4,10/06,Denver,W 12-9,Away,2-2-1,0-2-1,3.0,Un 42.0,155,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
5,10/16,Jacksonville,W 34-27,Home,3-2-1,1-2-1,-1.5,Ov 41.0,-125,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
6,10/23,Tennessee,L 10-19,Away,3-3-1,1-3-1,2.5,Un 43.0,125,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
7,10/30,Washington,L 16-17,Home,3-4-1,1-3-1,-3.0,Un 40.0,-150,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
8,11/06,New England,L 3-26,Away,3-5-1,1-3-1,5.0,Un 40.0,185,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
9,11/13,Las Vegas,W 25-20,Away,4-5-1,1-3-1,4.0,Ov 41.5,180,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
10,11/20,Philadelphia,L 16-17,Home,4-6-1,1-3-1,6.5,Un 45.5,232,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
11,11/28,Pittsburgh,8:15 pm,Home,,,-2.5,39.0,-136,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
12,12/04,Dallas,8:20 pm,Away,,,9.5,42.5,310,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
13,12/18,Minnesota,12:00 pm,Away,,,1.5,0,-110,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
14,12/26,LA Chargers,8:15 pm,Home,,,-2.0,0,100,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
15,01/01,NY Giants,1:00 pm,Away,,,-3.0,0,-145,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
16,01/08,Houston,12:00 pm,Home,,,-10.0,0,-540,2022-11-23 18:37:22.583314,/nfl/team/indianapolis-colts/
