,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Green Bay,W 23-7,Home,1-0,1-0,-2.0,Un 46.5,-132,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
1,09/19,Philadelphia,L 7-24,Away,1-1,1-0,3.0,Un 49.5,125,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
2,09/25,Detroit,W 28-24,Home,2-1,2-0,-6.5,Ov 51.5,-275,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
3,10/02,New Orleans,W 28-25,Neutral,3-1,2-0,-4.0,Ov 42.0,-210,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
4,10/09,Chicago,W 29-22,Home,4-1,3-0,-8.5,Ov 43.5,-380,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
5,10/16,Miami,W 24-16,Away,5-1,3-0,-3.0,Un 45.0,-170,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
6,10/30,Arizona,W 34-26,Home,6-1,3-0,-4.0,Ov 48.5,-205,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
7,11/06,Washington,1:00 pm,Away,,,-3.5,43.5,-180,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
8,11/13,Buffalo,1:00 pm,Away,,,7.5,0,290,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
9,11/20,Dallas,4:25 pm,Home,,,1.5,0,-110,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
10,11/24,New England,8:20 pm,Home,,,-2.5,0,-133,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
11,12/04,NY Jets,1:00 pm,Home,,,-5.5,0,-205,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
12,12/11,Detroit,1:00 pm,Away,,,-3.0,0,-130,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
13,12/18,Indianapolis,12:00 pm,Home,,,-1.5,0,-110,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
14,12/24,NY Giants,1:00 pm,Home,,,-5.0,0,-215,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
15,01/01,Green Bay,4:25 pm,Away,,,5.5,0,205,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
16,01/08,Chicago,12:00 pm,Away,,,-2.5,0,-130,2022-11-01 07:50:07.106436,/nfl/team/minnesota-vikings/
