,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Las Vegas,W 24-19,Home,1-0,1-0,-3.5,Un 52.5,-183,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
1,09/15,Kansas City,L 24-27,Away,1-1,1-1,+4.0,Un 52.5,170,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
2,09/25,Jacksonville,L 10-38,Home,1-2,1-1,-6.5,Ov 45.5,-270,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
3,10/02,Houston,W 34-24,Away,2-2,1-1,-5.5,Ov 45.5,-250,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
4,10/09,Cleveland,W 30-28,Away,3-2,1-1,-1.5,Ov 47.0,-123,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
5,10/17,Denver,W 19-16,Home,4-2,2-1,-4.0,Un 45.5,-200,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
6,10/23,Seattle,L 23-37,Home,4-3,2-1,-4.5,Ov 51.0,-225,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
7,11/06,Atlanta,W 20-17,Away,5-3,2-1,-2.5,Un 49.5,-140,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
8,11/13,San Francisco,L 16-22,Away,5-4,2-1,+8.0,Un 45.5,300,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
9,11/20,Kansas City,L 27-30,Home,5-5,2-2,+5.5,Ov 53.0,199,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
10,11/27,Arizona,W 25-24,Away,6-5,2-2,-2.5,Pu 49.0,-145,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
11,12/04,Las Vegas,L 20-27,Away,6-6,2-3,+2.5,Un 49.5,120,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
12,12/11,Miami,W 23-17,Home,7-6,2-3,+3.0,Un 55.0,146,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
13,12/18,Tennessee,W 17-14,Home,8-6,2-3,-3.0,Un 47.0,-152,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
14,12/26,Indianapolis,W 20-3,Away,9-6,2-3,-3.5,Un 44.5,-193,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
15,01/01,LA Rams,4:25 pm,Home,,,-6.0,41.5,-275,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
16,01/08,Denver,12:00 pm,Away,,,(Pick),37.5,-110,2023-01-01 15:49:24.822638,/nfl/team/los-angeles-chargers/
