,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/08,LA Rams,W 31-10,Away,1-0,0-0,-2.0,Un 51.5,-127,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
1,09/19,Tennessee,W 41-7,Home,2-0,0-0,-10.0,Ov 47.5,-460,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
2,09/25,Miami,L 19-21,Away,2-1,0-1,-4.0,Un 54.5,-200,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
3,10/02,Baltimore,W 23-20,Away,3-1,0-1,-3.0,Un 50.5,-175,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
4,10/09,Pittsburgh,W 38-3,Home,4-1,0-1,-14.0,Un 44.5,-900,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
5,10/16,Kansas City,4:25 pm,Away,,,-3.0,54.0,-148,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
6,10/30,Green Bay,8:20 pm,Home,,,-3.5,0,-190,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
7,11/06,NY Jets,1:00 pm,Away,,,-7.0,0,-280,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
8,11/13,Minnesota,1:00 pm,Home,,,-7.5,0,-350,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
9,11/20,Cleveland,1:00 pm,Home,,,-9.0,0,-410,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
10,11/24,Detroit,12:30 pm,Away,,,-8.5,0,-435,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
11,12/01,New England,8:15 pm,Away,,,-3.0,0,-145,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
12,12/11,NY Jets,1:00 pm,Home,,,-13.0,0,-435,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
13,12/18,Miami,12:00 pm,Home,,,-7.0,0,-230,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
14,12/24,Chicago,1:00 pm,Away,,,-9.0,0,-490,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
15,01/02,Cincinnati,8:30 pm,Away,,,(Pick),0,-110,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
16,01/08,New England,12:00 pm,Home,,,-7.0,0,-305,2022-10-11 16:28:29.408348,/nfl/team/buffalo-bills/
