,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Tampa Bay,L 3-19,Home,0-1,0-0,2.5,Un 49.5,121,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
1,09/18,Cincinnati,W 20-17,Home,1-1,0-0,7.0,Un 42.0,254,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
2,09/26,NY Giants,W 23-16,Away,2-1,1-0,1.0,Ov 38.5,106,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
3,10/02,Washington,W 25-10,Home,3-1,2-0,-3.0,Un 41.0,-160,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
4,10/09,LA Rams,4:25 pm,Away,,,5.5,43.0,195,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
5,10/16,Philadelphia,8:20 pm,Away,,,6.0,45.5,190,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
6,10/23,Detroit,1:00 pm,Home,,,-6.0,0,-275,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
7,10/30,Chicago,1:00 pm,Home,,,-7.0,0,-285,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
8,11/13,Green Bay,4:25 pm,Away,,,3.5,49.0,164,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
9,11/20,Minnesota,4:25 pm,Away,,,-1.5,0,-110,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
10,11/24,NY Giants,4:30 pm,Home,,,-7.0,0,-294,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
11,12/04,Indianapolis,8:20 pm,Home,,,-3.5,0,-135,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
12,12/11,Houston,1:00 pm,Home,,,-10.5,0,-410,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
13,12/18,Jacksonville,1:00 pm,Away,,,-5.0,0,-150,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
14,12/24,Philadelphia,4:25 pm,Home,,,-3.5,0,-175,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
15,12/29,Tennessee,8:15 pm,Away,,,1.5,0,110,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
16,01/08,Washington,12:00 pm,Away,,,-1.0,0,-120,2022-10-05 16:59:42.410019,/nfl/team/dallas-cowboys/
