,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Atlanta,W 27-26,Away,1-0,1-0,-5.5,Ov 43.5,-225,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
1,09/18,Tampa Bay,L 10-20,Home,1-1,1-1,+2.5,Un 43.5,128,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
2,09/25,Carolina,1:00 pm,Away,,,-2.5,41.0,-145,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
3,10/02,Minnesota,9:30 am,Neutral,,,+1.0,44.5,100,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
4,10/09,Seattle,1:00 pm,Home,,,-7.0,0,-230,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
5,10/16,Cincinnati,1:00 pm,Home,,,(Pick),0,100,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
6,10/20,Arizona,8:15 pm,Away,,,+3.0,0,140,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
7,10/30,Las Vegas,1:00 pm,Home,,,-2.5,0,-110,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
8,11/07,Baltimore,8:15 pm,Home,,,(Pick),0,100,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
9,11/13,Pittsburgh,1:00 pm,Away,,,+1.0,0,105,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
10,11/20,LA Rams,1:00 pm,Home,,,+2.0,0,125,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
11,11/27,San Francisco,4:25 pm,Away,,,+5.0,0,175,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
12,12/05,Tampa Bay,8:15 pm,Away,,,+6.5,0,230,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
13,12/18,Atlanta,12:00 pm,Home,,,-8.0,0,-305,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
14,12/24,Cleveland,1:00 pm,Away,,,+3.0,0,135,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
15,01/01,Philadelphia,1:00 pm,Away,,,+3.0,0,130,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
16,01/08,Carolina,12:00 pm,Home,,,-3.0,0,-155,2022-09-22 18:18:36.994511,/nfl/team/new-orleans-saints/
