,Rank,Player,Team,Pos,Value,asof,url
0,1,Vonn Bell,Cincinnati Bengals,S,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
1,1,Dyami Brown,Washington Commanders,WR,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
2,1,Luke Rhodes,Indianapolis Colts,LS,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
3,1,Xavier McKinney,New York Giants,S,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
4,1,Pat Surtain II,Denver Broncos,CB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
5,1,Tyson Alualu,Pittsburgh Steelers,DE,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
6,1,Gardner Minshew II,Philadelphia Eagles,QB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
7,1,Chris Evans,Cincinnati Bengals,HB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
8,1,Derrick Barnes,Detroit Lions,LB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
9,1,Shemar Jean-Charles,Green Bay Packers,CB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
10,1,Daniel Thomas,Jacksonville Jaguars,S,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
11,1,A.J. Epenesa,Buffalo Bills,DE,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
12,1,Ezekiel Turner,Arizona Cardinals,LB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
13,1,Nick Scott,Los Angeles Rams,S,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
14,1,Duke Shelley,Minnesota Vikings,DB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
15,1,Jonathan Jones,New England Patriots,DB,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
16,1,Kyle Hamilton,Baltimore Ravens,S,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
17,1,Tre'quan Smith,New Orleans Saints,WR,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
18,1,Wes Schweitzer,Washington Commanders,G,0,2022-09-22 15:15:12.774697,/nfl/player-stat/percent-of-games-with-an-interception
