,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Minnesota,L 7-23,Away,0-1,0-1,2.0,Un 46.5,119,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
1,09/18,Chicago,W 27-10,Home,1-1,1-1,-10.0,Un 42.0,-435,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
2,09/25,Tampa Bay,W 14-12,Away,2-1,1-1,1.0,Un 42.0,109,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
3,10/02,New England,W 27-24,Home,3-1,1-1,-9.5,Ov 40.5,-450,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
4,10/09,NY Giants,L 22-27,Neutral,3-2,1-1,-8.5,Ov 42.0,-375,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
5,10/16,NY Jets,L 10-27,Home,3-3,1-1,-7.5,Un 44.5,-365,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
6,10/23,Washington,L 21-23,Away,3-4,1-1,-4.0,Ov 41.5,-205,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
7,10/30,Buffalo,L 17-27,Away,3-5,1-1,10.5,Un 47.0,375,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
8,11/06,Detroit,L 9-15,Away,3-6,1-2,-4.0,Un 49.5,-195,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
9,11/13,Dallas,W 31-28,Home,4-6,1-2,3.5,Ov 44.5,166,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
10,11/17,Tennessee,L 17-27,Home,4-7,1-2,-3.0,Ov 40.5,-175,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
11,11/27,Philadelphia,L 33-40,Away,4-8,1-2,6.5,Ov 46.0,233,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
12,12/04,Chicago,W 28-19,Away,5-8,2-2,-3.5,Ov 44.5,-190,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
13,12/19,LA Rams,W 24-12,Home,6-8,2-2,-7.5,Un 39.5,-356,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
14,12/25,Miami,W 26-20,Away,7-8,2-2,3.5,Un 49.5,161,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
15,01/01,Minnesota,4:25 pm,Home,,,-3.0,47.5,-170,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
16,01/08,Detroit,12:00 pm,Home,,,-3.0,47.5,-190,2023-01-01 15:49:20.321292,/nfl/team/green-bay-packers/
