,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Carolina,94.12%,100.00%,100.00%,95.45%,91.67%,89.66%,2023-01-04,/nfl/stat/field-goal-conversion-pct
1,2,Seattle,93.75%,85.71%,75.00%,94.74%,92.31%,73.91%,2023-01-04,/nfl/stat/field-goal-conversion-pct
2,3,LA Chargers,93.55%,100.00%,100.00%,92.86%,94.12%,88.89%,2023-01-04,/nfl/stat/field-goal-conversion-pct
3,4,Houston,93.33%,100.00%,100.00%,90.91%,94.74%,77.78%,2023-01-04,/nfl/stat/field-goal-conversion-pct
4,5,Chicago,92.59%,100.00%,100.00%,90.00%,94.12%,86.67%,2023-01-04,/nfl/stat/field-goal-conversion-pct
5,5,LA Rams,92.59%,100.00%,100.00%,85.71%,100.00%,90.91%,2023-01-04,/nfl/stat/field-goal-conversion-pct
6,7,Las Vegas,91.43%,100.00%,100.00%,92.86%,90.48%,93.62%,2023-01-04,/nfl/stat/field-goal-conversion-pct
7,8,Dallas,90.63%,100.00%,100.00%,93.33%,88.24%,83.33%,2023-01-04,/nfl/stat/field-goal-conversion-pct
8,9,NY Giants,90.32%,100.00%,100.00%,82.35%,100.00%,87.88%,2023-01-04,/nfl/stat/field-goal-conversion-pct
9,10,Washington,88.46%,100.00%,100.00%,90.91%,86.67%,84.85%,2023-01-04,/nfl/stat/field-goal-conversion-pct
10,11,Green Bay,88.00%,100.00%,100.00%,83.33%,92.31%,72.22%,2023-01-04,/nfl/stat/field-goal-conversion-pct
11,12,Arizona,87.50%,90.91%,80.00%,81.25%,93.75%,81.58%,2023-01-04,/nfl/stat/field-goal-conversion-pct
12,13,Buffalo,87.10%,75.00%,0.00%,91.67%,84.21%,87.50%,2023-01-04,/nfl/stat/field-goal-conversion-pct
13,14,New England,86.11%,100.00%,100.00%,82.35%,89.47%,92.50%,2023-01-04,/nfl/stat/field-goal-conversion-pct
14,15,Atlanta,85.29%,100.00%,100.00%,90.00%,78.57%,93.10%,2023-01-04,/nfl/stat/field-goal-conversion-pct
15,16,Baltimore,85.00%,66.67%,100.00%,94.74%,76.19%,94.59%,2023-01-04,/nfl/stat/field-goal-conversion-pct
16,16,Philadelphia,85.00%,80.00%,100.00%,87.50%,83.33%,90.91%,2023-01-04,/nfl/stat/field-goal-conversion-pct
17,18,Jacksonville,84.85%,87.50%,100.00%,90.91%,81.82%,77.78%,2023-01-04,/nfl/stat/field-goal-conversion-pct
18,19,San Francisco,83.87%,75.00%,75.00%,90.00%,72.73%,86.84%,2023-01-04,/nfl/stat/field-goal-conversion-pct
19,20,NY Jets,82.35%,66.67%,66.67%,75.00%,88.89%,77.78%,2023-01-04,/nfl/stat/field-goal-conversion-pct
20,21,Indianapolis,81.58%,87.50%,50.00%,81.25%,81.82%,82.86%,2023-01-04,/nfl/stat/field-goal-conversion-pct
21,22,Detroit,81.48%,83.33%,100.00%,87.50%,72.73%,86.67%,2023-01-04,/nfl/stat/field-goal-conversion-pct
22,22,Cincinnati,81.48%,80.00%,50.00%,77.78%,83.33%,89.58%,2023-01-04,/nfl/stat/field-goal-conversion-pct
23,24,Tampa Bay,81.08%,66.67%,33.33%,77.78%,84.21%,80.00%,2023-01-04,/nfl/stat/field-goal-conversion-pct
24,25,Tennessee,80.95%,66.67%,100.00%,86.67%,66.67%,81.82%,2023-01-04,/nfl/stat/field-goal-conversion-pct
25,26,New Orleans,79.31%,100.00%,100.00%,91.67%,70.59%,83.33%,2023-01-04,/nfl/stat/field-goal-conversion-pct
26,26,Miami,79.31%,71.43%,0.00%,86.67%,71.43%,74.19%,2023-01-04,/nfl/stat/field-goal-conversion-pct
27,28,Denver,77.14%,80.00%,100.00%,70.59%,83.33%,83.87%,2023-01-04,/nfl/stat/field-goal-conversion-pct
28,29,Minnesota,76.67%,66.67%,33.33%,68.75%,85.71%,86.84%,2023-01-04,/nfl/stat/field-goal-conversion-pct
29,30,Pittsburgh,76.19%,66.67%,75.00%,72.22%,79.17%,90.00%,2023-01-04,/nfl/stat/field-goal-conversion-pct
30,31,Cleveland,75.00%,66.67%,100.00%,62.50%,87.50%,72.73%,2023-01-04,/nfl/stat/field-goal-conversion-pct
31,32,Kansas City,74.19%,50.00%,0.00%,75.00%,73.33%,86.49%,2023-01-04,/nfl/stat/field-goal-conversion-pct
