,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,New England,W 20-7,Home,1-0,1-0,-3.0,Un 46.5,-160,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
1,09/18,Baltimore,W 42-38,Away,2-0,1-0,3.0,Ov 44.0,151,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
2,09/25,Buffalo,W 21-19,Home,3-0,2-0,4.0,Un 54.5,170,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
3,09/29,Cincinnati,8:15 pm,Away,,,3.5,47.5,160,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
4,10/09,NY Jets,1:00 pm,Away,,,-3.5,0,-165,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
5,10/16,Minnesota,1:00 pm,Home,,,-2.5,0,-155,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
6,10/23,Pittsburgh,8:20 pm,Home,,,-3.5,0,-205,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
7,10/30,Detroit,1:00 pm,Away,,,-3.0,0,-145,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
8,11/06,Chicago,1:00 pm,Away,,,-3.0,0,-145,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
9,11/13,Cleveland,1:00 pm,Home,,,-4.5,0,-210,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
10,11/27,Houston,1:00 pm,Home,,,-8.0,0,-285,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
11,12/04,San Francisco,4:05 pm,Away,,,5.0,0,145,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
12,12/11,LA Chargers,4:05 pm,Away,,,5.5,0,205,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
13,12/18,Buffalo,12:00 pm,Away,,,7.0,0,195,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
14,12/25,Green Bay,1:00 pm,Home,,,2.0,0,100,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
15,01/01,New England,1:00 pm,Away,,,1.5,0,110,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
16,01/08,NY Jets,12:00 pm,Home,,,-5.5,0,-245,2022-09-26 17:23:29.300938,/nfl/team/miami-dolphins/
