,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Pittsburgh,L 20-23,Home,0-1,0-1,-7.0,Un 45.0,-310,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
1,09/18,Dallas,L 17-20,Away,0-2,0-1,-7.0,Un 42.0,-295,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
2,09/25,NY Jets,W 27-12,Away,1-2,0-1,-6.5,Un 46.0,-275,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
3,09/29,Miami,W 27-15,Home,2-2,0-1,-4.0,Un 49.0,-200,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
4,10/09,Baltimore,L 17-19,Away,2-3,0-2,+3.0,Un 47.5,145,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
5,10/16,New Orleans,W 30-26,Away,3-3,0-2,-3.0,Ov 42.5,-164,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
6,10/23,Atlanta,W 35-17,Home,4-3,0-2,-6.5,Ov 47.5,-280,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
7,10/31,Cleveland,L 13-32,Away,4-4,0-3,-3.0,Pu 45.0,-167,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
8,11/06,Carolina,W 42-21,Home,5-4,0-3,-7.0,Ov 42.5,-330,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
9,11/20,Pittsburgh,W 37-30,Away,6-4,1-3,-3.5,Ov 39.5,-180,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
10,11/27,Tennessee,W 20-16,Away,7-4,1-3,(Pick),Un 42.0,-112,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
11,12/04,Kansas City,W 27-24,Home,8-4,1-3,+2.5,Un 53.0,123,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
12,12/11,Cleveland,W 23-10,Home,9-4,2-3,-4.0,Un 47.0,-203,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
13,12/18,Tampa Bay,W 34-23,Away,10-4,2-3,-3.5,Ov 47.5,-167,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
14,12/24,New England,W 22-18,Away,11-4,2-3,-3.0,Un 41.5,-160,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
15,01/08,Baltimore,W 27-16,Home,12-4,3-3,-11.5,Ov 39.0,-625,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
16,01/15,Baltimore,W 24-17,Home,13-4,4-3,-7.5,Ov 40.0,-400,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
17,01/22,Buffalo,W 27-10,Away,14-4,4-3,+6.0,Un 48.5,231,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
18,01/29,Kansas City,L 20-23,Away,14-5,4-3,+2.0,Un 48.5,115,2023-02-09 11:53:38.191362,/nfl/team/cincinnati-bengals/
