,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,New Orleans,L 26-27,Home,0-1,0-1,5.5,Ov 43.5,195,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
1,09/18,LA Rams,L 27-31,Away,0-2,0-1,10.5,Ov 46.0,395,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
2,09/25,Seattle,W 27-23,Away,1-2,0-1,1.0,Ov 43.5,-104,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
3,10/02,Cleveland,W 23-20,Home,2-2,0-1,1.0,Un 48.5,-101,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
4,10/09,Tampa Bay,L 15-21,Away,2-3,0-2,10.0,Un 46.0,390,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
5,10/16,San Francisco,W 28-14,Home,3-3,0-2,3.5,Un 45.5,165,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
6,10/23,Cincinnati,L 17-35,Away,3-4,0-2,6.5,Ov 47.5,230,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
7,10/30,Carolina,W 37-34,Home,4-4,1-2,-4.0,Ov 41.5,-210,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
8,11/06,LA Chargers,L 17-20,Home,4-5,1-2,2.5,Un 49.5,120,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
9,11/10,Carolina,L 15-25,Away,4-6,1-3,-2.5,Un 41.5,-142,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
10,11/20,Chicago,W 27-24,Home,5-6,1-3,-2.5,Ov 48.0,-127,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
11,11/27,Washington,L 13-19,Away,5-7,1-3,3.5,Un 40.0,163,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
12,12/04,Pittsburgh,L 16-19,Home,5-8,1-3,1.0,Un 43.0,103,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
13,12/18,New Orleans,L 18-21,Away,5-9,1-4,5.5,Un 43.0,203,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
14,12/24,Baltimore,L 9-17,Away,5-10,1-4,6.5,Un 35.5,230,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
15,01/01,Arizona,W 20-19,Home,6-10,1-4,-6.5,Un 40.5,-285,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
16,01/08,Tampa Bay,1:00 pm,Home,,,-4.0,40.5,-200,2023-01-08 14:30:16.459114,/nfl/team/atlanta-falcons/
