,Date,Opponent,Result,Location,W/L,Div,asof,url
0,09/11,San Francisco,W 19-10,Home,1-0,0-0,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
1,09/18,Green Bay,L 10-27,Away,1-1,0-1,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
2,09/25,Houston,1:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
3,10/02,NY Giants,1:00 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
4,10/09,Minnesota,1:00 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
5,10/13,Washington,8:15 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
6,10/24,New England,8:15 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
7,10/30,Dallas,1:00 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
8,11/06,Miami,1:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
9,11/13,Detroit,1:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
10,11/20,Atlanta,1:00 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
11,11/27,NY Jets,1:00 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
12,12/04,Green Bay,1:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
13,12/18,Philadelphia,1:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
14,12/24,Buffalo,1:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
15,01/01,Detroit,1:00 pm,Away,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
16,01/08,Minnesota,12:00 pm,Home,,,2022-09-22 17:54:23.141680,/nfl/team/chicago-bears/
