,Rank,Player,Team,Pos,Value,asof,url
0,1,Marcus Jones,New England Patriots,DB,84,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
1,2,Donovan Peoples-Jones,Cleveland Browns,WR,76,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
2,3,Avery Williams,Atlanta Falcons,RB,56,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
3,4,KaVontae Turpin,Dallas Cowboys,WR,52,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
4,5,Kalif Raymond,Detroit Lions,WR,47,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
5,6,Devin Duvernay,Baltimore Ravens,WR,46,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
6,6,Kyle Philips,Tennessee Titans,WR,46,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
7,8,Rashid Shaheed,New Orleans Saints,WR,42,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
8,9,Ray-Ray McCloud III,San Francisco 49ers,WR,35,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
9,10,Desmond King II,Houston Texans,DB,31,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
10,11,Montrell Washington,Denver Broncos,WR,30,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
11,12,Nyheim Hines,Buffalo Bills,RB,28,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
12,12,Pharoh Cooper,Arizona Cardinals,WR,28,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
13,14,Trent Taylor,Cincinnati Bengals,WR,27,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
14,14,Britain Covey,Philadelphia Eagles,WR,27,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
15,14,Dante Pettis,Chicago Bears,WR,27,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
16,17,Tremon Smith,Houston Texans,DB,26,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
17,18,Jalen Reagor,Minnesota Vikings,WR,25,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
18,19,Steven Sims,Pittsburgh Steelers,WR,24,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
19,19,Keisean Nixon,Green Bay Packers,CB,24,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
20,19,Jaelon Darden,Cleveland Browns,WR,24,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
21,22,Richie James,New York Giants,WR,23,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
22,22,DeAndre Carter,Los Angeles Chargers,WR,23,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
23,24,Shi Smith,Carolina Panthers,WR,22,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
24,24,Braxton Berrios,New York Jets,WR,22,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
25,24,Mecole Hardman,Kansas City Chiefs,WR,22,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
26,24,Brandon Powell,Los Angeles Rams,WR,22,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
27,28,Raheem Blackshear,Carolina Panthers,RB,21,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
28,28,Marquez Callaway,New Orleans Saints,WR,21,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
29,28,Robert Woods,Tennessee Titans,WR,21,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
30,31,Gunner Olszewski,Pittsburgh Steelers,WR,20,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
31,31,Jamison Crowder,Buffalo Bills,WR,20,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
32,31,Amari Rodgers,Houston Texans,WR,20,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
33,34,Jamal Agnew,Jacksonville Jaguars,WR,19,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
34,34,Keke Coutee,Indianapolis Colts,WR,19,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
35,34,C.J. Board,Tennessee Titans,WR,19,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
36,34,DeeJay Dallas,Seattle Seahawks,RB,19,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
37,34,Dax Milne,Washington Commanders,WR,19,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
38,34,Velus Jones Jr.,Chicago Bears,WR,19,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
39,40,Greg Dortch,Arizona Cardinals,WR,18,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
40,41,Hunter Renfrow,Las Vegas Raiders,WR,17,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
41,41,Justin Watson,Kansas City Chiefs,WR,17,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
42,41,Khalil Shakir,Buffalo Bills,WR,17,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
43,44,Myles Bryant,New England Patriots,DB,16,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
44,45,Skyy Moore,Kansas City Chiefs,WR,15,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
45,45,Demetric Felton Jr.,Cleveland Browns,RB,15,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
46,45,Cedrick Wilson Jr.,Miami Dolphins,WR,15,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
47,45,Randall Cobb,Green Bay Packers,WR,15,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
48,49,Jarvis Landry,New Orleans Saints,WR,14,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
49,49,Deven Thompkins,Tampa Bay Buccaneers,WR,14,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
50,51,Keelan Cole,Las Vegas Raiders,WR,13,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
51,51,Isaiah Rodgers Sr.,Indianapolis Colts,CB,13,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
52,51,Alex Erickson,Washington Commanders,WR,13,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
53,54,DeVonta Smith,Philadelphia Eagles,WR,12,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
54,54,Deonte Harty,New Orleans Saints,WR,12,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
55,56,Andre Roberts,Carolina Panthers,WR,10,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
56,56,Christian Kirk,Jacksonville Jaguars,WR,10,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
57,58,Kadarius Toney,Kansas City Chiefs,WR,9,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
58,58,Dallis Flowers,Indianapolis Colts,CB,9,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
59,58,James Proche II,Baltimore Ravens,WR,9,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
60,61,Jevon Holland,Miami Dolphins,S,8,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
61,62,Tyler Lockett,Seattle Seahawks,WR,7,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
62,62,Chester Rogers,Houston Texans,WR,7,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
63,64,Jalen Ramsey,Los Angeles Rams,DB,5,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
64,65,Dontrell Hilliard,Tennessee Titans,RB,4,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
65,66,Adoree' Jackson,New York Giants,CB,3,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
66,66,DJ Turner,Las Vegas Raiders,WR,3,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
67,68,Jake Gervase,Los Angeles Rams,LB,1,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
68,69,Rob Havenstein,Los Angeles Rams,T,0,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
69,69,Ben Banogu,Indianapolis Colts,DE,0,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
70,69,Brandon Stephens,Baltimore Ravens,DB,0,2023-01-01 15:48:24.406660,/nfl/player-stat/punt-return-longest-yards
