,Rank,Player,Team,Pos,Value,asof,url
0,1,Josh Jacobs,Las Vegas Raiders,RB,1402,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
1,2,Derrick Henry,Tennessee Titans,RB,1199,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
2,3,Nick Chubb,Cleveland Browns,RB,1153,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
3,4,Saquon Barkley,New York Giants,RB,1083,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
4,5,Miles Sanders,Philadelphia Eagles,RB,1068,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
5,6,Dalvin Cook,Minnesota Vikings,RB,950,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
6,7,Dameon Pierce,Houston Texans,RB,939,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
7,8,Justin Fields,Chicago Bears,QB,905,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
8,9,Tony Pollard,Dallas Cowboys,RB,894,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
9,10,Jonathan Taylor,Indianapolis Colts,RB,861,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
10,11,Aaron Jones,Green Bay Packers,RB,847,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
11,12,Christian McCaffrey,San Francisco 49ers,RB,819,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
12,13,Travis Etienne Jr.,Jacksonville Jaguars,RB,814,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
13,14,Jamaal Williams,Detroit Lions,RB,806,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
14,15,Lamar Jackson,Baltimore Ravens,QB,764,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
15,16,Rhamondre Stevenson,New England Patriots,RB,742,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
16,17,Ezekiel Elliott,Dallas Cowboys,RB,716,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
17,18,Jeff Wilson Jr.,Miami Dolphins,RB,706,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
18,19,Najee Harris,Pittsburgh Steelers,RB,704,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
19,20,Joe Mixon,Cincinnati Bengals,HB,701,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
20,21,Jalen Hurts,Philadelphia Eagles,QB,686,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
21,22,Kenneth Walker III,Seattle Seahawks,RB,649,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
22,23,Khalil Herbert,Chicago Bears,RB,643,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
23,24,Devin Singletary,Buffalo Bills,RB,642,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
24,25,David Montgomery,Chicago Bears,RB,641,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
25,26,D'Onta Foreman,Carolina Panthers,RB,637,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
26,27,Austin Ekeler,Los Angeles Chargers,RB,634,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
27,28,Josh Allen,Buffalo Bills,QB,628,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
28,29,AJ Dillon,Green Bay Packers,RB,624,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
29,30,Raheem Mostert,Miami Dolphins,RB,610,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
30,31,Tyler Allgeier,Atlanta Falcons,RB,604,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
31,32,Isiah Pacheco,Kansas City Chiefs,RB,591,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
32,33,Cordarrelle Patterson,Atlanta Falcons,RB,566,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
33,34,Brian Robinson,Washington Commanders,RB,563,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
34,35,James Conner,Arizona Cardinals,RB,561,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
35,36,Alvin Kamara,New Orleans Saints,RB,550,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
36,37,Daniel Jones,New York Giants,QB,548,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
37,38,Leonard Fournette,Tampa Bay Buccaneers,RB,524,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
38,39,Antonio Gibson,Washington Commanders,RB,515,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
39,40,Breece Hall,New York Jets,RB,463,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
40,41,Marcus Mariota,Atlanta Falcons,QB,438,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
41,42,Latavius Murray,Denver Broncos,RB,437,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
42,43,James Robinson,New York Jets,RB,425,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
43,44,Kareem Hunt,Cleveland Browns,RB,423,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
44,45,Kenyan Drake,Baltimore Ravens,RB,422,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
45,46,Taysom Hill,New Orleans Saints,TE,419,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
46,47,Kyler Murray,Arizona Cardinals,QB,418,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
47,48,Damien Harris,New England Patriots,RB,383,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
48,49,Cam Akers,Los Angeles Rams,RB,376,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
49,50,Michael Carter,New York Jets,RB,375,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
50,50,D'Andre Swift,Detroit Lions,RB,375,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
51,52,Rachaad White,Tampa Bay Buccaneers,RB,370,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
52,53,Caleb Huntley,Atlanta Falcons,RB,364,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
53,54,Samaje Perine,Cincinnati Bengals,HB,349,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
54,55,Rashaad Penny,Seattle Seahawks,RB,346,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
55,56,James Cook,Buffalo Bills,RB,329,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
56,57,Melvin Gordon III,Kansas City Chiefs,RB,318,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
57,58,Clyde Edwards-Helaire,Kansas City Chiefs,RB,302,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
58,59,Eno Benjamin,Houston Texans,RB,300,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
59,60,Darrell Henderson Jr.,Jacksonville Jaguars,RB,283,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
60,61,Patrick Mahomes,Kansas City Chiefs,QB,280,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
61,62,Geno Smith,Seattle Seahawks,QB,263,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
62,63,Gus Edwards,Baltimore Ravens,RB,261,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
63,64,Chuba Hubbard,Carolina Panthers,RB,250,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
64,65,J.K. Dobbins,Baltimore Ravens,RB,243,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
65,66,Jacoby Brissett,Cleveland Browns,QB,238,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
66,67,Joe Burrow,Cincinnati Bengals,QB,234,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
67,68,Mark Ingram II,New Orleans Saints,RB,233,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
68,69,Zonovan Knight,New York Jets,RB,230,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
69,70,Deebo Samuel,San Francisco 49ers,WR,228,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
70,71,Kenny Pickett,Pittsburgh Steelers,QB,225,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
71,71,Justice Hill,Baltimore Ravens,RB,225,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
72,73,Elijah Mitchell,San Francisco 49ers,RB,224,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
73,74,Jerick McKinnon,Kansas City Chiefs,RB,222,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
74,75,Trevor Lawrence,Jacksonville Jaguars,QB,218,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
75,76,Russell Wilson,Denver Broncos,QB,215,2022-12-15 02:33:08.332309,/nfl/player-stat/rushing-net-yards
