,Rank,Player,Team,Pos,Value,asof,url
0,1,Braxton Berrios,New York Jets,WR,20,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
1,2,KaVontae Turpin,Dallas Cowboys,WR,16,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
2,2,Ray-Ray McCloud III,San Francisco 49ers,WR,16,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
3,4,Amari Rodgers,Houston Texans,WR,15,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
4,4,Jaelon Darden,Tampa Bay Buccaneers,WR,15,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
5,6,Dax Milne,Washington Commanders,WR,14,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
6,7,Devin Duvernay,Baltimore Ravens,WR,13,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
7,7,Trent Taylor,Cincinnati Bengals,WR,13,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
8,7,Brandon Powell,Los Angeles Rams,WR,13,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
9,7,Desmond King II,Houston Texans,DB,13,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
10,11,Kalif Raymond,Detroit Lions,WR,12,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
11,12,Rashid Shaheed,New Orleans Saints,WR,11,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
12,13,Britain Covey,Philadelphia Eagles,WR,10,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
13,13,Avery Williams,Atlanta Falcons,RB,10,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
14,13,Robert Woods,Tennessee Titans,WR,10,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
15,16,Richie James,New York Giants,WR,9,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
16,16,Montrell Washington,Denver Broncos,WR,9,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
17,16,DeAndre Carter,Los Angeles Chargers,WR,9,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
18,19,Jalen Reagor,Minnesota Vikings,WR,8,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
19,19,Jamal Agnew,Jacksonville Jaguars,WR,8,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
20,21,Jevon Holland,Miami Dolphins,S,7,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
21,21,DeeJay Dallas,Seattle Seahawks,RB,7,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
22,21,Shi Smith,Carolina Panthers,WR,7,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
23,21,Keke Coutee,Indianapolis Colts,WR,7,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
24,21,Deonte Harty,New Orleans Saints,WR,7,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
25,26,Nyheim Hines,Buffalo Bills,RB,6,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
26,26,Dante Pettis,Chicago Bears,WR,6,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
27,28,Donovan Peoples-Jones,Cleveland Browns,WR,5,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
28,28,Gunner Olszewski,Pittsburgh Steelers,WR,5,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
29,28,Keelan Cole,Las Vegas Raiders,WR,5,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
30,28,Cedrick Wilson Jr.,Miami Dolphins,WR,5,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
31,28,Steven Sims,Pittsburgh Steelers,WR,5,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
32,33,Marquez Callaway,New Orleans Saints,WR,4,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
33,33,Marcus Jones,New England Patriots,DB,4,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
34,33,Skyy Moore,Kansas City Chiefs,WR,4,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
35,33,Chester Rogers,Houston Texans,WR,4,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
36,33,Jamison Crowder,Buffalo Bills,WR,4,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
37,38,Greg Dortch,Arizona Cardinals,WR,3,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
38,38,C.J. Board,Tennessee Titans,WR,3,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
39,38,Khalil Shakir,Buffalo Bills,WR,3,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
40,41,Tyreek Hill,Miami Dolphins,WR,2,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
41,41,Tyler Lockett,Seattle Seahawks,WR,2,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
42,41,Mecole Hardman,Kansas City Chiefs,WR,2,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
43,41,Christian Kirk,Jacksonville Jaguars,WR,2,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
44,41,Hunter Renfrow,Las Vegas Raiders,WR,2,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
45,41,Kyle Philips,Tennessee Titans,WR,2,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
46,47,Myles Bryant,New England Patriots,DB,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
47,47,Kadarius Toney,Kansas City Chiefs,WR,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
48,47,Jaylen Waddle,Miami Dolphins,WR,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
49,47,Isaiah Rodgers Sr.,Indianapolis Colts,CB,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
50,47,Andre Roberts,Carolina Panthers,WR,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
51,47,Jarvis Landry,New Orleans Saints,WR,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
52,47,Velus Jones Jr.,Chicago Bears,WR,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
53,47,Adoree' Jackson,New York Giants,CB,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
54,47,Demetric Felton Jr.,Cleveland Browns,RB,1,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
55,56,Nick Vannett,New York Giants,TE,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
56,56,Tom Kennedy,Detroit Lions,WR,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
57,56,Jordan Kunaszyk,Cleveland Browns,LB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
58,56,Tyeler Davison,Los Angeles Chargers,DT,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
59,56,Jahlani Tavai,New England Patriots,LB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
60,56,Kyle Peko,Las Vegas Raiders,DT,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
61,56,Justin Herbert,Los Angeles Chargers,QB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
62,56,Stone Smartt,Los Angeles Chargers,TE,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
63,56,Braxton Jones,Chicago Bears,OL,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
64,56,Tyler Boyd,Cincinnati Bengals,WR,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
65,56,David Quessenberry,Buffalo Bills,T,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
66,56,Sony Michel,Los Angeles Chargers,RB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
67,56,Shy Tuttle,New Orleans Saints,DT,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
68,56,Ifeatu Melifonwu,Detroit Lions,S,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
69,56,Sean Rhyan,Green Bay Packers,T,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
70,56,Josey Jewell,Denver Broncos,LB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
71,56,A.J. Green,Arizona Cardinals,WR,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
72,56,Frank Ragnow,Detroit Lions,C,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
73,56,Arden Key,Jacksonville Jaguars,DE,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
74,56,Alec Pierce,Indianapolis Colts,WR,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
75,56,Hassan Ridgeway,San Francisco 49ers,DL,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
76,56,Tremayne Anchrum Jr.,Los Angeles Rams,T,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
77,56,Joseph Ossai,Cincinnati Bengals,DE,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
78,56,Chris Wormley,Pittsburgh Steelers,DL,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
79,56,Taylor Bertolet,Carolina Panthers,KR,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
80,56,Marcus Epps,Philadelphia Eagles,S,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
81,56,James Bradberry,Philadelphia Eagles,CB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
82,56,Deebo Samuel,San Francisco 49ers,WR,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
83,56,Calvin Throckmorton,New Orleans Saints,OL,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
84,56,Alex Leatherwood,Chicago Bears,OL,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
85,56,Josh Ross,Baltimore Ravens,LB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
86,56,Sam Roberts,New England Patriots,DT,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
87,56,Durham Smythe,Miami Dolphins,TE,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
88,56,Tyler Shatley,Jacksonville Jaguars,OL,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
89,56,Marlon Mack,Denver Broncos,RB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
90,56,Kyler Murray,Arizona Cardinals,QB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
91,56,Cameron Dantzler Sr.,Minnesota Vikings,CB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
92,56,Ty Chandler,Minnesota Vikings,RB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
93,56,Nakobe Dean,Philadelphia Eagles,LB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
94,56,Andrew Wylie,Kansas City Chiefs,G,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
95,56,Brandon Bolden,Las Vegas Raiders,RB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
96,56,Greg Joseph,Minnesota Vikings,K,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
97,56,Zech McPhearson,Philadelphia Eagles,CB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
98,56,Brevin Jordan,Houston Texans,TE,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
99,56,Cory Littleton,Carolina Panthers,LB,0,2022-11-23 18:36:28.175648,/nfl/player-stat/punt-return-faircatches
