,Rank,Player,Team,Pos,Value,asof,url
0,1,Daniel Carlson,Las Vegas Raiders,K,8,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
1,2,Brett Maher,Dallas Cowboys,K,7,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
2,2,Chase McLaughlin,Indianapolis Colts,K,7,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
3,4,Greg Zuerlein,New York Jets,K,6,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
4,4,Younghoe Koo,Atlanta Falcons,K,6,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
5,4,Brandon McManus,Denver Broncos,K,6,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
6,4,Justin Tucker,Baltimore Ravens,K,6,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
7,8,Jason Myers,Seattle Seahawks,K,5,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
8,8,Evan McPherson,Cincinnati Bengals,K,5,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
9,8,Chris Boswell,Pittsburgh Steelers,K,5,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
10,8,Graham Gano,New York Giants,K,5,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
11,12,Cairo Santos,Chicago Bears,K,4,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
12,12,Cade York,Cleveland Browns,K,4,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
13,14,Joey Slye,Washington Commanders,K,3,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
14,14,Harrison Butker,Kansas City Chiefs,K,3,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
15,14,Wil Lutz,New Orleans Saints,K,3,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
16,14,Matt Gay,Los Angeles Rams,K,3,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
17,14,Ka'imi Fairbairn,Houston Texans,K,3,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
18,19,Jake Elliott,Philadelphia Eagles,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
19,19,Nick Folk,New England Patriots,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
20,19,Ryan Succop,Tampa Bay Buccaneers,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
21,19,Greg Joseph,Minnesota Vikings,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
22,19,Michael Badgley,Detroit Lions,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
23,19,Robbie Gould,San Francisco 49ers,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
24,19,Tyler Bass,Buffalo Bills,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
25,19,Matthew Wright,Pittsburgh Steelers,K,2,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
26,27,Riley Patterson,Jacksonville Jaguars,K,1,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
27,27,Rodrigo Blankenship,Arizona Cardinals,K,1,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
28,27,Eddy Pineiro,Carolina Panthers,K,1,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
29,30,Azeez Ojulari,New York Giants,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
30,30,Tommy Tremble,Carolina Panthers,TE,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
31,30,Grady Jarrett,Atlanta Falcons,DL,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
32,30,Jonathan Taylor,Indianapolis Colts,RB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
33,30,Deane Leonard,Los Angeles Chargers,DB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
34,30,Adoree' Jackson,New York Giants,CB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
35,30,C.J. Mosley,New York Jets,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
36,30,Andre Chachere,Philadelphia Eagles,S,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
37,30,Randy Gregory,Denver Broncos,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
38,30,David Onyemata,New Orleans Saints,DT,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
39,30,Elijah Molden,Tennessee Titans,CB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
40,30,T.J. Carrie,Carolina Panthers,DB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
41,30,Justin Hollins,Green Bay Packers,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
42,30,Deatrich Wise Jr.,New England Patriots,DL,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
43,30,Jared Pinkney,Los Angeles Rams,TE,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
44,30,Wyatt Davis,Arizona Cardinals,G,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
45,30,Tom Brady,Tampa Bay Buccaneers,QB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
46,30,Alex Anzalone,Detroit Lions,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
47,30,Dan Feeney,New York Jets,OL,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
48,30,Sam Darnold,Carolina Panthers,QB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
49,30,Josh Sills,Philadelphia Eagles,G,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
50,30,Jacob Phillips,Cleveland Browns,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
51,30,Jamaal Williams,Detroit Lions,RB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
52,30,Charles Cross,Seattle Seahawks,T,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
53,30,Kene Nwangwu,Minnesota Vikings,RB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
54,30,Tee Higgins,Cincinnati Bengals,WR,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
55,30,Kyle Philips,Tennessee Titans,WR,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
56,30,Nicholas Petit-Frere,Tennessee Titans,OL,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
57,30,Teddy Bridgewater,Miami Dolphins,QB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
58,30,Grover Stewart,Indianapolis Colts,DT,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
59,30,Mike Strachan,Indianapolis Colts,WR,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
60,30,Jamarco Jones,Tennessee Titans,OL,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
61,30,Lamarcus Joyner,New York Jets,S,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
62,30,Phil Haynes,Seattle Seahawks,G,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
63,30,Tanner Hudson,San Francisco 49ers,TE,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
64,30,Chris Banjo,Arizona Cardinals,S,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
65,30,Genard Avery,Tampa Bay Buccaneers,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
66,30,Colby Gossett,Atlanta Falcons,OL,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
67,30,Kaden Elliss,New Orleans Saints,LB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
68,30,Stephen Sullivan,Carolina Panthers,TE,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
69,30,Shaun Wade,New England Patriots,CB,0,2022-12-08 02:38:00.997416,/nfl/player-stat/field-goals-succeeded-50-plus
