,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,NY Giants,L 20-21,Home,0-1,0-0,-5.5,Un 44.0,-240,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
1,09/19,Buffalo,L 7-41,Away,0-2,0-0,+10.0,Ov 47.5,355,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
2,09/25,Las Vegas,W 24-22,Home,1-2,0-0,+2.0,Ov 45.5,117,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
3,10/02,Indianapolis,W 24-17,Away,2-2,1-0,+4.0,Un 43.0,180,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
4,10/09,Washington,W 21-17,Away,3-2,1-0,-0.5,Un 43.0,-110,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
5,10/23,Indianapolis,W 19-10,Home,4-2,2-0,-2.5,Un 43.0,-145,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
6,10/30,Houston,W 17-10,Away,5-2,3-0,-1.0,Un 39.5,-120,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
7,11/06,Kansas City,L 17-20,Away,5-3,3-0,+14.0,Un 45.0,575,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
8,11/13,Denver,W 17-10,Home,6-3,3-0,-2.5,Un 39.5,-133,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
9,11/17,Green Bay,W 27-17,Away,7-3,3-0,+3.0,Ov 40.5,155,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
10,11/27,Cincinnati,L 16-20,Home,7-4,3-0,(Pick),Un 42.0,-108,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
11,12/04,Philadelphia,L 10-35,Away,7-5,3-0,+4.5,Ov 44.5,190,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
12,12/11,Jacksonville,1:00 pm,Home,,,-4.0,41.0,-202,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
13,12/18,LA Chargers,4:25 pm,Away,,,+1.5,45.5,100,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
14,12/24,Houston,1:00 pm,Home,,,-9.0,0,-435,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
15,12/29,Dallas,8:15 pm,Home,,,-1.5,0,-130,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
16,01/08,Jacksonville,12:00 pm,Away,,,-3.0,0,-150,2022-12-08 02:38:50.633063,/nfl/team/tennessee-titans/
