,Rank,Player,Team,Pos,Value,asof,url
0,1,Kene Nwangwu,Minnesota Vikings,RB,620,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
1,2,Keisean Nixon,Green Bay Packers,CB,617,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
2,3,Isiah Pacheco,Kansas City Chiefs,RB,531,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
3,4,DeAndre Carter,Los Angeles Chargers,WR,480,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
4,5,Isaiah Rodgers Sr.,Indianapolis Colts,CB,452,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
5,6,Marcus Jones,New England Patriots,DB,451,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
6,7,Brandon Powell,Los Angeles Rams,WR,416,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
7,8,Hassan Haskins,Tennessee Titans,RB,414,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
8,9,Jerome Ford,Cleveland Browns,RB,404,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
9,10,Justin Jackson,Detroit Lions,RB,379,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
10,11,Ray-Ray McCloud III,San Francisco 49ers,WR,374,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
11,12,Steven Sims,Pittsburgh Steelers,WR,359,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
12,13,Antonio Gibson,Washington Commanders,RB,354,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
13,14,Gary Brightwell,New York Giants,RB,346,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
14,15,Ameer Abdullah,Las Vegas Raiders,RB,342,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
15,16,Jamal Agnew,Jacksonville Jaguars,WR,335,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
16,17,Braxton Berrios,New York Jets,WR,330,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
17,18,Raheem Blackshear,Carolina Panthers,RB,329,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
18,18,KaVontae Turpin,Dallas Cowboys,WR,329,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
19,20,Devin Duvernay,Baltimore Ravens,WR,323,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
20,21,Velus Jones Jr.,Chicago Bears,WR,296,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
21,22,Raheem Mostert,Miami Dolphins,RB,281,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
22,23,Tremon Smith,Houston Texans,DB,273,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
23,24,DeeJay Dallas,Seattle Seahawks,RB,270,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
24,25,Dallis Flowers,Indianapolis Colts,CB,268,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
25,25,Cordarrelle Patterson,Atlanta Falcons,RB,268,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
26,27,Montrell Washington,Denver Broncos,WR,263,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
27,28,Rashid Shaheed,New Orleans Saints,WR,246,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
28,28,Dax Milne,Washington Commanders,WR,246,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
29,30,Rachaad White,Tampa Bay Buccaneers,RB,244,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
30,31,Avery Williams,Atlanta Falcons,RB,235,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
31,32,Trestan Ebner,Chicago Bears,RB,226,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
32,33,Chris Evans,Cincinnati Bengals,HB,211,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
33,34,Britain Covey,Philadelphia Eagles,WR,206,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
34,35,Greg Dortch,Arizona Cardinals,WR,195,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
35,36,Eno Benjamin,Houston Texans,RB,180,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
36,37,Chester Rogers,Houston Texans,WR,170,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
37,38,Trayveon Williams,Cincinnati Bengals,HB,165,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
38,39,Duke Johnson,Buffalo Bills,RB,157,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
39,40,Dee Eskridge,Seattle Seahawks,WR,150,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
40,41,Maurice Alexander,Detroit Lions,WR,146,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
41,41,Khalil Herbert,Chicago Bears,RB,146,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
42,43,Isaiah McKenzie,Buffalo Bills,WR,144,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
43,44,Deonte Harty,New Orleans Saints,WR,137,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
44,45,Nyheim Hines,Buffalo Bills,RB,128,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
45,45,Boston Scott,Philadelphia Eagles,RB,128,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
46,47,Amari Rodgers,Houston Texans,WR,122,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
47,48,Chuba Hubbard,Carolina Panthers,RB,104,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
48,49,JaMycal Hasty,Jacksonville Jaguars,RB,97,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
49,50,Laviska Shenault Jr.,Carolina Panthers,WR,82,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
50,50,C.J. Board,Tennessee Titans,WR,82,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
51,52,DJ Turner,Las Vegas Raiders,WR,78,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
52,53,Chris Claybrooks,Jacksonville Jaguars,CB,77,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
53,54,Dwayne Washington,New Orleans Saints,RB,69,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
54,54,Taysom Hill,New Orleans Saints,TE,69,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
55,56,Jaelon Darden,Tampa Bay Buccaneers,WR,67,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
56,57,Kalif Raymond,Detroit Lions,WR,65,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
57,58,Quez Watkins,Philadelphia Eagles,WR,51,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
58,59,Desmond King II,Houston Texans,DB,50,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
59,59,Skyy Moore,Kansas City Chiefs,WR,50,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
60,61,Pierre Strong Jr.,New England Patriots,RB,48,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
61,62,Gunner Olszewski,Pittsburgh Steelers,WR,46,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
62,63,Ty Johnson,New York Jets,RB,39,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
63,64,Kyle Dugger,New England Patriots,DB,37,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
64,65,Andre Roberts,Carolina Panthers,WR,35,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
65,65,Christian Watson,Green Bay Packers,WR,35,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
66,67,Khalil Shakir,Buffalo Bills,WR,34,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
67,68,Trenton Cannon,Tennessee Titans,RB,33,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
68,69,Brandon Bolden,Las Vegas Raiders,RB,32,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
69,70,Jonnu Smith,New England Patriots,TE,31,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
70,71,Michael Burton,Kansas City Chiefs,FB,29,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
71,71,Russ Yeast,Los Angeles Rams,S,29,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
72,73,Ty Montgomery,New England Patriots,WR,28,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
73,74,D'Ernest Johnson,Cleveland Browns,RB,27,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
74,74,Durham Smythe,Miami Dolphins,TE,27,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
75,76,Michael Hoecht,Los Angeles Rams,DT,22,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
76,77,Keith Smith,Atlanta Falcons,FB,21,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
77,77,Dare Ogunbowale,Houston Texans,RB,21,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
78,77,Eric Saubert,Denver Broncos,TE,21,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
79,77,Jalen Virgil,Denver Broncos,WR,21,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
80,81,Jonathan Williams,Washington Commanders,RB,19,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
81,81,Brandon Zylstra,Carolina Panthers,WR,19,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
82,81,Pharoh Cooper,Arizona Cardinals,WR,19,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
83,84,Tyrie Cleveland,Denver Broncos,WR,18,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
84,84,Peyton Hendershot,Dallas Cowboys,TE,18,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
85,84,Zonovan Knight,New York Jets,RB,18,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
86,87,Jamison Crowder,Buffalo Bills,WR,17,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
87,87,Ihmir Smith-Marsette,Minnesota Vikings,WR,17,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
88,89,Patrick Ricard,Baltimore Ravens,FB,15,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
89,89,Benny Snell Jr.,Pittsburgh Steelers,RB,15,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
90,89,Kylen Granson,Indianapolis Colts,TE,15,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
91,89,Joshua Kelley,Los Angeles Chargers,RB,15,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
92,89,Trent Taylor,Cincinnati Bengals,WR,15,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
93,94,Giovani Bernard,Tampa Bay Buccaneers,RB,14,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
94,94,Devin Asiasi,Cincinnati Bengals,TE,14,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
95,94,Nick Boyle,Baltimore Ravens,TE,14,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
96,97,Jody Fortson,Kansas City Chiefs,TE,12,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
97,97,David Bell,Cleveland Browns,WR,12,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
98,97,Alec Ingold,Miami Dolphins,FB,12,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
99,100,Demetric Felton Jr.,Cleveland Browns,RB,11,2022-12-08 02:37:33.696372,/nfl/player-stat/kickoff-return-yards
