,Rank,Player,Team,Pos,Value,asof,url
0,1,AJ Cole,Las Vegas Raiders,P,0.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
1,1,Ryan Wright,Minnesota Vikings,P,0.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
2,3,Riley Dixon,Los Angeles Rams,P,2.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
3,4,JK Scott,Los Angeles Chargers,P,2.2%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
4,5,Pat O'Donnell,Green Bay Packers,P,2.3%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
5,6,Kevin Huber,Cincinnati Bengals,P,3.2%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
6,7,Bradley Pinion,Atlanta Falcons,P,4.4%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
7,8,Johnny Hekker,Carolina Panthers,P,4.9%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
8,9,Michael Dickson,Seattle Seahawks,P,5.1%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
9,10,Cameron Johnston,Houston Texans,P,5.3%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
10,11,Thomas Morstead,Miami Dolphins,P,5.4%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
11,12,Pressley Harvin III,Pittsburgh Steelers,P,5.7%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
12,13,Jack Fox,Detroit Lions,P,5.7%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
13,14,Matt Haack,Indianapolis Colts,P,5.9%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
14,15,Corliss Waitman,Denver Broncos,P,6.2%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
15,16,Trenton Gill,Chicago Bears,P,6.7%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
16,16,Tress Way,Washington Commanders,P,6.7%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
17,18,Braden Mann,New York Jets,P,7.3%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
18,19,Arryn Siposs,Philadelphia Eagles,P,7.7%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
19,20,Andy Lee,Arizona Cardinals,P,8.3%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
20,21,Michael Palardy,New England Patriots,P,10.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
21,21,Tommy Townsend,Kansas City Chiefs,P,10.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
22,21,Blake Gillikin,New Orleans Saints,P,10.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
23,24,Mitch Wishnowsky,San Francisco 49ers,P,10.3%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
24,25,Bryan Anger,Dallas Cowboys,P,11.6%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
25,26,Ryan Stonehouse,Tennessee Titans,P,11.9%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
26,27,Sam Martin,Buffalo Bills,P,12.5%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
27,28,Jake Camarda,Tampa Bay Buccaneers,P,12.7%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
28,29,Jake Bailey,New England Patriots,P,13.5%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
29,30,Corey Bojorquez,Cleveland Browns,P,14.3%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
30,31,Logan Cooke,Jacksonville Jaguars,P,15.8%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
31,32,Jordan Stout,Baltimore Ravens,P,16.2%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
32,33,Jamie Gillan,New York Giants,P,17.0%,2022-11-30 02:28:08.683942,/nfl/player-stat/punting-touchback-percentage
