,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,Carolina,W 26-24,Away,1-0,0-0,1.5,Ov 42.0,110,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
1,09/18,NY Jets,L 30-31,Home,1-1,0-0,-6.0,Ov 38.5,-245,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
2,09/22,Pittsburgh,W 29-17,Home,2-1,1-0,-4.5,Ov 38.0,-210,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
3,10/02,Atlanta,L 20-23,Away,2-2,1-0,-1.0,Un 48.5,-109,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
4,10/09,LA Chargers,L 28-30,Home,2-3,1-0,1.5,Ov 47.0,103,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
5,10/16,New England,L 15-38,Home,2-4,1-0,-2.5,Ov 43.5,-145,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
6,10/23,Baltimore,L 20-23,Away,2-5,1-1,6.5,Un 46.5,240,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
7,10/31,Cincinnati,W 32-13,Home,3-5,2-1,3.0,Pu 45.0,150,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
8,11/13,Miami,L 17-39,Away,3-6,2-1,3.5,Ov 49.5,155,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
9,11/20,Buffalo,L 23-31,Neutral,3-7,2-1,7.5,Ov 50.5,300,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
10,11/27,Tampa Bay,W 23-17,Home,4-7,2-1,3.0,Un 42.5,151,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
11,12/04,Houston,W 27-14,Away,5-7,2-1,-7.5,Un 46.0,-328,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
12,12/11,Cincinnati,L 10-23,Away,5-8,2-2,4.0,Un 47.0,181,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
13,12/17,Baltimore,4:30 pm,Home,,,-2.5,37.0,-150,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
14,12/24,New Orleans,1:00 pm,Home,,,-3.0,39.0,-165,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
15,01/01,Washington,1:00 pm,Away,,,-3.0,0,-155,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
16,01/08,Pittsburgh,12:00 pm,Away,,,-2.5,0,-135,2022-12-15 02:41:15.649874,/nfl/team/cleveland-browns/
