,Date,Opponent,Result,Location,W/L,Div,Spread,Total,Money,asof,url
0,09/11,New England,W 20-7,Home,1-0,1-0,-3.0,Un 46.5,-160,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
1,09/18,Baltimore,W 42-38,Away,2-0,1-0,3.0,Ov 44.0,151,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
2,09/25,Buffalo,W 21-19,Home,3-0,2-0,4.0,Un 54.5,170,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
3,09/29,Cincinnati,L 15-27,Away,3-1,2-0,4.0,Un 49.0,170,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
4,10/09,NY Jets,L 17-40,Away,3-2,2-1,-3.0,Ov 46.0,-165,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
5,10/16,Minnesota,L 16-24,Home,3-3,2-1,3.0,Un 45.0,150,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
6,10/23,Pittsburgh,W 16-10,Home,4-3,2-1,-7.0,Un 44.5,-305,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
7,10/30,Detroit,W 31-27,Away,5-3,2-1,-3.5,Ov 52.0,-190,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
8,11/06,Chicago,W 35-32,Away,6-3,2-1,-4.0,Ov 46.0,-191,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
9,11/13,Cleveland,W 39-17,Home,7-3,2-1,-3.5,Ov 49.5,-173,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
10,11/27,Houston,W 30-15,Home,8-3,2-1,-14.0,Un 47.5,-855,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
11,12/04,San Francisco,L 17-33,Away,8-4,2-1,5.0,Ov 46.0,195,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
12,12/11,LA Chargers,L 17-23,Away,8-5,2-1,-3.0,Un 55.0,-163,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
13,12/17,Buffalo,L 29-32,Away,8-6,2-2,7.0,Ov 45.0,274,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
14,12/25,Green Bay,L 20-26,Home,8-7,2-2,-3.5,Un 49.5,-181,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
15,01/01,New England,L 21-23,Away,8-8,2-3,3.0,Ov 41.5,140,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
16,01/08,NY Jets,W 11-6,Home,9-8,3-3,-3.5,Un 37.0,-206,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
17,01/15,Buffalo,L 31-34,Away,9-9,3-4,14.0,Ov 44.5,600,2023-02-09 11:53:44.497763,/nfl/team/miami-dolphins/
