,Rank,Player,Team,Pos,Value,asof,url
0,1,Rashod Bateman,Baltimore Ravens,WR,27.8,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
1,2,Julio Jones,Tampa Bay Buccaneers,WR,23.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
2,3,Jerry Jeudy,Denver Broncos,WR,22.6,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
3,4,Terry McLaurin,Washington Commanders,WR,22.2,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
4,5,Ian Thomas,Carolina Panthers,TE,22.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
5,5,Gabe Davis,Buffalo Bills,WR,22.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
6,7,Dontrell Hilliard,Tennessee Titans,RB,20.3,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
7,8,Corey Davis,New York Jets,WR,20.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
8,9,DeAndre Carter,Los Angeles Chargers,WR,19.8,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
9,10,Mike Strachan,Indianapolis Colts,WR,19.7,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
10,11,KhaDarel Hodge,Atlanta Falcons,WR,19.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
11,11,Equanimeous St. Brown,Chicago Bears,WR,19.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
12,11,Kendrick Bourne,New England Patriots,WR,19.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
13,14,Sammy Watkins,Green Bay Packers,WR,18.5,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
14,15,Dallas Goedert,Philadelphia Eagles,TE,17.8,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
15,16,Courtland Sutton,Denver Broncos,WR,17.6,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
16,17,Robbie Anderson,Carolina Panthers,WR,16.8,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
17,18,Josh Reynolds,Detroit Lions,WR,16.5,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
18,18,Mike Evans,Tampa Bay Buccaneers,WR,16.5,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
19,18,Keenan Allen,Los Angeles Chargers,WR,16.5,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
20,21,Christian Kirk,Jacksonville Jaguars,WR,16.3,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
21,22,Devin Duvernay,Baltimore Ravens,WR,16.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
22,22,Jaylen Waddle,Miami Dolphins,WR,16.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
23,24,Noah Brown,Dallas Cowboys,WR,15.9,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
24,25,Ashton Dulin,Indianapolis Colts,WR,15.6,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
25,26,Justin Jefferson,Minnesota Vikings,WR,15.5,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
26,27,Nelson Agholor,New England Patriots,WR,15.3,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
27,28,Chris Olave,New Orleans Saints,WR,15.1,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
28,29,Breshad Perriman,Tampa Bay Buccaneers,WR,15.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
29,29,O.J. Howard,Houston Texans,TE,15.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
30,31,Tyreek Hill,Miami Dolphins,WR,14.9,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
31,32,A.J. Brown,Philadelphia Eagles,WR,14.9,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
32,33,Brandon Aiyuk,San Francisco 49ers,WR,14.7,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
33,34,Treylon Burks,Tennessee Titans,WR,14.6,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
34,35,DJ Moore,Carolina Panthers,WR,14.3,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
35,36,Jahan Dotson,Washington Commanders,WR,14.1,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
36,37,Nico Collins,Houston Texans,WR,14.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
37,37,Isaiah McKenzie,Buffalo Bills,WR,14.0,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
38,39,Gerald Everett,Los Angeles Chargers,TE,13.9,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
39,40,Juwan Johnson,New Orleans Saints,TE,13.8,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
40,41,Logan Thomas,Washington Commanders,TE,13.7,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
41,41,Mack Hollins,Las Vegas Raiders,WR,13.7,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
42,43,Stefon Diggs,Buffalo Bills,WR,13.5,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
43,44,Michael Pittman Jr.,Indianapolis Colts,WR,13.4,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
44,45,Travis Kelce,Kansas City Chiefs,TE,13.2,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
45,46,Jauan Jennings,San Francisco 49ers,WR,13.2,2022-09-22 15:15:43.844681,/nfl/player-stat/receiving-yards-per-catch
