,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,url
0,1,Philadelphia,57.93%,63.26%,54.44%,62.25%,54.14%,47.59%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
1,2,Cleveland,57.24%,62.04%,61.89%,62.74%,50.97%,56.05%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
2,3,Cincinnati,55.76%,57.52%,47.67%,58.48%,53.95%,50.94%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
3,4,LA Chargers,54.96%,56.59%,63.67%,51.54%,57.96%,49.95%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
4,5,San Francisco,54.81%,59.56%,49.00%,56.50%,52.87%,49.98%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
5,6,Washington,54.48%,52.48%,51.00%,53.27%,55.54%,53.93%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
6,7,NY Giants,53.46%,47.15%,42.44%,50.47%,56.87%,47.78%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
7,8,NY Jets,52.51%,49.74%,55.11%,50.06%,55.32%,44.85%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
8,9,New England,51.85%,46.26%,52.33%,54.08%,49.90%,52.35%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
9,10,Baltimore,51.84%,41.22%,30.33%,56.62%,47.65%,48.75%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
10,11,Arizona,51.36%,48.22%,48.89%,47.44%,55.84%,58.33%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
11,12,Buffalo,51.18%,49.78%,43.78%,50.02%,51.95%,53.64%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
12,13,Kansas City,50.98%,48.96%,38.78%,53.40%,48.86%,44.65%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
13,14,Denver,50.76%,57.33%,67.89%,52.10%,49.58%,54.24%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
14,15,Green Bay,50.63%,64.67%,57.22%,54.93%,47.77%,50.29%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
15,16,Detroit,49.81%,57.11%,39.44%,48.76%,51.00%,50.71%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
16,17,Carolina,49.19%,60.26%,60.56%,53.00%,43.48%,50.69%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
17,18,Minnesota,49.19%,46.00%,57.56%,50.42%,47.33%,49.92%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
18,19,Dallas,48.85%,48.07%,45.56%,46.19%,52.85%,46.09%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
19,20,Atlanta,48.13%,65.96%,69.67%,46.84%,49.26%,44.52%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
20,21,Chicago,48.10%,39.48%,56.22%,50.75%,45.06%,48.69%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
21,22,Pittsburgh,47.96%,46.11%,61.00%,47.48%,48.39%,52.91%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
22,23,Tennessee,47.71%,49.33%,40.33%,48.19%,47.29%,54.96%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
23,24,Indianapolis,47.04%,45.93%,36.33%,46.27%,47.72%,55.07%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
24,25,Houston,46.59%,53.85%,59.67%,39.17%,53.08%,42.79%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
25,26,New Orleans,46.07%,44.26%,38.11%,49.75%,42.85%,52.61%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
26,27,LA Rams,45.99%,41.89%,32.11%,51.57%,37.61%,50.88%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
27,28,Jacksonville,45.94%,47.63%,44.89%,47.15%,45.14%,44.29%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
28,29,Las Vegas,45.81%,42.56%,39.00%,48.72%,43.88%,47.00%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
29,30,Miami,44.97%,38.89%,42.78%,48.43%,41.94%,54.16%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
30,31,Tampa Bay,44.56%,39.74%,51.11%,41.90%,46.88%,50.92%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
31,32,Seattle,44.34%,41.15%,61.22%,40.37%,47.82%,39.91%,2022-12-28,/nfl/stat/4th-quarter-time-of-possession-share-pct
